1.485900000000000034e+02,1.460800000000000125e+02,1.235000000000000000e+02,1.240000000000000000e+02,1.250999999999999943e+02,1.305000000000000000e+02,1.240000000000000000e+02,1.215000000000000000e+02,1.215000000000000000e+02,1.295500000000000114e+02,1.420000000000000000e+02,1.720000000000000000e+02,1.720000000000000000e+02,1.700000000000000000e+02,1.516599999999999966e+02,1.542800000000000011e+02,1.563400000000000034e+02,1.450000000000000000e+02,1.483700000000000045e+02,1.400800000000000125e+02,1.280500000000000114e+02,1.266200000000000045e+02,1.231899999999999977e+02,1.219399999999999977e+02
1.485900000000000034e+02,1.460800000000000125e+02,1.235000000000000000e+02,1.240000000000000000e+02,1.250999999999999943e+02,1.305000000000000000e+02,1.240000000000000000e+02,1.215000000000000000e+02,1.215000000000000000e+02,1.295500000000000114e+02,1.420000000000000000e+02,1.720000000000000000e+02,1.720000000000000000e+02,1.700000000000000000e+02,1.516599999999999966e+02,1.542800000000000011e+02,1.563400000000000034e+02,1.450000000000000000e+02,1.483700000000000045e+02,1.400800000000000125e+02,1.280500000000000114e+02,1.266200000000000045e+02,1.231899999999999977e+02,1.219399999999999977e+02
1.253299999999999983e+02,1.151500000000000057e+02,1.116800000000000068e+02,1.089200000000000017e+02,1.026299999999999955e+02,9.960999999999999943e+01,1.016599999999999966e+02,1.016800000000000068e+02,1.118700000000000045e+02,1.285600000000000023e+02,1.560000000000000000e+02,1.560000000000000000e+02,1.575500000000000114e+02,1.580000000000000000e+02,1.575500000000000114e+02,1.575500000000000114e+02,1.820000000000000000e+02,2.390000000000000000e+02,2.390000000000000000e+02,2.000000000000000000e+02,1.680000000000000000e+02,1.595399999999999920e+02,1.595399999999999920e+02,1.570000000000000000e+02
1.550000000000000000e+02,1.270000000000000000e+02,1.215000000000000000e+02,1.215000000000000000e+02,1.215000000000000000e+02,1.300000000000000000e+02,1.400000000000000000e+02,2.490000000000000000e+02,2.857200000000000273e+02,3.049200000000000159e+02,3.004700000000000273e+02,3.001600000000000250e+02,2.903999999999999773e+02,2.800299999999999727e+02,1.599399999999999977e+02,1.440000000000000000e+02,1.617700000000000102e+02,1.631699999999999875e+02,1.804600000000000080e+02,1.550399999999999920e+02,1.597800000000000011e+02,1.626599999999999966e+02,1.554799999999999898e+02,1.410000000000000000e+02
1.545000000000000000e+02,1.550000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.415600000000000023e+02,1.625000000000000000e+02,1.625000000000000000e+02,1.522800000000000011e+02,1.537599999999999909e+02,1.535399999999999920e+02,1.534699999999999989e+02,1.440000000000000000e+02,1.440000000000000000e+02,1.415000000000000000e+02,1.415000000000000000e+02,1.450000000000000000e+02,1.564300000000000068e+02,1.685999999999999943e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.410000000000000000e+02,1.410000000000000000e+02,1.410000000000000000e+02,1.400000000000000000e+02
1.433400000000000034e+02,1.408799999999999955e+02,1.395000000000000000e+02,1.392500000000000000e+02,1.401200000000000045e+02,1.417899999999999920e+02,1.440000000000000000e+02,1.500000000000000000e+02,1.565000000000000000e+02,1.550000000000000000e+02,1.345000000000000000e+02,1.345000000000000000e+02,1.400000000000000000e+02,1.390399999999999920e+02,1.373400000000000034e+02,1.260000000000000000e+02,1.260000000000000000e+02,1.450000000000000000e+02,1.450000000000000000e+02,1.440000000000000000e+02,1.311800000000000068e+02,1.307100000000000080e+02,1.291100000000000136e+02,1.278100000000000023e+02
1.264800000000000040e+02,1.247500000000000000e+02,1.223199999999999932e+02,1.214399999999999977e+02,1.209699999999999989e+02,1.215199999999999960e+02,1.244000000000000057e+02,1.180000000000000000e+02,1.326500000000000057e+02,1.333100000000000023e+02,1.334300000000000068e+02,1.250000000000000000e+02,1.255000000000000000e+02,1.299699999999999989e+02,1.299099999999999966e+02,1.298100000000000023e+02,1.303600000000000136e+02,1.302299999999999898e+02,1.303400000000000034e+02,1.289900000000000091e+02,1.095000000000000000e+02,1.095000000000000000e+02,1.213499999999999943e+02,1.183100000000000023e+02
1.167500000000000000e+02,1.000000000000000000e+02,1.005000000000000000e+02,1.005000000000000000e+02,1.005000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.285600000000000023e+02,1.299699999999999989e+02,1.180000000000000000e+02,1.180000000000000000e+02,1.140000000000000000e+02,1.095000000000000000e+02,1.045000000000000000e+02,1.045000000000000000e+02,1.045000000000000000e+02,1.195000000000000000e+02,1.416800000000000068e+02,1.408000000000000114e+02,1.412700000000000102e+02,1.411200000000000045e+02,1.414099999999999966e+02,1.445000000000000000e+02,1.445000000000000000e+02
1.470000000000000000e+02,1.470000000000000000e+02,1.470000000000000000e+02,1.402500000000000000e+02,1.360000000000000000e+02,1.421800000000000068e+02,1.425399999999999920e+02,1.429499999999999886e+02,1.499699999999999989e+02,1.699199999999999875e+02,2.035200000000000102e+02,1.964300000000000068e+02,1.640000000000000000e+02,1.630000000000000000e+02,1.610000000000000000e+02,1.799099999999999966e+02,1.515000000000000000e+02,1.595399999999999920e+02,2.099900000000000091e+02,1.360000000000000000e+02,1.305000000000000000e+02,1.305000000000000000e+02,1.399699999999999989e+02,1.470000000000000000e+02
1.470000000000000000e+02,1.400000000000000000e+02,1.380000000000000000e+02,1.380000000000000000e+02,1.374000000000000057e+02,1.378799999999999955e+02,1.370000000000000000e+02,1.370000000000000000e+02,1.380000000000000000e+02,1.351899999999999977e+02,1.278499999999999943e+02,1.277399999999999949e+02,1.269500000000000028e+02,1.264099999999999966e+02,1.227300000000000040e+02,1.400000000000000000e+02,1.400000000000000000e+02,1.470000000000000000e+02,1.470000000000000000e+02,1.380000000000000000e+02,1.380000000000000000e+02,1.480000000000000000e+02,1.480000000000000000e+02,1.480000000000000000e+02
