Time,Imbalance Purchase Price,Imbalance,Solar,Wind,Consumption Total
09.11.2022/01:00,26.29,66.383372,0.074492,302.848003,3047.465863
09.11.2022/02:00,18.22,30.852308,0.076132,291.348003,2979.393347
09.11.2022/03:00,17.48,20.70391,0.080158,273.694981,2930.491571
09.11.2022/04:00,19.43,8.105957,0.08015,216.746873,2943.68006
09.11.2022/05:00,20.85,-35.079558,0.077631,214.814671,3075.746792
09.11.2022/06:00,17.0,-7.299319,0.074367,181.735668,3479.579593
09.11.2022/07:00,42.1,-22.681293,0.061645,220.344194,3932.382179
09.11.2022/08:00,47.48,26.530173,0.075418,216.634914,4006.220395
09.11.2022/09:00,33.5,42.178539,0.318705,263.934493,3978.590494
09.11.2022/10:00,24.0,122.44811,0.79377,289.893013,3951.202199
09.11.2022/11:00,46.17,192.159491,1.629831,295.376997,3884.623556
09.11.2022/12:00,44.68,167.022238,1.840906,274.113966,3837.548008
09.11.2022/13:00,43.29,114.776886,1.686967,248.686497,3823.742694
09.11.2022/14:00,44.1,149.247194,0.887796,242.148018,3825.644734
09.11.2022/15:00,48.1,111.81033,0.104217,241.747869,3908.571847
09.11.2022/16:00,180.0,10.393781,0.066846,252.332969,4114.787146
09.11.2022/17:00,180.0,37.978426,0.064518,251.880917,4152.541836
09.11.2022/18:00,180.0,89.080689,0.06698,270.845048,4072.465428
09.11.2022/19:00,25.0,169.748952,0.068498,288.862068,4007.571524
09.11.2022/20:00,20.5,232.473553,0.070842,288.610203,3917.59166
09.11.2022/21:00,25.0,254.722379,0.066699,289.224964,3804.261605
09.11.2022/22:00,25.0,212.072477,0.069645,267.322969,3622.271448
09.11.2022/23:00,25.0,270.487601,0.076459,219.153119,3402.208391
10.11.2022/00:00,27.59,98.93697,0.081473,197.1551,3201.14183
10.11.2022/01:00,26.0,90.859642,0.077276,206.66627,3115.201758
10.11.2022/02:00,12.0,107.3648,0.081632,219.281101,3066.213075
10.11.2022/03:00,7.75,87.874514,0.086931,220.659367,3060.36716
10.11.2022/04:00,7.0,80.355783,0.085298,202.778349,3104.40623
10.11.2022/05:00,7.0,109.576997,0.083773,213.100249,3250.835456
10.11.2022/06:00,9.0,98.235865,0.071988,191.492396,3709.02567
10.11.2022/07:00,35.76,69.949509,0.066246,188.620443,4224.41982
10.11.2022/08:00,26.5,91.756314,0.083358,224.871443,4333.552262
10.11.2022/09:00,23.5,14.455385,0.285479,214.325545,4319.665564
10.11.2022/10:00,38.0,-3.736682,1.217607,213.466197,4274.177077
10.11.2022/11:00,33.29,8.49732,0.925131,247.410348,4225.87095
10.11.2022/12:00,11.0,-93.494942,0.41357,237.495464,4227.00338
10.11.2022/13:00,8.5,-114.356265,0.134083,277.162528,4220.333356
10.11.2022/14:00,3.88,-69.278381,0.088037,326.337601,4214.809901
10.11.2022/15:00,2.42,-116.808758,0.066921,347.517351,4251.947648
10.11.2022/16:00,2.42,-121.574828,0.059366,353.673189,4329.322489
10.11.2022/17:00,1.18,-85.420408,0.057809,351.923211,4259.557945
10.11.2022/18:00,0.0,-40.388885,0.06109,354.94795,4154.14934
10.11.2022/19:00,0.0,-71.382395,0.060384,360.15903,4042.518788
10.11.2022/20:00,0.0,-72.00954,0.057211,359.374797,3940.671124
10.11.2022/21:00,0.0,-80.608403,0.074781,358.567179,3817.614203
10.11.2022/22:00,0.0,-99.375822,0.067284,357.531029,3629.541423
10.11.2022/23:00,-3.39,-111.549035,0.06497,351.841967,3392.082742
11.11.2022/00:00,-3.5,-159.463071,0.074395,345.649878,3194.097393
11.11.2022/01:00,-4.0,-150.436803,0.068067,350.010649,3074.535098
11.11.2022/02:00,-6.0,-108.790327,0.074231,322.593818,2990.924358
11.11.2022/03:00,-6.0,-75.868833,0.080414,307.387896,2934.867093
11.11.2022/04:00,-6.0,-50.832467,0.081028,261.912066,2931.539723
11.11.2022/05:00,-8.0,-55.106276,0.074765,331.05969,3007.794217
11.11.2022/06:00,-4.0,-63.078919,0.056902,345.888863,3367.549486
11.11.2022/07:00,0.0,-40.939473,0.048732,350.603843,3842.64553
11.11.2022/08:00,0.0,3.438352,0.094931,349.443759,3930.337965
11.11.2022/09:00,0.0,-47.354937,0.423364,333.895712,3910.181798
11.11.2022/10:00,0.25,-65.4558,2.202398,326.717592,3867.426487
11.11.2022/11:00,0.0,-54.843247,4.675078,319.199733,3799.798227
11.11.2022/12:00,-0.5,-46.396488,4.828268,317.858613,3738.743314
11.11.2022/13:00,-3.0,-19.952121,3.062154,310.576662,3676.455216
11.11.2022/14:00,-3.0,-38.115786,1.138905,311.887363,3662.149137
11.11.2022/15:00,-3.0,-54.157468,0.139513,350.503461,3709.028167
11.11.2022/16:00,-3.0,-95.759748,0.058521,360.575839,3845.05474
11.11.2022/17:00,0.0,-104.600797,0.058581,358.963783,3878.76169
11.11.2022/18:00,0.0,-94.750841,0.060906,359.268659,3810.43978
11.11.2022/19:00,-0.5,-100.499673,0.062787,353.890583,3683.114105
11.11.2022/20:00,-0.5,-102.540857,0.06837,355.132559,3529.972393
11.11.2022/21:00,-4.0,-60.619887,0.065968,349.398511,3384.905419
11.11.2022/22:00,-6.0,-54.828825,0.068389,344.526692,3230.719011
11.11.2022/23:00,-6.0,-80.312527,0.06823,354.968809,3112.837496
12.11.2022/00:00,-4.0,-77.045869,0.067279,331.162745,3005.061077
12.11.2022/01:00,-5.0,-60.925451,0.071701,360.380788,2856.67805
12.11.2022/02:00,-4.0,-17.992225,0.068202,357.329534,2738.112826
12.11.2022/03:00,-4.0,-0.254934,0.069835,343.366536,2696.923917
12.11.2022/04:00,-4.0,31.175685,0.072936,327.287709,2663.124346
12.11.2022/05:00,-4.0,41.726975,0.063763,320.833714,2682.498522
12.11.2022/06:00,-4.0,38.025559,0.059051,317.200814,2772.776585
12.11.2022/07:00,-3.5,11.837317,0.059136,292.564049,2928.171226
12.11.2022/08:00,-4.0,-28.148723,0.223311,227.23385,3096.451447
12.11.2022/09:00,-3.5,3.670132,2.266884,251.267017,3285.309857
12.11.2022/10:00,-3.5,4.490928,6.032796,177.749485,3373.853077
12.11.2022/11:00,-1.0,53.338823,8.832172,163.308025,3347.853671
12.11.2022/12:00,-2.5,85.548693,9.138004,123.357833,3272.016728
12.11.2022/13:00,-2.5,70.370503,6.782491,82.564719,3227.552733
12.11.2022/14:00,-2.44,8.003649,2.840148,67.813073,3240.270349
12.11.2022/15:00,-2.44,-49.660329,0.290058,93.661422,3350.642469
12.11.2022/16:00,20.0,-194.8186,0.04406,93.783709,3601.448821
12.11.2022/17:00,20.95,-131.938698,0.038333,99.318794,3708.097335
12.11.2022/18:00,20.95,-85.552649,0.054316,79.242898,3685.617096
12.11.2022/19:00,19.0,-37.378549,0.043012,49.570847,3586.554113
12.11.2022/20:00,19.0,-47.081926,0.031078,26.02985,3485.64693
12.11.2022/21:00,19.0,-17.289304,0.035809,17.54878,3399.874571
12.11.2022/22:00,10.23,-40.999854,0.040986,11.888,3320.113156
12.11.2022/23:00,10.23,-32.108402,0.041699,5.3259,3216.629563
13.11.2022/00:00,22.47,-154.039613,0.047022,0.646135,3130.904371
13.11.2022/01:00,22.47,-124.163483,0.044783,0.002,3026.962462
13.11.2022/02:00,23.0,-140.237847,0.044591,0.526,2959.356866
13.11.2022/03:00,23.0,-116.541085,0.049569,0.008,2914.057708
13.11.2022/04:00,23.0,-82.254818,0.051583,2.599912,2895.840642
13.11.2022/05:00,22.47,-116.765283,0.05045,4.041911,2949.9498
13.11.2022/06:00,22.47,-75.85793,0.044189,7.755916,3003.395187
13.11.2022/07:00,26.11,-82.498541,0.049762,16.714087,3112.564103
13.11.2022/08:00,25.68,-105.330224,0.05591,9.597987,3255.796146
13.11.2022/09:00,32.47,-110.229692,0.317712,11.433193,3458.467192
13.11.2022/10:00,50.5,-145.998438,1.407088,16.135498,3591.457391
13.11.2022/11:00,50.5,-234.800525,1.779677,10.147194,3636.850776
13.11.2022/12:00,50.5,-255.745715,1.215466,15.177317,3661.59786
13.11.2022/13:00,48.5,-262.131489,0.442925,17.515514,3678.48727
13.11.2022/14:00,48.5,-266.701333,0.140942,28.702803,3712.508226
13.11.2022/15:00,51.0,-298.41263,0.045559,36.147761,3799.335299
13.11.2022/16:00,51.0,-287.215197,0.042164,28.127016,3912.379979
13.11.2022/17:00,51.0,-253.313239,0.044557,37.216098,3916.544314
13.11.2022/18:00,51.0,-240.98106,0.042307,41.769997,3875.553596
13.11.2022/19:00,30.19,-213.349661,0.044245,54.333898,3837.162263
13.11.2022/20:00,20.18,-175.394664,0.04078,61.822196,3783.11197
13.11.2022/21:00,29.97,-242.535692,0.036076,53.122947,3673.367603
13.11.2022/22:00,28.13,-209.48562,0.039831,50.1481,3521.794889
13.11.2022/23:00,19.95,-203.498971,0.038063,44.99585,3342.070731
14.11.2022/00:00,26.52,-31.317198,0.038798,35.726252,3157.972234
14.11.2022/01:00,25.6,-45.076404,0.040663,21.588102,3047.554647
14.11.2022/02:00,25.08,-48.483025,0.04059,10.401952,2994.401283
14.11.2022/03:00,25.06,-42.831276,0.037877,7.200932,2968.026829
14.11.2022/04:00,25.19,-39.049019,0.040424,3.07295,2994.557628
14.11.2022/05:00,25.06,-45.434572,0.03978,5.612051,3139.102277
14.11.2022/06:00,37.41,-95.551608,0.034552,1.796177,3583.703677
14.11.2022/07:00,74.65,-96.267726,0.035975,0.432945,4092.803649
14.11.2022/08:00,77.42,-85.696106,0.039521,0.576926,4181.813652
14.11.2022/09:00,78.17,-56.0155,0.067066,0.144944,4159.903564
14.11.2022/10:00,77.72,-105.43448,0.141679,0.0,4194.11279
14.11.2022/11:00,76.96,-130.496187,0.303877,0.0,4167.824289
14.11.2022/12:00,78.27,-149.352415,0.400377,0.0,4167.536771
14.11.2022/13:00,76.84,-161.726113,0.298016,0.0,4155.821494
14.11.2022/14:00,77.15,-162.677182,0.114423,0.0,4172.171782
14.11.2022/15:00,75.23,-173.399185,0.033783,0.0,4239.126807
14.11.2022/16:00,91.43,-179.74618,0.036394,0.135,4359.621266
14.11.2022/17:00,76.05,-143.447938,0.035288,1.52,4322.143461
14.11.2022/18:00,59.61,-145.708692,0.039548,3.389,4242.558563
14.11.2022/19:00,41.45,-120.217228,0.036657,5.377,4182.860986
14.11.2022/20:00,42.13,-130.923578,0.038139,5.849,4096.413245
14.11.2022/21:00,40.03,-116.489288,0.033811,8.26465,3981.962936
14.11.2022/22:00,21.38,-114.73362,0.036974,7.5797,3821.135373
14.11.2022/23:00,13.5,-117.380929,0.037084,2.446892,3597.808331
15.11.2022/00:00,6.0,-66.846302,0.03738,38.960842,3380.957963
15.11.2022/01:00,2.0,-20.672517,0.036871,106.148949,3274.010291
15.11.2022/02:00,0.0,-3.433826,0.038042,197.592772,3238.252524
15.11.2022/03:00,0.0,-42.852995,0.04568,212.123815,3230.48631
15.11.2022/04:00,2.0,-25.90355,0.044125,268.464764,3254.981278
15.11.2022/05:00,3.5,-32.244503,0.0422,269.287764,3404.609131
15.11.2022/06:00,7.5,-40.354032,0.036721,270.86686,3886.588761
15.11.2022/07:00,120.0,-124.705863,0.031841,244.459656,4406.119746
15.11.2022/08:00,116.34,-75.508435,0.03458,241.552703,4493.898014
15.11.2022/09:00,85.17,-158.620786,0.060749,256.95584,4465.960586
15.11.2022/10:00,88.0,-153.771464,0.165611,258.355892,4488.084355
15.11.2022/11:00,96.52,-65.884104,0.339422,262.544991,4496.422731
15.11.2022/12:00,91.82,-58.426749,0.475511,237.619788,4491.48971
15.11.2022/13:00,86.35,-78.688475,0.348577,215.69704,4477.051547
15.11.2022/14:00,86.35,-96.460268,0.10823,174.353889,4493.674143
15.11.2022/15:00,91.14,-86.688616,0.036041,188.45594,4560.763282
15.11.2022/16:00,69.0,-69.893382,0.032576,222.905839,4716.250558
15.11.2022/17:00,100.0,-72.401291,0.028766,181.394988,4691.216745
15.11.2022/18:00,95.11,-56.640081,0.026873,182.953044,4591.25556
15.11.2022/19:00,40.0,-63.709447,0.029279,163.811045,4509.449142
15.11.2022/20:00,23.42,-10.478256,0.033442,160.340943,4390.587561
15.11.2022/21:00,18.0,40.299507,0.02877,177.537045,4264.293835
15.11.2022/22:00,17.84,-8.230405,0.027069,151.510944,4089.891314
15.11.2022/23:00,15.61,-13.114506,0.028846,139.791048,3860.456594
16.11.2022/00:00,18.93,-58.080946,0.029632,160.388951,3649.385387
16.11.2022/01:00,17.87,-68.194054,0.025498,167.879051,3521.185916
16.11.2022/02:00,17.21,-58.682737,0.032323,166.807049,3447.278488
16.11.2022/03:00,17.1,-55.284986,0.039094,150.49905,3435.489421
16.11.2022/04:00,7.0,-42.635541,0.037095,137.031953,3443.082261
16.11.2022/05:00,7.0,-119.44241,0.036227,112.560048,3606.353099
16.11.2022/06:00,13.0,-145.679565,0.021428,103.078942,4100.558995
16.11.2022/07:00,28.65,-158.646431,0.022077,94.832441,4632.078527
16.11.2022/08:00,34.23,-136.617371,0.027329,72.472988,4743.62893
16.11.2022/09:00,44.25,-145.88762,0.064641,75.308139,4749.095706
16.11.2022/10:00,42.97,-183.974719,0.252201,80.781038,4746.444962
16.11.2022/11:00,40.0,-196.799068,0.425048,74.014989,4715.995532
16.11.2022/12:00,40.0,-198.388665,0.357206,72.021036,4695.392048
16.11.2022/13:00,33.22,-190.23761,0.29038,73.011588,4665.462836
16.11.2022/14:00,29.57,-225.641319,0.099565,82.973088,4700.201447
16.11.2022/15:00,29.45,-212.629395,0.024929,118.093142,4776.015425
16.11.2022/16:00,42.97,-249.604237,0.024642,104.219991,4927.39825
16.11.2022/17:00,49.95,-227.766034,0.023293,98.476094,4911.196321
16.11.2022/18:00,40.03,-205.695142,0.027147,76.501445,4810.718886
16.11.2022/19:00,24.96,-218.980164,0.023996,81.144095,4767.097653
16.11.2022/20:00,25.45,-226.126946,0.025067,82.726044,4685.083435
16.11.2022/21:00,24.29,-202.493875,0.0211,78.167145,4542.368578
16.11.2022/22:00,23.58,-182.751664,0.025989,92.501045,4320.12995
16.11.2022/23:00,31.5,-196.859027,0.033146,83.978093,4092.482797
17.11.2022/00:00,39.5,-45.235234,0.030152,91.442092,3872.24146
17.11.2022/01:00,23.92,-40.469182,0.030182,100.223295,3755.072644
17.11.2022/02:00,33.0,-71.448841,0.029619,98.759445,3723.753174
17.11.2022/03:00,33.0,-82.879351,0.036233,88.630145,3724.102102
17.11.2022/04:00,33.0,-62.171091,0.037341,79.768195,3741.996507
17.11.2022/05:00,17.64,-98.744142,0.033759,72.709193,3873.273051
17.11.2022/06:00,42.26,-95.796039,0.026257,96.673235,4383.2196
17.11.2022/07:00,80.0,-92.192456,0.021477,87.987488,4955.951263
17.11.2022/08:00,90.0,-109.158361,0.026046,83.400339,5095.131574
17.11.2022/09:00,80.0,-110.428139,0.054625,80.19829,5084.663676
17.11.2022/10:00,80.0,-146.310451,0.15811,71.653139,5074.917459
17.11.2022/11:00,59.41,-174.869767,0.392698,69.164239,5078.208295
17.11.2022/12:00,57.32,-180.43244,0.52108,62.969141,5060.179485
17.11.2022/13:00,57.61,-132.803784,0.331185,74.88964,5021.766235
17.11.2022/14:00,57.94,-147.785696,0.101782,83.755142,5034.053557
17.11.2022/15:00,61.86,-153.201713,0.021474,94.849291,5130.773612
17.11.2022/16:00,64.07,-173.803252,0.017586,102.753192,5264.391498
17.11.2022/17:00,74.78,-196.160932,0.02141,102.147242,5231.974653
17.11.2022/18:00,60.56,-172.486972,0.023723,102.998404,5133.36247
17.11.2022/19:00,59.0,-161.986868,0.021703,117.910646,5048.451136
17.11.2022/20:00,55.0,-189.846732,0.02185,140.783197,4982.850717
17.11.2022/21:00,55.0,-165.527701,0.020505,132.701416,4840.205223
17.11.2022/22:00,49.0,-202.294518,0.021732,126.137194,4643.707365
17.11.2022/23:00,44.37,-176.362247,0.026657,123.55336,4375.384012
18.11.2022/00:00,80.97,-112.60365,0.027312,112.222647,4128.751452
18.11.2022/01:00,74.94,-110.395985,0.027817,121.679332,3983.139294
18.11.2022/02:00,71.56,-134.834171,0.028676,98.085432,3898.803801
18.11.2022/03:00,69.75,-160.991637,0.033214,101.392418,3860.867623
18.11.2022/04:00,79.22,-91.370468,0.037639,114.8514,3868.445775
18.11.2022/05:00,85.34,-113.493796,0.033428,106.8917,4016.008439
18.11.2022/06:00,123.5,-168.423417,0.025527,82.543514,4502.963599
18.11.2022/07:00,150.0,-298.330713,0.02354,59.027292,5084.024125
18.11.2022/08:00,155.0,-298.6303,0.029184,44.614411,5246.278436
18.11.2022/09:00,130.98,-337.984047,0.057346,49.668433,5293.451405
18.11.2022/10:00,119.28,-340.153507,0.124589,54.56154,5282.414387
18.11.2022/11:00,110.42,-324.98854,0.190872,46.009191,5255.811941
18.11.2022/12:00,107.68,-334.572676,0.163167,41.33714,5197.630494
18.11.2022/13:00,106.06,-387.413293,0.095382,30.908,5164.359567
18.11.2022/14:00,107.65,-382.845387,0.042982,31.04349,5159.918149
18.11.2022/15:00,117.44,-365.39024,0.019666,45.243243,5194.299287
18.11.2022/16:00,132.84,-309.624025,0.015456,50.329292,5233.075172
18.11.2022/17:00,147.59,-229.296147,0.019115,58.981352,5173.052362
18.11.2022/18:00,153.32,-248.703972,0.021529,64.669295,5087.786665
18.11.2022/19:00,119.98,-278.520597,0.019976,55.967646,4967.942624
18.11.2022/20:00,120.0,-250.281839,0.019209,59.635324,4817.461998
18.11.2022/21:00,120.0,-223.406983,0.019673,62.105481,4638.783599
18.11.2022/22:00,155.0,-203.045871,0.019369,55.899345,4424.980896
18.11.2022/23:00,180.0,-311.407467,0.021929,42.088546,4278.594572
19.11.2022/00:00,188.21,-219.602191,0.026364,59.583762,4120.87603
19.11.2022/01:00,181.27,-240.839195,0.028684,68.531296,4015.81132
19.11.2022/02:00,171.66,-289.762824,0.031175,85.342568,3928.635329
19.11.2022/03:00,128.0,-237.171981,0.033304,111.226452,3879.317809
19.11.2022/04:00,125.0,-257.698247,0.031521,130.535076,3886.593017
19.11.2022/05:00,165.0,-382.243289,0.031015,135.686452,3939.965995
19.11.2022/06:00,165.0,-294.863361,0.026209,152.537625,4094.516973
19.11.2022/07:00,173.42,-261.399531,0.022753,166.956649,4277.528275
19.11.2022/08:00,187.5,-296.624038,0.029955,167.215975,4517.257078
19.11.2022/09:00,190.0,-293.617226,0.068576,167.948495,4676.442864
19.11.2022/10:00,336.09,-308.685713,0.400022,156.188771,4835.461556
19.11.2022/11:00,336.09,-263.873055,1.378401,144.716797,4774.729651
19.11.2022/12:00,211.5,-228.431686,2.254484,145.924594,4728.355685
19.11.2022/13:00,210.0,-195.856797,1.696344,159.919444,4662.633164
19.11.2022/14:00,209.5,-213.615961,0.497589,179.542699,4670.991853
19.11.2022/15:00,210.5,-269.531516,0.040881,204.025798,4771.02628
19.11.2022/16:00,210.0,-257.495749,0.027349,197.978601,4950.104721
19.11.2022/17:00,210.0,-258.091544,0.029393,185.282752,5009.427414
19.11.2022/18:00,211.5,-218.528072,0.028013,180.119075,4977.571073
19.11.2022/19:00,210.5,-181.615266,0.026557,190.567775,4869.920615
19.11.2022/20:00,210.0,-172.502194,0.026569,195.508679,4736.275028
19.11.2022/21:00,188.5,-174.355661,0.027154,203.340004,4601.415056
19.11.2022/22:00,200.0,-200.175372,0.030219,153.147782,4493.53061
19.11.2022/23:00,200.0,-224.605962,0.029242,130.689879,4364.145398
20.11.2022/00:00,196.0,-280.604744,0.027351,121.694281,4221.259404
20.11.2022/01:00,157.13,-243.469977,0.029065,120.797654,4122.811375
20.11.2022/02:00,149.24,-323.210905,0.026945,97.743829,4130.705474
20.11.2022/03:00,142.59,-330.382244,0.035062,74.341179,4117.879404
20.11.2022/04:00,139.77,-270.026282,0.035953,75.224734,4096.323423
20.11.2022/05:00,139.8,-278.617219,0.038173,91.298795,4139.168912
20.11.2022/06:00,139.75,-293.713878,0.026107,89.241076,4228.386542
20.11.2022/07:00,140.98,-290.893911,0.028051,87.137872,4319.545801
20.11.2022/08:00,139.01,-289.984077,0.026588,73.140651,4429.36858
20.11.2022/09:00,139.4,-239.092266,0.040693,100.94107,4626.327447
20.11.2022/10:00,183.0,-249.510846,0.062582,97.50687,4785.62818
20.11.2022/11:00,187.0,-298.17429,0.117693,99.520695,4878.290921
20.11.2022/12:00,187.0,-343.624043,0.246377,100.901118,4908.396912
20.11.2022/13:00,155.14,-415.892201,0.10853,113.579898,4895.493867
20.11.2022/14:00,155.13,-377.893245,0.04979,124.121769,4859.472183
20.11.2022/15:00,161.13,-389.520535,0.033008,145.88992,4930.449637
20.11.2022/16:00,167.62,-322.200631,0.031341,179.442999,5053.26495
20.11.2022/17:00,173.75,-283.765261,0.032384,230.891826,5052.632924
20.11.2022/18:00,199.0,-261.648656,0.027459,247.049878,4985.955313
20.11.2022/19:00,196.0,-242.881884,0.024872,263.849238,4933.051441
20.11.2022/20:00,141.16,-272.170921,0.025738,281.562849,4883.097161
20.11.2022/21:00,187.0,-292.162619,0.021694,283.352735,4778.219959
20.11.2022/22:00,199.0,-281.731417,0.023311,275.273375,4662.13873
20.11.2022/23:00,199.0,-309.824726,0.029485,268.903977,4498.087022
21.11.2022/00:00,200.27,-192.962907,0.032086,288.78503,4390.085997
21.11.2022/01:00,200.27,-236.2204,0.034858,293.84728,4306.846412
21.11.2022/02:00,200.27,-239.929746,0.032845,287.068923,4241.443623
21.11.2022/03:00,192.0,-207.749812,0.039334,282.922827,4199.241581
21.11.2022/04:00,150.0,-204.740747,0.038077,268.815344,4224.434785
21.11.2022/05:00,155.03,-158.186577,0.034378,250.257737,4374.951818
21.11.2022/06:00,167.46,-177.380682,0.029716,248.190879,4787.590336
21.11.2022/07:00,208.97,-109.445461,0.025009,249.370251,5325.59868
21.11.2022/08:00,305.17,-190.597297,0.024081,276.495623,5512.838824
21.11.2022/09:00,301.0,-155.283422,0.028024,246.203828,5452.57515
21.11.2022/10:00,268.6,-66.623377,0.065506,279.900202,5405.889849
21.11.2022/11:00,185.5,-105.353676,0.346832,292.793782,5376.564237
21.11.2022/12:00,180.0,-149.868802,0.515723,274.808629,5346.011427
21.11.2022/13:00,210.66,-175.76187,0.226859,261.990999,5334.9591
21.11.2022/14:00,209.32,-105.408693,0.030997,257.359647,5329.705662
21.11.2022/15:00,207.33,-54.027898,0.017075,257.227526,5379.025064
21.11.2022/16:00,219.35,15.282409,0.017145,305.681751,5466.759472
21.11.2022/17:00,249.47,33.692521,0.015567,293.02304,5393.70304
21.11.2022/18:00,161.0,0.831888,0.021378,262.243553,5281.967752
21.11.2022/19:00,118.5,70.441135,0.020334,253.798678,5166.186226
21.11.2022/20:00,107.55,26.831924,0.029367,251.901757,5094.827751
21.11.2022/21:00,107.55,16.566933,0.02614,262.803884,4994.149798
21.11.2022/22:00,108.0,-22.582464,0.020191,245.323548,4890.145128
21.11.2022/23:00,146.15,-43.430124,0.021998,202.582691,4645.107785
22.11.2022/00:00,140.0,-57.431093,0.066179,178.905034,4439.138034
22.11.2022/01:00,140.0,-52.364587,0.041939,157.095509,4333.210162
22.11.2022/02:00,120.0,-105.391262,0.042376,155.030685,4299.361236
22.11.2022/03:00,141.5,-152.819119,0.046439,161.683887,4312.44566
22.11.2022/04:00,130.17,-84.197099,0.056783,150.232616,4298.951816
22.11.2022/05:00,80.0,-1.218584,0.0526,156.04669,4378.750295
22.11.2022/06:00,103.0,-23.681001,0.03699,168.59036,4867.055808
22.11.2022/07:00,179.66,-65.348415,0.030967,154.639969,5310.794275
22.11.2022/08:00,168.06,-5.763716,0.031471,135.308503,5376.588508
22.11.2022/09:00,225.0,10.959929,0.033804,153.929521,5341.335232
22.11.2022/10:00,249.64,-10.35269,0.03887,138.5406,5323.528713
22.11.2022/11:00,295.79,-15.416249,0.039525,129.438098,5277.406391
22.11.2022/12:00,295.79,-42.104077,0.044338,109.828496,5235.678851
22.11.2022/13:00,260.0,-42.822568,0.038183,111.063396,5220.168791
22.11.2022/14:00,229.07,-57.100251,0.03006,106.149496,5243.093598
22.11.2022/15:00,320.0,-116.92457,0.022364,79.420746,5303.068541
22.11.2022/16:00,272.3,-113.502707,0.017841,94.073396,5439.477016
22.11.2022/17:00,250.0,-49.448749,0.015306,113.968537,5361.620663
22.11.2022/18:00,193.79,1.767721,0.017949,142.467426,5241.263927
22.11.2022/19:00,198.5,-24.719423,0.016903,153.380753,5136.242067
22.11.2022/20:00,219.0,-65.772746,0.017085,136.378399,5052.30463
22.11.2022/21:00,195.0,-104.884478,0.015223,124.5073,4997.056827
22.11.2022/22:00,178.0,-127.35395,0.015372,132.008303,4807.933031
22.11.2022/23:00,137.52,-74.186801,0.016659,166.733561,4542.021596
23.11.2022/00:00,127.45,-250.122826,0.020482,196.030708,4311.497964
23.11.2022/01:00,123.8,-206.466089,0.019367,199.562408,4151.206941
23.11.2022/02:00,160.0,-248.844221,0.01884,192.163407,4074.663177
23.11.2022/03:00,150.0,-206.298443,0.02679,186.827359,4041.08174
23.11.2022/04:00,166.0,-264.611082,0.025374,183.95541,4039.004276
23.11.2022/05:00,166.0,-265.052294,0.016722,181.723657,4180.248418
23.11.2022/06:00,220.0,-301.824114,0.011782,182.93725,4657.835286
23.11.2022/07:00,230.0,-264.068209,0.015195,192.864397,5197.516564
23.11.2022/08:00,217.57,-292.012725,0.019287,203.424346,5244.608677
23.11.2022/09:00,219.0,-307.922005,0.023955,231.793448,5202.661607
23.11.2022/10:00,220.0,-289.954945,0.036313,257.336808,5193.106158
23.11.2022/11:00,219.0,-272.188208,0.034404,262.009399,5166.111853
23.11.2022/12:00,201.06,-291.055623,0.043363,250.336302,5150.351261
23.11.2022/13:00,164.0,-287.756436,0.034043,242.140854,5139.693774
23.11.2022/14:00,180.0,-324.845479,0.026808,252.416304,5166.409706
23.11.2022/15:00,219.91,-337.50068,0.016842,233.9985,5249.14277
23.11.2022/16:00,220.0,-288.232158,0.016801,236.103551,5310.38736
23.11.2022/17:00,210.0,-248.9015,0.016988,229.381402,5216.744014
23.11.2022/18:00,164.92,-200.244432,0.017506,219.575358,5051.31197
23.11.2022/19:00,166.5,-157.466105,0.018106,206.084578,5000.68662
23.11.2022/20:00,139.97,-267.70974,0.019718,190.879413,4963.20538
23.11.2022/21:00,155.5,-287.555194,0.016299,202.154765,4871.23582
23.11.2022/22:00,155.5,-277.589063,0.015709,199.674463,4660.323258
23.11.2022/23:00,148.0,-249.244972,0.018502,181.660364,4420.935355
24.11.2022/00:00,144.59,-67.055379,0.017678,195.926362,4173.922168
24.11.2022/01:00,81.9,-16.886119,0.020299,212.409411,4029.94916
24.11.2022/02:00,81.9,-48.239177,0.020758,211.218726,3974.545218
24.11.2022/03:00,79.5,-61.791724,0.021154,183.98746,3938.861967
24.11.2022/04:00,81.9,-99.174593,0.023546,177.506311,3931.186025
24.11.2022/05:00,104.0,-50.645815,0.02372,172.749309,4052.337331
24.11.2022/06:00,119.0,-108.651361,0.019036,165.608204,4507.512257
24.11.2022/07:00,160.67,-193.453968,0.021509,166.240406,5058.477822
24.11.2022/08:00,176.16,-155.074705,0.023147,173.299673,5195.810121
24.11.2022/09:00,160.0,-176.096859,0.025539,137.934256,5171.39431
24.11.2022/10:00,212.23,-223.111438,0.030821,124.260453,5165.295316
24.11.2022/11:00,212.23,-196.234924,0.038202,117.048153,5135.678363
24.11.2022/12:00,210.0,-159.251497,0.034688,115.848251,5114.19971
24.11.2022/13:00,173.04,-172.44481,0.026132,96.0065,5087.898731
24.11.2022/14:00,177.09,-196.958042,0.023006,84.71875,5099.447067
24.11.2022/15:00,179.78,-192.053832,0.020541,79.711602,5167.988625
24.11.2022/16:00,180.08,-162.670628,0.017255,68.631552,5229.797966
24.11.2022/17:00,187.04,-114.892326,0.017692,80.065001,5152.60434
24.11.2022/18:00,192.44,-76.934117,0.022931,75.493702,5020.967188
