Imbalance
-18.177013
-59.943565
-75.072958
-63.208075
-20.137965
2.829898
27.044565
81.336011
64.83579
134.624681
107.983001
62.791115
102.160266
142.797803
60.464067
10.729099
46.118898
59.415635
128.22637
182.781105
95.138804
82.818672
76.390662
83.003049
-101.891323
-80.343759
-68.346416
-67.274526
-27.745108
-16.066986
46.226143
26.064615
49.980034
71.068379
114.169444
73.99049
8.225467
-5.082276
10.797508
27.470744
55.462507
121.353455
194.32949
286.582086
248.30152
225.097415
212.571379
366.047252
307.46564
396.799794
379.563156
392.964655
375.181906
242.502894
224.282791
216.82526
115.45191
98.236086
27.856121
-108.527825
-231.156855
-175.767481
-104.044441
6.433123
5.297946
-13.25876
37.988087
163.389234
154.46564
121.688243
29.670424
-16.908358
48.104942
40.108932
-2.055726
-50.716507
-59.561379
-51.516506
-59.607018
-115.046916
-133.357252
-166.524999
-124.21194
-78.091687
29.198847
-43.167498
-57.169633
-73.443985
-100.878044
-52.341713
-48.487154
-74.739954
-120.446379
-111.605191
-133.038973
-110.036942
-25.303478
-31.886459
-26.974038
-30.159232
6.250438
-30.929685
-25.437015
12.498644
110.571546
134.553115
151.410705
163.408832
213.894005
312.898065
351.894374
258.753846
172.253866
180.408908
156.475326
178.908416
139.640521
118.04546
98.129811
105.675799
242.00817
222.265155
258.159471
252.159689
192.714071
164.685346
122.160182
-5.371823
99.273124
56.360919
48.622913
26.213645
164.545859
312.492091
330.1809
309.608508
256.526406
218.729606
282.639329
252.397867
213.053208
224.957936
202.149517
173.532988
2.058917
-40.007927
-69.464878
-54.610559
-11.089334
-3.787487
-42.523426
-63.075549
-40.327128
-14.881338
-24.486071
-59.726728
-36.371295
-48.210435
-28.677328
54.134396
23.695317
42.149218
57.333075
122.869111
-0.599751
11.168981
-20.085317
-94.301206
-67.345792
-13.551646
7.336593
-43.638514
27.298157
37.161571
69.296786
79.154201
36.9161
2.481413
-85.297319
-82.754871
-51.044141
-33.512609
0.305717
21.074672
34.992656
22.965086
32.306949
131.018813
158.262368
152.444552
191.989434
211.028632
70.32961
53.393956
67.277009
47.399973
44.403411
57.057975
98.941625
117.265735
115.93127
113.919916
119.519103
126.506793
125.178466
147.736081
150.20968
160.524002
145.501526
150.569652
156.747018
191.547239
110.254888
146.012411
253.935115
288.428083
278.381611
307.724416
336.199276
336.546688
328.578564
321.780071
278.117615
176.466059
181.976709
248.265951
313.056684
292.645788
234.183823
278.69206
300.118196
332.884282
283.646475
248.875506
276.117596
274.887764
245.908687
238.128448
271.154191
294.979343
3.14451
22.096314
-0.810562
4.354152
14.533794
37.708791
83.789203
114.353129
167.83963
