Solar,Wind,Consumption Total
28.976561,13.515517,2774.615682
29.854241,23.024467,2739.244149
29.166723,32.907369,2701.438587
26.733344,52.356182,2669.123421
21.715987,64.054283,2632.767021
14.737827,65.776165,2623.264986
7.337522,88.873362,2619.384271
2.676904,104.482412,2603.047128
0.611072,121.260567,2563.703769
0.09985,101.636825,2512.4456
0.058153,79.730921,2491.633386
0.056069,84.125117,2456.338692
0.054955,54.277118,2355.909082
0.056149,46.255659,2259.388301
0.05665,51.86042,2190.051637
0.055285,39.948012,2154.242894
0.062135,32.731005,2119.604874
0.41926,30.961804,2111.714688
2.061786,26.887506,2120.363252
5.39806,22.52741,2164.913491
12.526806,10.255066,2267.441489
19.732375,4.21072,2406.55537
26.29093,6.6646,2518.723014
31.139838,5.69245,2563.086389
34.185848,3.72745,2554.349427
34.439918,4.898333,2518.886882
32.823213,3.1234,2510.893058
28.421068,3.0072,2508.157967
21.738907,3.488185,2505.931679
15.671208,2.238119,2529.853909
8.605819,0.2162,2542.312459
3.248923,0.68915,2547.20099
0.832635,0.845309,2541.760001
0.129219,6.551613,2514.52256
0.061897,11.936579,2476.789999
0.056625,16.009715,2450.547466
0.05221,20.409877,2343.311731
0.049906,26.091921,2225.265518
0.053332,31.387952,2169.31907
0.05381,62.228173,2120.608241
0.055112,102.227404,2066.899462
0.338584,102.703472,2069.065139
1.923537,113.001219,2135.055311
5.707887,79.840066,2246.040689
11.641672,38.239705,2397.001508
18.77882,25.451517,2563.931465
25.029078,34.049423,2692.068612
28.870263,43.822389,2748.72031
31.159999,46.287459,2752.605437
31.012886,58.303299,2744.089488
28.825375,53.918146,2731.181202
24.806121,37.706142,2752.801378
19.358417,31.76309,2777.431098
13.641134,30.865048,2732.400221
7.458664,37.513955,2689.457852
3.001434,42.614017,2732.852192
0.874736,40.710057,2753.767955
0.129384,59.511155,2724.848652
0.063748,97.494175,2682.590038
0.059661,109.191581,2596.093839
0.049642,124.750718,2409.417988
0.051058,104.19482,2257.526808
0.050759,80.616874,2200.772661
0.05517,47.641904,2153.697565
0.060775,31.753031,2119.81053
0.223011,25.749852,2195.77427
1.027672,13.17595,2541.492296
2.491912,6.81755,2973.406643
5.630742,4.5074,3115.312934
9.929758,4.3634,3134.40909
10.867976,10.654247,3149.006871
9.111073,15.826362,3150.430893
9.550885,22.192358,3148.221128
12.084561,25.76331,3125.604687
11.487399,23.27131,3124.984826
9.379798,44.498311,3125.152287
6.718421,78.314296,3146.276973
3.826024,62.788337,3120.031661
2.239196,44.078231,3055.237728
0.838467,15.786224,3010.034451
0.210497,12.68037,2968.734782
0.061805,32.250621,2916.546717
0.055992,38.484811,2844.839622
0.055652,44.382014,2680.035976
0.0503,35.661017,2470.096497
0.050234,31.382001,2322.666471
0.052878,34.213975,2232.730501
0.053084,30.060955,2185.599331
0.054422,46.554132,2118.893191
0.078013,54.510061,2191.019134
0.292917,45.569408,2525.327052
0.931286,40.559378,2991.74554
2.446102,30.804253,3138.067927
5.500396,21.382218,3141.042402
8.399623,13.466264,3144.523147
8.822224,13.324103,3119.91428
9.313562,18.84142,3126.088221
10.131258,26.471971,3129.498331
14.265589,3.69,3122.966455
15.615882,1.552,3116.489614
10.626994,2.128,3111.643763
6.176247,13.89,3042.811587
3.400727,16.735,2982.85281
1.369368,24.873,2960.724885
0.463026,23.694,2928.819226
0.082162,24.397,2874.94668
0.05264,29.916,2835.533678
0.051911,24.615,2731.96516
0.057224,23.653418,2508.828504
0.056512,19.658961,2341.822155
0.056591,21.182972,2265.932516
0.056993,26.934965,2218.085857
0.058788,23.856959,2187.593713
0.106312,14.641961,2285.74222
0.428741,10.323964,2631.686229
1.168191,4.325963,3092.207635
2.20867,0.429961,3240.637764
4.452531,0.072975,3241.854136
6.46078,0.072968,3240.222401
9.715882,0.0,3211.872917
12.735813,0.966435,3217.981924
14.121091,2.778538,3193.895641
14.395843,3.222299,3179.374183
11.406841,5.618289,3173.180565
9.230423,12.308492,3180.794567
5.638265,19.042327,3139.980922
3.04924,27.814332,3081.703796
1.155136,26.757647,3040.675508
0.228777,33.181616,3010.821504
0.055067,25.748915,2934.162158
0.042663,27.632007,2869.239676
0.041693,29.310919,2742.11776
0.040367,29.170162,2533.798892
0.040316,19.399069,2394.244982
0.040955,14.760513,2308.826821
0.04026,18.142359,2259.646238
0.042131,18.509417,2198.617836
0.07103,19.507215,2258.497628
0.239788,12.523058,2587.412554
0.621336,6.523061,3025.035558
1.34659,1.86565,3188.342108
2.472097,3.724574,3181.85787
3.606198,16.388835,3182.1675
5.307241,28.103579,3157.380547
7.349627,43.494628,3144.252497
11.901881,66.627918,3107.681432
16.423158,76.964871,3087.666945
16.703668,87.050467,3046.072352
16.247816,102.000518,3016.396494
12.357043,108.078271,2987.229267
7.2263,109.978367,2942.074394
2.898722,116.531356,2891.009767
0.590151,153.628772,2824.408429
0.081894,158.596013,2745.031194
0.045992,171.533125,2696.191313
0.044404,149.49416,2621.530246
0.0441,142.838384,2489.494114
0.044801,136.166412,2329.665092
0.044494,167.688815,2234.198919
0.045938,159.455384,2177.946904
0.04749,159.360762,2097.184974
0.190797,170.168417,2078.542248
1.437313,129.732817,2127.964134
4.743043,90.996311,2243.527728
11.097077,81.807969,2435.134158
17.895766,68.868509,2631.897497
22.833894,75.425559,2773.153094
18.65229,96.189531,2812.877438
12.266364,137.882521,2822.452591
15.638615,161.168421,2825.386296
15.032091,152.275497,2819.602932
11.438572,176.083521,2837.515488
10.33177,156.232746,2825.853176
10.457509,154.448421,2800.58352
5.787325,177.45539,2803.552264
2.264945,171.331828,2727.897131
0.623394,135.965971,2683.090059
0.098646,143.038026,2612.214095
0.048461,186.761381,2582.123106
0.044387,197.959569,2546.804689
0.043943,183.519518,2433.077082
0.043009,173.492567,2327.269379
0.043707,181.23747,2251.888022
0.043027,181.32552,2184.084354
0.047017,182.01802,2118.219663
0.122509,178.09107,2099.687446
0.65846,153.295018,2134.661138
2.006082,155.458478,2208.05444
5.472296,160.128515,2330.184347
13.365092,166.687107,2485.332541
15.285508,186.875934,2632.630732
15.464089,165.564629,2690.289446
12.113747,139.717671,2784.015255
15.918095,153.332691,2791.099011
16.247301,149.194581,2795.900866
15.363764,126.561554,2796.293772
12.208585,132.401767,2803.384743
11.940758,145.84875,2799.388498
6.269753,116.555423,2814.842575
2.035389,114.192877,2805.004318
0.811115,126.618014,2794.555437
0.118315,133.126479,2775.265647
0.045067,115.045729,2732.385588
0.042464,101.924018,2667.206261
0.04528,70.34577,2496.246552
0.04412,76.464925,2348.616044
0.044161,62.540907,2284.368997
0.045199,60.664077,2248.713064
0.058635,41.621207,2221.590461
0.293127,28.381016,2333.244604
1.332529,14.632533,2697.736206
4.947217,8.75536,3113.176522
10.473782,3.778026,3210.775288
17.309336,4.991578,3197.028848
23.676736,7.455574,3186.665024
26.084821,8.784536,3170.148872
25.398943,20.486433,3161.419413
23.485328,35.259402,3169.161129
22.055802,28.036333,3183.021973
19.526377,46.563193,3198.952739
15.421543,58.591136,3202.040991
11.109941,64.633118,3147.763574
5.972718,91.19733,3086.333249
2.121074,44.020322,3061.57369
0.687027,56.212628,3041.091657
0.130525,54.725679,2988.807786
0.045058,75.035019,2896.639045
0.044319,93.310165,2760.352873
0.049938,95.647219,2563.010265
0.050206,83.291672,2418.022829
0.050983,69.79262,2336.863362
0.050542,52.630656,2281.50632
0.062299,36.033425,2246.500117
0.447357,32.09445,2339.884494
1.647025,22.2976,2688.917367
4.666268,4.6092,3068.818845
9.873138,0.40565,3184.21578
16.550202,0.159976,3152.402127
21.888156,0.173968,3104.031984
23.701933,0.584232,3072.814732
23.436995,3.017287,3073.644362
21.60643,6.050231,3104.893452
19.922362,9.435023,3116.436845
17.194352,14.124083,3115.026524
15.224681,13.773034,3128.175198
11.30874,30.371127,3069.606696
6.836725,34.69608,2982.967252
2.695256,31.623963,2925.226996
0.615476,25.076017,2906.684799
0.093966,50.421215,2872.125313
0.051515,77.530631,2826.458635
0.051692,97.861825,2682.690629
0.051898,104.506977,2489.53644
0.052271,109.899964,2341.029267
0.050031,90.978187,2246.584888
0.050405,77.878321,2189.652055
0.057234,64.06837,2127.088435
0.325628,62.975168,2213.454707
1.2416,39.867158,2558.049701
3.717005,19.088021,2964.023824
8.989321,5.994464,3084.494793
13.056628,0.14497,3077.836696
17.757647,0.0,3062.652168
23.806288,0.670998,3055.041886
24.712022,1.825992,3068.697225
20.636813,0.738188,3068.760063
15.967903,4.710993,3076.046826
13.532208,17.924145,3074.881392
10.635363,13.838994,3094.368342
5.236228,4.437997,3049.226981
2.278765,0.054,2971.747752
1.051205,7.811,2924.462315
0.345032,11.20525,2905.473764
0.086147,9.508368,2872.295928
0.047968,8.065632,2796.079841
0.048312,34.080876,2667.667227
0.042524,65.618925,2461.11158
0.042887,69.572979,2314.957018
0.042311,48.516964,2232.289236
0.042211,44.999067,2191.644667
0.044218,32.102325,2135.731741
0.120808,19.86527,2172.331505
0.626619,12.335002,2524.154571
1.590226,3.144964,2936.507367
5.281392,0.0,3094.086551
9.354942,0.0,3095.061692
15.668561,0.0,3067.413086
19.437361,0.007,3072.044944
20.313222,1.6894,3070.983532
20.496831,3.274996,3081.364733
22.213987,11.103239,3089.514387
21.930214,19.53308,3074.463494
17.375379,15.186038,3084.506952
11.399086,18.006026,3019.730626
5.718673,17.730027,2939.792239
2.46686,23.921236,2889.845555
0.638828,31.553076,2869.241344
0.157895,29.162176,2817.042679
0.044842,60.650561,2753.506457
0.043323,64.26372,2652.103953
0.044894,33.605574,2437.534608
0.047276,39.883615,2273.366672
0.045029,35.512876,2206.223032
0.044704,33.354105,2144.607449
0.059642,26.710109,2109.655564
0.404476,33.091311,2174.628852
1.738317,18.271002,2481.486602
4.775279,3.672961,2885.646891
10.198569,0.0,3023.599644
16.366061,0.0,3041.585558
20.412221,1.298145,3043.017019
20.387118,10.022264,3046.140124
17.36356,24.857224,3039.502094
12.761069,48.473073,2995.026075
12.566173,79.323167,2986.360832
4.861843,113.217254,2986.405482
2.761321,145.417353,2984.237608
1.309422,166.864387,2958.811663
0.339729,182.366571,2936.277969
0.089282,205.947058,2917.465968
0.059876,217.123239,2831.698187
0.04712,216.253089,2732.709552
0.045063,218.182526,2653.978564
0.045414,210.518409,2549.549992
0.048451,180.969232,2412.898802
0.045248,120.516179,2268.952014
0.044494,98.856974,2174.896042
0.044929,104.062108,2106.371621
0.052823,74.458121,2025.928423
0.310103,64.008103,2026.181753
1.944174,41.153218,2100.450882
6.19099,35.553001,2229.638894
12.807721,34.720515,2410.860152
20.031839,61.992355,2621.965882
27.369599,93.363485,2741.527316
33.139323,117.138478,2753.065164
36.00982,114.831482,2735.336128
37.084022,113.462343,2714.924574
33.817392,141.153384,2666.007929
29.195464,159.382334,2621.282497
21.750131,155.873286,2611.093983
15.560886,174.478339,2622.65303
9.178244,158.084276,2614.814696
4.423454,115.212326,2589.670812
1.694902,90.794378,2528.965636
0.255633,118.115684,2476.553814
0.049084,106.834077,2427.258466
0.043943,85.937312,2392.810057
0.046548,53.281871,2308.85735
0.044972,47.91,2214.659694
0.045403,32.748979,2163.455368
0.04669,27.729158,2112.129355
0.066241,27.358111,2077.032855
0.606847,13.52816,2068.011961
2.847097,7.825953,2080.645584
7.551261,1.428419,2143.186952
14.746786,3.49005,2266.304442
22.622029,4.48155,2420.671407
27.097027,9.008488,2535.830183
32.560912,13.39443,2594.378879
35.540693,13.918391,2605.860468
33.802382,12.792343,2585.945174
27.740684,12.895294,2569.615969
19.46467,17.437279,2579.159745
12.582086,22.757135,2615.47109
9.18252,21.812245,2644.059581
5.805173,34.311147,2683.591395
2.936717,58.18734,2687.444699
0.73847,99.886657,2689.602987
0.117745,85.308839,2664.372144
0.043829,99.798927,2638.248901
0.041486,92.558975,2554.883576
0.043713,71.391942,2397.728361
0.044319,80.320129,2276.150935
0.043613,54.27067,2209.902554
0.043523,38.053572,2172.38195
0.052119,47.616025,2145.053805
0.258761,44.550519,2230.99609
1.060604,23.669452,2553.816656
3.493916,5.336111,2935.489191
10.006954,3.0836,3081.397185
17.178355,0.083,3089.109045
23.618033,0.072983,3091.45344
27.053065,0.570321,3105.591278
29.146433,1.89835,3104.189318
29.788851,1.52525,3098.584503
29.66996,0.53805,3067.900234
26.750244,0.065,3059.047557
21.909774,0.007,3060.109796
15.998049,0.0,3001.631612
9.578154,2.393009,2928.376974
4.089646,13.713013,2878.121905
1.142976,38.693955,2824.92297
0.153509,64.691155,2773.296368
0.045864,119.236285,2708.682796
0.044254,172.69863,2586.072734
9.805027,175.948723,2394.325557
9.006789,153.424775,2249.088608
9.006355,111.087926,2171.719373
9.008134,64.003068,2108.113195
9.023576,48.821218,2060.05435
9.420782,50.827107,2128.031342
10.817082,47.095918,2428.201749
13.533095,17.886558,2800.96627
17.023849,13.273955,2925.770899
20.471719,20.802984,2940.008333
23.877317,22.225218,2955.252635
21.585406,21.380027,2974.699693
19.752479,19.137185,2986.826531
18.703333,17.384975,2970.69144
17.297312,18.955324,2969.210754
18.338145,21.830068,2961.576268
17.967873,25.200185,3018.262658
16.282726,23.190136,3000.390604
11.743218,25.225117,2934.853141
9.576685,25.65518,2894.886637
9.183275,30.054376,2843.889204
9.033005,60.451424,2774.378265
9.006947,64.553363,2682.779376
9.005526,84.962623,2578.07267
9.013238,104.501628,2365.125487
9.011361,95.919883,2194.288653
9.012764,92.36693,2099.486271
9.011388,72.718911,2034.285544
9.012775,61.977128,1985.40996
9.161214,57.89821,2049.61773
10.120722,28.006961,2363.909143
12.470312,7.429973,2758.619049
16.082369,1.560573,2917.984007
21.575061,0.3898,2948.214952
24.236137,4.422783,2966.862679
23.564964,9.175981,2980.360332
22.567415,18.706676,3003.851099
24.965708,27.696324,2994.406247
27.543181,36.80716,2985.205085
25.661903,60.314135,2980.136405
22.700788,80.564176,2992.894739
18.03524,106.20508,2951.145581
13.763084,147.002122,2878.38814
10.736863,173.573172,2820.197909
9.303703,159.894268,2779.738084
9.036368,188.894661,2754.031322
9.011145,185.668818,2693.25777
9.010297,188.350974,2569.731055
0.04626,164.055871,2372.933843
0.04477,151.073964,2225.876303
0.045243,164.692975,2139.265141
0.045651,168.80391,2101.070735
0.048158,183.141074,2041.540287
0.146552,209.03406,2088.038715
1.032272,173.513273,2388.738165
3.299546,152.761048,2754.874371
8.801237,105.638719,2913.428065
15.795728,70.129432,2963.815794
20.92099,77.629318,3004.481077
25.840596,76.922248,3010.812915
28.114076,74.742148,3022.038797
27.675219,100.923005,3025.213441
25.850103,128.390974,3020.689947
23.159609,141.61998,2995.857378
17.642507,146.710033,2993.728067
10.006034,165.166985,2964.042512
7.103411,173.589985,2876.811303
3.209328,182.507074,2815.313244
0.793431,184.889213,2750.898595
0.112899,180.70321,2705.411112
0.047552,181.714591,2652.607377
0.045688,159.908618,2574.505392
0.032743,123.389702,2395.785498
0.032728,94.28871,2247.544489
0.03252,59.709813,2154.157554
0.033054,49.324821,2103.752668
0.036091,48.877813,2050.071467
0.154753,25.106854,2101.008207
0.80577,11.803861,2387.014494
2.509248,4.229714,2722.98243
6.072854,1.662559,2917.101885
13.310112,1.42465,2970.938761
21.024461,1.0604,3017.574367
26.813823,2.046207,3041.086994
29.988423,1.629,3038.533359
31.096802,3.237936,2988.318153
30.03206,8.439863,2953.341661
26.900634,12.001879,2920.052597
22.467476,15.636854,2891.78615
16.168449,17.032802,2844.266656
9.659591,17.258822,2773.498117
4.284578,18.793889,2712.705946
1.204134,21.754923,2634.120481
0.174315,44.964089,2550.141601
0.039869,93.532971,2478.244538
0.038117,111.839116,2423.411943
0.033037,98.622021,2298.322324
0.033873,114.958127,2177.708549
0.034304,80.126106,2073.176308
0.037607,69.994165,1995.590314
0.048901,40.78126,1909.179919
0.452047,30.164308,1899.721367
2.525439,31.414115,1949.199842
6.190905,20.081025,2078.140624
11.542026,16.240972,2277.11058
16.581659,20.560986,2470.869643
19.544045,57.977819,2606.924547
22.090708,68.600896,2610.761716
21.643023,55.251954,2616.668764
22.525285,72.321918,2592.677256
21.064796,74.764919,2580.182925
15.768409,59.488517,2563.815103
12.989585,61.112611,2567.137234
8.691038,64.900567,2572.972714
5.841146,42.966606,2540.429236
3.346492,62.461529,2492.873479
0.664675,54.199616,2437.316088
0.101016,44.318543,2367.24369
0.035853,43.251581,2328.560169
0.034324,42.073668,2292.868721
0.041788,45.780665,2197.624489
0.039916,39.450708,2095.668275
0.039787,31.80871,2011.172978
0.03982,15.17485,1946.398784
0.042154,14.951654,1870.996596
0.123544,11.14565,1815.708152
0.73813,17.912949,1825.545784
2.216533,19.915959,1897.183938
4.741246,15.713518,2022.662812
7.314293,12.832684,2212.2408
8.087719,34.813701,2357.433266
9.255258,43.173693,2449.511824
6.186557,29.350655,2514.083992
6.229509,72.25875,2545.8708
6.997754,74.949802,2541.315873
5.561883,73.659825,2548.864339
3.594609,58.405725,2571.236922
1.653975,34.424673,2610.552137
0.879854,17.75878,2637.381873
0.508314,22.601823,2555.700347
0.333632,82.712115,2494.220241
0.063724,79.362244,2447.88001
0.040378,130.589967,2413.821481
0.03945,111.35707,2352.5903
0.041348,94.119258,2187.414383
0.041588,58.462108,2051.924038
0.041107,69.952961,2021.480309
0.041545,54.573314,1989.802134
0.051521,31.530259,1949.917041
0.157819,16.865057,2035.420529
0.667751,12.960853,2329.094596
1.606023,6.267867,2710.276777
2.902141,4.8457,2911.820298
4.303289,6.635737,2967.8273
6.132579,8.815003,3013.755373
5.42806,23.04068,3041.040879
4.765237,41.056712,3075.964338
3.769942,50.262722,3064.484914
4.117615,47.679861,3040.907808
5.790931,58.745725,3034.558049
3.85418,29.009781,3047.211451
1.450631,62.909873,3036.872969
1.695857,111.4098,2969.863747
0.934186,120.271677,2901.178376
0.187773,88.756064,2817.522108
0.047364,107.857008,2739.326322
0.042952,74.280975,2645.864267
0.04446,47.136977,2506.87276
0.040844,96.192962,2311.703233
0.040348,100.944966,2185.921633
0.04038,142.32096,2108.859221
0.04134,105.504955,2061.917294
0.040807,65.568944,2019.161034
0.050003,73.104963,2080.949793
0.123855,82.248945,2363.21655
0.420992,81.532957,2733.295206
0.78189,70.195944,2903.183525
0.636204,55.861976,2991.555489
0.791498,68.699969,3016.420984
4.231548,78.465833,3033.697991
10.960212,116.891609,3038.773669
18.056353,52.439771,3040.42728
20.952932,21.42456,3028.183067
20.41149,75.15136,3015.045491
18.54422,79.438163,3008.320061
14.335994,69.228063,2943.289085
8.791618,51.113016,2870.741511
3.928575,45.229068,2817.171772
1.104108,54.644083,2763.072637
0.198452,78.038168,2702.140654
0.087149,77.411518,2647.353389
0.081976,73.47367,2545.49066
0.09034,58.641765,2378.253956
0.095136,43.612664,2235.98594
0.098337,32.252974,2152.012391
0.096353,22.663958,2096.901634
0.110208,30.63806,2040.151866
0.378815,30.324767,2118.010448
1.456896,29.357848,2407.055584
3.740918,10.27875,2761.661173
7.828496,1.41035,2915.886092
13.453218,0.0,2955.733539
20.585054,0.225995,2972.994228
26.614954,0.073012,2984.655298
30.06721,0.217007,3004.862308
31.029858,0.193,2983.463539
30.201562,0.458,2974.507685
27.581975,5.534,2963.157477
23.388815,9.626,2964.614309
17.224323,5.8977,2913.07753
10.314447,4.888787,2843.511689
4.53413,4.42465,2785.31188
1.388268,6.2338,2726.549138
0.214273,2.97185,2703.189332
0.056912,4.08685,2657.275213
0.056376,3.52105,2582.584998
0.067705,0.735,2387.523966
0.069198,0.182,2228.715243
0.065112,1.29715,2155.812287
0.066949,3.65135,2100.272348
0.077973,2.948953,2053.267241
0.400468,5.752964,2109.085792
1.890234,8.915156,2378.568325
5.022633,6.420966,2702.363887
10.599253,0.66198,2884.10758
17.28328,0.144989,2954.520979
23.066272,0.243016,3001.682978
27.420874,0.0677,3028.022546
29.700141,1.01875,3044.86093
29.736886,6.924726,3038.381862
27.911628,9.907504,3023.257467
25.247711,13.601517,3012.312001
21.171765,12.562378,2995.989976
15.584206,12.257434,2946.552801
9.34264,14.968509,2891.632438
4.07247,22.529494,2820.185607
1.146866,22.525037,2769.714037
0.197384,36.316518,2698.374957
0.055139,39.06456,2642.657416
0.048018,33.637633,2542.651547
0.046803,32.717634,2363.904732
0.039366,47.217671,2213.975171
0.038952,44.746765,2115.465574
0.040008,49.047865,2046.928018
0.042728,59.134659,1967.896361
0.140123,50.844668,2022.556518
0.409177,55.182618,2308.117163
0.611608,51.312714,2660.467616
1.155024,56.723767,2852.96525
3.412524,106.322841,2947.723274
7.306061,91.472835,3008.641153
8.018593,67.618894,3040.229333
9.828608,37.819783,3041.962773
13.026076,37.317294,3000.606784
14.992522,37.387085,2965.991275
14.606248,26.037985,2933.047922
13.164407,18.392088,2908.999517
9.957779,13.736109,2852.661026
6.663275,19.22218,2774.614117
3.062952,27.24422,2702.350121
0.881721,27.22309,2604.800943
0.104416,46.01013,2503.150299
0.0421,67.701232,2434.7635
0.039376,92.43211,2379.917532
0.035607,76.211365,2267.459654
0.035809,76.802214,2128.892036
0.03519,62.248659,2028.386375
0.035006,60.699653,1975.160708
0.036636,46.277603,1924.063239
0.057917,75.904011,1921.507933
0.154331,97.515068,1964.737747
0.77288,101.935105,2064.875854
2.603726,117.40205,2215.848566
6.318659,150.858047,2395.701953
7.139847,152.584047,2539.486147
9.49342,161.216641,2595.027239
19.090307,196.069649,2613.111209
26.582017,200.292716,2589.149504
25.834838,177.173364,2563.428388
25.134405,187.112409,2527.073062
20.835897,223.510565,2524.742088
16.4148,218.210519,2537.509743
9.255442,198.492626,2519.832268
4.480136,187.085607,2471.088264
1.183746,195.37766,2422.209684
0.141971,189.491702,2374.320891
0.043487,215.787863,2327.47413
0.041133,226.631122,2302.563517
0.043685,212.865978,2207.901244
0.046409,180.950356,2110.535485
0.045379,186.708268,2037.245034
0.047106,199.637302,1978.636385
0.048768,202.683218,1908.912751
0.126627,200.553374,1886.883583
0.752081,192.1801,1910.272543
1.975089,195.165412,1971.8405
4.137558,214.992251,2076.321621
6.843313,215.567259,2211.619327
13.59945,231.068101,2345.146433
13.795776,206.721767,2443.936641
10.820097,188.867661,2488.867198
10.973792,197.107607,2525.370841
14.142105,192.820806,2522.156149
18.07615,188.791715,2510.792302
16.110092,170.216775,2514.318371
12.190925,145.976608,2509.392091
6.815173,158.616608,2505.850863
3.142212,122.88975,2511.005579
1.011812,126.227968,2497.208677
0.14539,146.065969,2472.432367
0.054078,135.256114,2440.806806
0.051488,156.204005,2396.35233
0.053745,132.723916,2253.390854
0.05445,108.493219,2133.119784
0.052613,65.714152,2068.899201
0.054525,39.14807,2023.000455
0.059117,28.785951,1983.904751
0.162914,18.892868,2049.154667
0.539525,15.028101,2304.665365
1.377618,18.083854,2625.756528
3.670863,18.030712,2799.42536
9.624456,13.491513,2884.156687
15.485952,13.871,2954.267999
19.717619,41.26365,2948.434166
19.231302,50.891617,2967.967258
18.422043,63.966765,2967.641424
18.736076,100.237806,2935.974524
15.676224,130.318618,2897.503293
11.538362,149.362135,2882.893199
10.291696,152.889224,2833.998098
5.555676,133.18018,2771.248641
2.065965,164.793058,2747.304545
0.486996,143.615164,2705.739284
0.082484,140.616519,2644.98126
0.05551,171.894863,2589.011509
0.057599,137.847725,2479.016095
0.059483,143.48062,2299.514108
0.061232,133.332565,2184.468333
0.057499,106.761319,2127.329805
0.057482,102.402611,2086.753176
0.06829,93.145867,2064.517906
0.361415,84.520483,2136.533312
1.827467,55.406609,2376.728147
4.933747,34.713313,2673.093975
10.471278,26.717125,2834.212216
17.285285,21.624719,2897.316472
23.314469,18.460707,2911.610441
26.158991,24.492534,2928.022409
24.922731,41.487584,2941.559115
21.462039,53.024538,2951.518121
18.523883,59.346376,2942.408905
16.233373,75.953589,2919.821861
15.385089,92.205492,2902.589453
12.997827,94.96753,2848.661173
6.921107,43.475765,2806.657448
3.082923,69.260516,2746.463053
0.912392,67.117482,2697.501948
0.135004,54.704833,2650.754805
0.058388,47.938123,2585.449643
0.05859,72.217281,2502.748955
0.061528,95.062316,2341.68625
0.062246,117.475767,2239.506498
0.061209,121.504771,2176.52145
0.062739,84.131823,2130.37191
0.068863,94.768618,2089.282307
0.391644,109.64342,2123.03502
1.923208,65.703517,2358.365757
5.37969,30.813564,2623.334848
11.053846,5.323289,2778.075505
17.81621,4.302681,2868.589002
22.845143,20.586688,2900.197975
23.001813,25.926588,2909.718621
26.711712,47.898703,2918.401043
26.773991,91.627103,2910.525882
25.339185,110.550539,2891.029996
16.386634,104.886492,2879.611012
8.203868,80.994552,2889.788156
3.859986,113.490552,2853.847564
1.152457,98.922946,2806.339749
0.260578,114.211328,2801.299052
0.116354,148.303338,2766.330511
0.066642,140.347789,2683.454177
0.058175,129.727727,2618.705417
0.057483,110.875834,2507.309059
0.076602,83.719719,2356.273879
0.075391,44.443538,2232.301391
0.074379,29.995523,2165.507982
0.076598,33.091565,2125.629112
0.078013,83.899614,2065.944052
0.289101,126.811713,2108.045108
1.553968,131.011573,2339.096466
4.455172,107.551164,2637.669828
9.904912,103.980271,2819.286872
16.513218,114.773882,2908.28669
22.822723,105.858696,2929.392599
28.346423,90.298685,2922.392993
31.24403,65.020651,2915.682417
30.491286,70.448337,2901.116884
27.80143,66.015249,2889.089922
23.571023,60.141098,2857.467254
19.904144,38.004184,2848.070926
16.227337,22.663046,2793.987875
9.290941,28.637032,2739.815043
3.994927,12.6831,2711.3113
0.85641,7.087967,2661.673545
0.058829,6.310068,2602.412906
0.033089,32.73145,2547.306044
0.037076,53.244625,2442.059779
0.009852,77.476462,2281.859695
0.009693,68.241675,2163.798211
0.009694,60.579881,2086.652435
0.01186,73.82592,2053.110398
0.015178,101.014171,2007.324121
0.237023,92.705168,2055.262653
1.437542,79.411225,2268.039518
4.912545,40.809924,2519.892396
11.118516,23.8589,2709.855249
17.982624,12.3926,2808.565195
24.540082,17.53655,2860.327768
29.594256,11.44979,2865.717791
30.572201,12.785189,2850.536284
27.6182,13.885139,2823.148378
26.013639,20.453197,2807.824138
20.153936,25.224052,2765.637849
16.184113,37.544852,2733.562973
11.194913,81.148901,2661.900514
6.034156,107.806887,2613.150325
2.386353,122.818229,2581.231555
0.631758,92.886414,2500.908337
0.027271,88.318782,2426.303866
0.00306,123.306031,2388.580889
0.001725,93.172929,2326.866392
0.005732,91.041977,2205.452513
0.005081,96.507034,2086.329253
0.004619,142.618166,2004.793107
0.0059,160.889385,1967.675219
0.013026,148.03942,1906.724428
0.501255,146.748319,1889.622859
2.259679,151.797218,1934.399074
6.626764,120.438275,2023.408132
12.917597,109.142285,2166.712011
16.677928,110.218588,2343.183298
19.216567,140.516636,2456.376241
22.012511,124.990394,2480.980638
20.286583,140.581498,2487.803681
20.6144,168.783297,2474.858409
20.010344,134.993446,2482.232992
21.761775,90.342282,2483.495447
19.844433,111.588293,2460.043245
13.111746,143.148397,2466.214961
7.68438,139.797335,2456.760202
3.039598,86.821533,2423.015807
0.828901,54.644563,2369.660793
0.115077,138.632671,2312.978652
0.013376,201.997982,2283.175984
0.010891,228.44004,2259.046656
0.007221,182.03727,2171.723311
0.006286,193.857424,2090.872412
0.005907,222.019523,2036.574913
0.005715,208.447125,2002.325779
0.008911,228.959275,1939.046259
0.22756,229.090277,1913.858808
1.710662,225.488275,1927.65217
5.822043,214.664226,1979.131431
11.880793,234.810923,2090.780043
18.447085,215.781536,2227.55478
23.26958,216.870473,2321.458598
29.632379,201.124437,2365.232837
31.905258,194.38038,2385.994127
31.464745,199.789436,2372.182022
31.728858,163.245391,2361.94654
27.638135,138.304186,2357.039193
23.396739,114.925281,2368.339488
18.068598,94.017285,2391.537414
11.32443,87.973227,2397.504549
5.112458,78.301228,2392.462899
1.273899,73.719213,2376.919373
0.064057,83.389315,2373.045242
0.003971,103.916636,2368.910194
0.003169,114.236772,2327.031387
