Solar,Wind,Consumption Total
0.00644,155.324273,6217.179304
0.003325,140.469273,6159.309987
0.004182,115.078276,6076.84548
0.004101,93.39927,5866.717792
0.004575,60.93227,5649.520587
0.008091,43.412273,5472.922852
0.007179,39.109269,5310.088885
0.005354,38.131268,5167.484462
0.003094,25.469267,5069.673772
0.004992,22.520265,5030.210366
0.007902,22.992265,5000.77211
0.004595,20.833266,5035.49891
0.002886,20.689263,5164.146261
0.004423,17.60726,5305.102301
0.002689,14.899257,5522.439889
0.008175,5.808255,5743.267165
0.0051,3.054262,5938.188984
0.006216,1.247262,5977.576771
0.004108,0.062,5930.929092
0.004152,0.289266,5893.770553
0.004869,0.289266,5880.284285
0.00382,0.0,5953.887189
0.005042,0.145264,6064.616071
0.007937,0.505262,6095.265803
0.004621,1.153266,6028.438002
0.003621,4.105272,5851.128659
0.008228,3.638272,5643.717713
0.005181,1.89027,5475.125266
0.002706,1.981273,5285.791806
0.007564,2.780267,5149.616809
0.004836,5.310267,5006.416263
0.004456,6.193264,4894.28972
0.008013,8.795266,4778.481486
0.004405,7.559267,4726.225117
0.003475,10.231267,4714.568389
0.004233,15.577266,4732.309387
0.003301,16.531265,4808.121408
0.008833,18.740263,4923.546058
0.004329,24.516261,5100.546827
0.001881,29.039257,5274.805761
0.002458,24.644257,5434.243143
0.004513,20.555256,5521.536143
0.009329,21.161253,5556.096078
0.003922,24.299253,5558.209522
0.004548,22.263255,5596.505269
0.004648,34.414258,5676.057092
0.005362,34.245258,5676.60079
0.003567,29.486258,5652.197587
0.00527,25.801258,5591.843874
0.006054,28.915259,5495.059913
0.00902,35.23926,5543.429701
0.004616,44.25426,5426.682274
0.005195,45.98826,5270.519184
0.002625,47.106262,5054.385965
0.003526,48.147264,4858.010297
0.00451,48.701264,4705.698051
0.005337,48.436265,4623.47956
0.008005,43.456262,4596.580038
0.004389,34.906265,4651.700679
0.003241,19.61726,4830.902429
0.003611,14.906,5313.451627
0.00323,11.523,5774.866458
0.001254,10.521,5984.388691
0.007021,15.286271,5955.424058
0.001817,7.272272,5927.866563
0.002219,13.34827,5901.778576
0.005846,16.082266,5892.925949
0.005754,17.662269,5827.130937
0.005445,21.731272,5861.20063
0.003112,21.966269,6003.342566
0.008953,26.184268,6217.567485
0.003258,26.104269,6164.386899
0.00263,31.734275,6003.834034
0.003143,42.574279,5880.826605
0.00735,50.576275,5764.031118
0.004691,48.712274,5597.844285
0.004653,51.209275,5349.657395
0.004253,72.286277,5084.955322
0.00383,86.630274,4874.22235
0.007722,94.887277,4713.304677
0.003664,102.611279,4646.775363
0.003251,95.717271,4607.37548
0.004474,90.47727,4621.97871
0.004177,95.467266,4771.384072
0.001781,93.600264,5240.953287
0.00723,81.825259,5753.475627
0.001952,90.506267,5941.895234
0.002953,83.508266,5904.157122
0.001844,93.11427,5873.342968
0.004667,95.800274,5850.683271
0.005244,98.322275,5855.909908
0.003001,97.062271,5845.400534
0.005225,102.47527,5808.963211
0.00598,107.714274,5826.390286
0.004648,69.368265,5898.06993
0.007544,41.811263,5818.16625
0.003951,34.330263,5695.162086
0.005155,45.638266,5543.852156
0.00282,30.313261,5471.762533
0.003695,22.708259,5325.727712
0.008077,10.548258,5103.505594
0.003212,14.84226,4882.862573
0.003371,26.307258,4678.479864
0.004059,54.012266,4582.971163
0.004336,62.541283,4525.424573
0.007205,84.086274,4482.295396
0.003869,107.610273,4521.583882
0.004145,121.903276,4675.865112
0.002862,140.385269,5173.017126
0.002206,156.17627,5725.231282
0.005764,165.509271,5940.2428
0.002529,172.73827,5868.616524
0.007247,183.193268,5812.538049
0.127674,188.525271,5749.797616
0.112908,185.390269,5673.996616
0.098807,188.167282,5569.140646
0.034972,194.795284,5547.937103
0.002831,203.928269,5614.202427
0.003115,202.248284,5771.60031
0.006732,202.635269,5705.574029
0.002166,202.303277,5586.765085
0.003191,203.46029,5514.532106
0.003863,203.77427,5388.868484
0.001143,204.496273,5245.988997
0.001335,205.310273,5015.390495
0.001552,199.716259,4767.726768
0.001531,202.049281,4523.997762
0.005437,205.515268,4367.378332
0.001757,202.81927,4277.165673
0.002439,203.29427,4250.763441
0.002672,202.675284,4269.918305
0.001442,198.772263,4426.201185
0.001815,207.071269,4858.309302
0.005726,204.040251,5421.56316
0.00192,193.282276,5623.489316
0.002251,201.649253,5593.814477
0.020925,204.471271,5510.441928
0.107999,199.79424,5381.998319
0.221606,208.236021,5275.104786
0.201223,200.536031,5214.408114
0.055701,208.327021,5190.228072
0.008231,210.846031,5241.090154
0.006276,210.839014,5382.551127
0.008497,210.549013,5362.305816
0.007043,210.061013,5256.302981
0.008195,209.556998,5070.481206
0.010502,211.328018,4906.424135
0.008725,210.346021,4719.917184
0.007045,209.56802,4541.249362
0.009688,207.404004,4313.321164
0.008013,209.035006,4068.552485
0.007658,206.179074,3944.979907
0.007182,195.265275,3914.788363
0.013147,188.509274,3943.172214
0.00783,189.116272,3997.819745
0.008338,186.36827,4155.077059
0.006619,186.45826,4690.101883
0.006894,194.128253,5251.1197
0.007746,209.372259,5494.238517
0.033379,201.923258,5475.844941
0.399626,196.941259,5423.927792
1.012665,203.36226,5341.501222
1.318052,203.032262,5262.150185
1.060728,203.285263,5165.23483
0.41614,205.168266,5148.486085
0.015733,168.976266,5250.77666
0.005788,178.184264,5459.36211
0.004615,175.247262,5507.810322
0.009005,147.690259,5451.632162
0.007926,167.129261,5357.717236
0.00699,187.479265,5206.426995
0.007166,163.113261,5043.10444
0.005492,148.426257,4885.865963
0.009063,160.808258,4766.424378
0.005904,140.136265,4611.252017
0.006047,95.919259,4518.672586
0.004197,81.46226,4449.46917
0.005551,44.987258,4396.497204
0.005876,28.119261,4379.674692
0.008898,17.05426,4435.188419
0.004811,40.834255,4584.175293
0.004039,42.390255,4743.608994
0.004596,14.513255,4940.409688
0.003673,40.737261,5122.038361
0.016122,57.305265,5272.873799
0.028155,95.507264,5319.38041
0.05339,102.004015,5364.521677
0.028506,115.701812,5360.486452
0.009615,98.795867,5316.028613
0.00434,121.781018,5296.432054
0.003089,137.092119,5450.963361
0.003724,132.181119,5574.860534
0.003459,123.710068,5593.149088
0.008489,109.574126,5440.389265
0.0061,116.090172,5267.871586
0.005382,140.436172,5120.097371
0.004826,149.194166,4994.888451
0.007722,127.251318,4887.597992
0.004769,146.946221,4784.80221
0.004034,161.803221,4704.231412
0.005265,183.894321,4637.231371
0.007988,206.101325,4593.059668
0.004272,198.634276,4593.094769
0.003975,201.980325,4607.511383
0.008466,201.924326,4680.750705
0.003877,210.244373,4755.471978
0.007182,210.532371,4893.224135
0.003015,213.494168,5058.389384
0.008833,208.076218,5225.775257
0.092428,185.71507,5289.537189
0.716892,155.108968,5227.201159
0.623799,160.829611,5089.088541
0.043239,169.771713,5082.964993
0.008676,146.355711,5193.268321
0.005061,178.79276,5339.206432
0.003531,206.845268,5290.307915
0.009804,205.232019,5295.235611
0.005902,204.428172,5226.294272
0.003772,209.202373,5119.031619
0.007471,208.240272,4952.44429
0.006342,207.559273,4775.231049
0.01076,206.572273,4656.719948
0.008447,206.701275,4493.548806
0.008325,207.182275,4436.896095
0.006997,207.187276,4412.335667
0.007161,207.972276,4416.391475
0.005991,205.270274,4526.515623
0.007821,206.354271,4737.109844
0.012799,207.066261,5256.608073
0.006909,200.789207,5849.61529
0.005559,198.555008,6036.500148
0.039904,202.070913,5985.996061
0.403177,194.751617,5844.141127
0.998507,188.388269,5709.501172
1.343497,170.827271,5607.289747
1.11481,152.779272,5487.276093
0.40288,139.774264,5461.498115
0.018275,140.724265,5592.782262
0.003672,155.219321,5802.973284
0.003171,147.971268,5839.822895
0.002215,86.076311,5801.324318
0.004266,68.836265,5771.359018
0.002556,65.865259,5718.043188
0.002543,59.857159,5578.932248
0.006899,42.733105,5384.805765
0.008337,53.372108,5145.081606
0.000989,76.328007,4948.941943
0.001126,89.88516,4845.867064
0.001828,113.419362,4790.940054
0.002013,122.649214,4785.901403
0.001514,144.162265,4855.628196
0.005342,172.896413,5052.634075
0.002353,183.204163,5532.081048
0.001656,178.065313,5896.849545
0.002383,169.355259,6102.9513
0.022508,149.143663,6062.419074
0.13272,155.400214,6055.630379
0.185373,139.506214,6105.042004
0.079107,173.756215,6085.765343
0.025319,181.801715,6084.276218
0.009069,206.004417,6039.339079
0.005809,206.189766,6093.100599
0.001366,209.570361,6189.422693
0.000683,209.412712,6117.410312
0.000787,197.748066,5974.808077
0.000132,184.687566,5839.448853
0.005353,204.986564,5709.800859
0.000744,190.443317,5542.34178
0.000504,204.155668,5278.400832
0.000509,201.85737,5003.419153
0.007169,206.972269,4740.342623
0.002966,207.92272,4573.843138
0.00311,204.611425,4479.145813
0.004691,192.086474,4422.509351
0.003701,210.208874,4393.304143
0.008119,213.548567,4529.497989
0.0044,210.730711,5025.585694
0.003968,209.745158,5530.961229
0.003481,213.235658,5721.78241
0.003735,214.939764,5663.044793
0.005394,215.226014,5566.23225
0.006939,212.409664,5492.143192
0.007534,213.619121,5447.051596
0.014031,213.328961,5402.9863
0.008422,201.199726,5372.990525
0.006145,190.752724,5423.802613
0.005786,209.778074,5565.279812
0.005153,203.547159,5645.955165
0.008591,207.561864,5640.606802
0.008631,209.344967,5579.10528
0.005342,202.394419,5470.384317
0.006174,204.338217,5380.50969
0.010143,176.820368,5451.28019
0.00453,133.134367,5116.640262
0.00458,138.367117,4933.643555
0.005171,191.186665,4811.66966
0.005358,205.352314,4744.276148
0.005036,210.267413,4694.09524
0.00675,208.261512,4735.296656
0.003556,209.76521,4890.228806
0.00428,210.420709,5373.614602
0.003936,209.085308,5978.068968
0.003182,209.686609,6232.198202
0.036783,205.52456,6206.834055
0.388289,202.496459,6136.872857
0.992312,204.09186,6031.919148
1.382125,205.776367,5918.406868
1.184237,200.419771,5825.048163
0.53741,199.984261,5813.129053
0.04235,202.384233,5897.220102
0.007698,206.623585,6095.0207
0.003558,205.008282,6114.579456
0.003781,204.135685,6030.995826
0.00293,201.493236,5949.935917
0.002357,192.504339,5859.030695
0.003767,194.970487,5699.672549
0.007843,208.226188,5497.712785
0.002994,208.866584,5305.241276
0.002878,207.408195,5103.695491
0.003711,208.706398,4972.088197
0.003153,187.164249,4889.801132
0.002523,132.065187,4868.673702
0.003069,123.567188,4923.439292
0.007653,135.207183,5096.794834
0.003919,95.629187,5576.107473
0.00289,91.755186,6059.836808
0.003013,118.826188,6288.069749
0.004659,138.060187,6228.333431
0.04672,161.47418,6209.104103
0.275128,161.333183,6094.102978
0.619431,178.617188,5879.97857
0.465479,133.775181,5761.340999
0.093368,91.88917,5734.017073
0.005386,68.056174,5790.917168
0.006946,69.334174,5911.692967
0.003207,46.055174,5900.501108
0.00291,18.792182,5788.938252
0.007371,16.934187,5583.261058
0.002957,11.300183,5388.387891
0.002658,12.786,5183.732087
0.003261,13.946,4993.385414
0.003725,15.476185,4851.119055
0.018844,20.235189,4684.97404
0.023249,39.539192,4558.972862
0.01946,52.058193,4484.718718
0.019051,44.345187,4441.015698
0.02001,36.089191,4478.972865
0.020177,29.870187,4538.640296
0.019171,32.185186,4677.210051
0.024196,32.465184,4821.349197
0.020045,39.583176,5050.105743
0.020298,46.683184,5288.604934
0.057137,51.689195,5441.018685
0.080979,55.412191,5455.680881
0.134405,52.35419,5398.426909
0.21287,44.728191,5325.671412
0.156684,40.716195,5260.932364
0.033101,61.910197,5253.6807
0.024199,86.454199,5416.865914
0.019668,46.159191,5526.455497
0.01947,45.726192,5497.163678
0.018629,56.407203,5347.632154
0.019546,56.872198,5145.893956
0.019048,78.621199,4971.83488
0.018419,118.139198,4798.359097
0.018447,157.163197,4653.90153
0.019348,167.345182,4539.786393
0.018094,150.347189,4417.481331
0.022535,134.539182,4318.873206
0.019062,169.568185,4266.889599
0.018993,151.316187,4266.233114
0.019809,132.262183,4318.081362
0.019785,100.287177,4399.859589
0.019051,70.380178,4534.032197
0.022876,80.950177,4716.287167
0.027049,133.537189,4926.017602
0.145485,153.693837,5098.175452
0.291958,160.851622,5154.603587
0.192904,140.767832,5152.873683
0.129551,135.909069,5138.979863
0.046261,128.526171,5155.095383
0.022611,143.523474,5206.911291
0.020955,183.30454,5389.625461
0.023349,160.123139,5457.625204
0.020292,181.676443,5450.340386
0.02027,203.495443,5396.373196
0.020211,215.359793,5307.329213
0.02053,215.14264,5184.12052
0.024294,215.532489,4979.511575
0.020064,212.777591,4769.938119
0.031793,212.658939,4589.116436
0.032367,214.128692,4458.743601
0.029054,212.177743,4392.513406
0.037201,208.489744,4365.645111
0.033246,210.66214,4426.589935
0.029644,215.47179,4592.366606
0.030684,215.73778,5102.660186
0.033612,215.276124,5701.594388
0.032897,215.540826,5905.661753
0.040494,214.287827,5882.851979
0.1416,209.010926,5795.926386
0.381531,206.660977,5717.451189
0.673423,193.748677,5687.583716
0.72304,177.747679,5590.332802
0.455651,150.167927,5515.681755
0.065769,115.928681,5516.42557
0.023276,86.664631,5675.827243
0.029427,93.525541,5711.844068
0.030108,93.581938,5659.171698
0.026636,93.535448,5568.619246
0.025383,73.653539,5473.132952
0.024426,105.260891,5325.077537
0.029576,125.687691,5113.347031
0.026877,154.386691,4877.146269
0.034526,143.488592,4682.973977
0.033681,173.478096,4565.518986
0.034003,162.426649,4503.098632
0.030102,164.226701,4479.260635
0.031743,121.956989,4528.556071
0.033722,78.418578,4697.84702
0.039427,73.395537,5197.487883
0.030252,76.933729,5808.568629
0.03163,106.095845,5991.727115
0.069207,96.835549,5855.743014
0.297888,90.71619,5782.463751
0.851576,11.370337,5651.107675
1.35611,6.605988,5529.352167
1.211001,50.833189,5404.938555
0.752913,74.881197,5362.575582
0.156279,62.799551,5403.855716
0.031236,56.350995,5607.453159
0.035254,64.971987,5759.600494
0.034028,86.423446,5804.862075
0.033216,124.624101,5687.608824
0.034128,174.866045,5537.504835
0.040025,181.802495,5340.04328
0.034713,180.14109,5090.96372
0.030787,201.219192,4825.548887
0.035295,195.964397,4602.446539
0.033284,200.028398,4440.690176
0.032016,199.886143,4383.395089
0.039223,197.501142,4417.428122
0.031802,187.05949,4475.976174
0.033861,196.344041,4634.722576
0.035473,193.883181,5164.743542
0.036326,163.624478,5755.211776
0.03651,168.525129,5925.725735
0.088385,138.36913,5903.110457
0.648752,124.624029,5711.409141
1.544341,122.143029,5480.004023
1.976291,121.449579,5332.377783
1.290488,132.830913,5201.801818
0.355579,152.287963,5211.757333
0.120289,170.964857,5253.944758
0.033061,166.119773,5480.77892
0.034342,150.19783,5481.7302
0.035907,177.834835,5405.816826
0.038618,154.059335,5315.276259
0.032661,165.931828,5187.112291
0.033733,137.11888,5043.778086
0.035277,137.200927,4784.727323
0.033546,181.887136,4528.263816
0.038106,180.610885,4302.029666
0.033889,160.206782,4154.692503
0.034619,172.779834,4080.86288
0.034215,157.950883,4068.567696
0.034657,122.353229,4084.254959
0.035476,83.443924,4223.83318
0.035111,68.147782,4673.002676
0.038853,82.014838,5225.544234
0.03047,66.233232,5387.805277
0.050192,51.154686,5357.764948
0.385498,33.05545,5307.685441
0.780666,29.381252,5196.459969
0.936387,64.329304,5077.394238
0.278436,143.365961,5030.991266
0.065193,173.399142,5008.89174
0.040927,181.745045,5208.344859
0.026587,184.216891,5274.61759
0.036571,191.264042,5294.475249
0.033827,196.457289,5245.206513
0.031422,193.221192,5167.252117
0.034949,196.121042,5062.540127
0.034626,194.413141,4924.4801
0.034995,182.798041,4742.651885
0.034484,198.631441,4524.162716
0.033806,200.954092,4327.561773
0.037661,195.832143,4197.25563
0.035387,196.576192,4133.330278
0.034389,191.759493,4135.103757
0.032762,184.425189,4206.245581
0.030405,192.470235,4418.095305
0.03253,192.345585,4966.427946
0.038162,171.598236,5586.335724
0.030757,160.957285,5827.59392
0.170769,120.248431,5773.56486
0.876099,105.669291,5757.069707
1.232475,70.247193,5514.06254
0.379648,66.665241,5463.037571
0.096997,80.650593,5452.113086
0.054644,101.111999,5476.011174
0.032203,139.712001,5524.011482
0.033079,161.143395,5636.873576
0.031411,169.93619,5694.49344
0.03425,172.447144,5554.651129
0.034912,197.556193,5379.778639
0.030529,199.286547,5177.603613
0.036784,195.216397,4974.593269
0.033798,200.626445,4837.664576
0.03153,208.794749,4708.121593
0.032582,208.985297,4477.694808
0.0319,202.465195,4281.935391
0.026987,187.949646,4169.859172
0.035656,169.421184,4125.357698
0.032059,166.550185,4095.71706
0.033184,154.019033,4098.054158
0.033133,141.24438,4202.032567
0.031024,98.578925,4318.734705
0.028458,105.104981,4477.380339
0.032093,97.888878,4677.753988
0.051986,117.658234,4826.96532
0.314349,143.945784,4843.025814
0.87411,154.087938,4735.813651
0.538095,153.404788,4653.888657
0.559696,164.331788,4588.460393
0.176838,148.719833,4580.857721
0.032099,139.913982,4729.579938
0.032652,172.176687,4842.744985
0.036517,193.05494,4834.659948
0.034331,187.437046,4755.561069
0.038465,194.792044,4670.924278
0.027352,194.492546,4572.06676
0.028426,192.487191,4437.769793
0.028143,183.602191,4346.000396
0.032579,183.048193,4217.133693
0.02949,185.593193,4085.730363
0.029124,179.589192,3994.129585
0.026412,195.367195,3919.224273
0.029515,189.528189,3908.199971
0.032484,191.153188,3919.42922
0.032004,187.832185,3997.181899
0.035886,184.976181,4141.680223
0.032917,190.623178,4342.876951
0.217971,191.602176,4540.065044
1.157517,191.131175,4622.693512
2.291184,188.402175,4621.809644
2.943553,188.777177,4597.082298
2.542038,194.464178,4563.779455
1.417216,191.071177,4570.219764
0.332938,186.387173,4674.478746
0.025145,172.600178,4914.609966
0.029488,135.889183,5141.160505
0.031552,129.917179,5206.223728
0.025012,117.034179,5220.777048
0.029647,118.141178,5210.389547
0.029164,79.196178,5145.298237
0.027152,70.86618,4993.499659
0.03205,59.323179,4846.595392
0.029926,61.013188,4721.622269
0.030798,69.509184,4636.069476
0.03025,79.521182,4612.179119
0.032833,82.325183,4652.408141
0.034268,75.416181,4748.605344
0.031639,63.704181,4985.91352
0.031387,46.810189,5552.135107
0.03078,39.424188,6023.497334
0.032068,33.720184,6131.444054
0.069385,23.612179,6095.653937
0.144736,16.200184,6027.608018
0.21475,8.275181,5956.278281
0.180436,9.505183,5902.070418
0.128153,8.854382,5841.034591
0.060543,15.900683,5913.140973
0.03664,25.112335,6000.061574
0.031792,28.670233,6127.115036
0.032691,32.134781,6168.106715
0.039442,17.696481,6103.849043
0.032876,9.1197,6043.278976
0.032861,3.526185,5982.208716
0.032074,2.901189,5867.531603
0.031665,0.652188,5607.399724
0.037308,0.0,5348.473822
0.051764,0.004,5152.787946
0.051873,0.0,5044.455762
0.052099,0.15165,5008.757196
0.052302,0.5165,4995.739505
0.055955,0.3098,5020.219385
0.051882,0.0,5213.00464
0.051857,0.073185,5712.614362
0.032056,4.465182,6218.604738
0.031369,10.657179,6423.659825
0.036334,14.905181,6399.385203
0.037685,30.314987,6429.988632
0.094703,30.778537,6437.144508
0.080633,29.206987,6504.468427
0.077803,35.043184,6498.961491
0.078944,34.471185,6468.463607
0.077236,24.178182,6464.410408
0.094248,30.972334,6522.422912
0.082303,45.353886,6535.303448
0.074688,60.107691,6426.446816
0.079481,68.485537,6249.118544
0.082188,81.167591,6171.930297
0.082648,94.030442,6004.966272
0.078492,87.557742,5751.860798
0.080939,51.54454,5506.185323
0.083577,43.67469,5250.227901
0.082958,45.058189,5117.046691
0.084327,36.038187,5024.917246
0.080246,21.550187,4994.990871
0.089863,17.348188,5021.646525
0.083615,9.734182,5219.746523
0.08002,3.401178,5772.620024
0.079456,2.972184,6371.679663
0.069654,0.354179,6538.028492
0.032664,10.264836,6529.325069
0.044406,24.492436,6466.986674
0.138967,16.809784,6311.882043
0.16145,12.25575,6138.058331
0.202537,5.9503,6002.882456
0.178667,10.88125,5941.717588
0.109992,16.912729,5976.38624
0.088284,16.387886,6209.717921
0.082434,33.44979,6361.030276
0.08069,73.020837,6336.111893
0.091472,85.51834,6284.487913
0.084616,102.300793,6174.253451
0.081471,93.763646,6043.645044
0.081676,101.324099,5830.575421
0.075195,79.288198,5590.712968
0.081287,85.832196,5451.436597
0.077996,88.192192,5351.123984
0.073129,73.231196,5273.920457
0.074537,33.293194,5252.465021
0.081789,8.71,5286.986404
0.081141,8.055,5488.656755
0.082607,5.945,5989.150721
0.081489,10.455189,6510.183436
0.085403,22.768187,6667.350756
0.086039,63.835188,6655.855797
0.08466,92.07219,6634.376195
0.083204,100.611189,6593.501615
0.081773,118.02719,6551.110521
0.079013,140.554194,6509.635759
0.080737,157.22414,6490.661908
0.075749,177.042637,6488.545592
0.088408,192.169089,6584.116848
0.085693,201.275791,6608.414768
0.078608,202.722999,6479.883597
0.083712,204.487946,6337.445304
0.084187,200.039695,6205.35012
0.081021,184.438999,6020.890812
0.082369,175.424696,5766.756964
0.086092,168.409042,5486.739477
0.081229,163.293594,5220.744627
0.078089,182.737998,5045.324741
0.078535,195.997195,4928.414504
0.076097,181.129198,4848.867915
0.088037,165.160189,4817.438209
0.081491,143.522176,4896.595855
0.072111,153.409177,5280.282128
0.082495,148.772181,5757.55754
0.087828,111.717188,5908.565599
0.094621,80.775074,5862.542196
0.1106,65.232376,5802.15306
0.151738,67.405875,5737.134712
0.226736,107.959876,5681.262028
0.219737,128.184822,5568.272648
0.187601,146.387125,5528.577849
0.121293,155.880878,5531.129416
0.083283,153.918225,5659.849905
0.078212,154.69733,5794.8376
0.068445,154.756429,5760.103862
0.078295,161.862188,5627.366285
0.078171,174.176342,5485.097665
0.072541,169.378738,5324.495826
0.072718,173.71934,5138.382395
0.074742,172.245438,4995.021911
0.072579,170.109742,4860.539338
0.074801,182.170439,4733.49226
0.069777,185.682489,4638.563865
0.069631,175.847838,4579.717574
0.081083,146.919432,4583.330302
0.070455,156.53159,4659.162388
0.06706,143.675842,4818.78947
0.073876,174.747436,5021.807521
0.07463,193.934588,5212.885459
0.117379,196.120935,5342.388711
0.61739,186.952485,5407.265151
1.812399,196.967291,5269.626869
1.875673,185.930491,5120.513207
1.024057,158.243952,5039.210324
0.82446,148.779923,5003.593322
0.312153,201.047505,5013.1953
0.072581,209.866343,5179.610714
0.064462,211.367497,5371.008811
0.062427,207.885792,5352.670279
0.080849,208.623442,5207.411825
0.094152,212.035445,5039.431496
0.08423,210.759744,4812.085964
0.075046,198.466191,4609.441117
0.072815,189.275238,4456.266495
0.076311,154.796283,4328.751296
0.07221,105.897326,4233.83038
0.077096,99.120124,4212.903598
0.073791,117.236179,4230.458099
0.082448,146.43763,4259.258146
0.064184,160.31818,4290.399435
0.072567,174.834378,4407.319574
0.06685,183.839623,4564.854594
0.073803,181.104575,4744.883041
0.18641,150.623276,4897.172898
