Date/Hour CET/CEST;Imbalance Purchase Price;Imbalance;Solar;Wind;Consumption Total
15.04.2022/18:00;174;353,849737;3,510284;0,504945;3271,931613
15.04.2022/19:00;178,5;363,770571;0,521643;0,936945;3301,766911
15.04.2022/20:00;185;393,963917;0,031623;1,837598;3371,766128
15.04.2022/21:00;202,37;279,851299;0,029612;8,491587;3426,62943
15.04.2022/22:00;198,32;295,290272;0,028794;16,37599;3380,20499
15.04.2022/23:00;190,56;253,999686;0,029001;18,098172;3320,380976
16.04.2022/00:00;184;290,6861;0,027683;28,257024;3253,365173
16.04.2022/01:00;178,5;271,046231;0,025106;31,654396;3217,089915
16.04.2022/02:00;164;237,855082;0,019948;28,917534;3208,709036
16.04.2022/03:00;160,5;220,462366;0,021516;20,099685;3250,573609
16.04.2022/04:00;160,5;221,226843;0,028426;16,636183;3283,83167
16.04.2022/05:00;166;218,837324;0,022463;16,46418;3344,704699
16.04.2022/06:00;170;247,212353;0,069816;18,38318;3400,400153
16.04.2022/07:00;173,5;238,695847;1,206992;24,710957;3450,639224
16.04.2022/08:00;173,5;374,224425;4,359395;29,437907;3480,672072
16.04.2022/09:00;166;402,881217;9,222194;15,765914;3556,81114
16.04.2022/10:00;120;379,80997;15,322156;13,621038;3561,588524
16.04.2022/11:00;74,61;365,96233;21,225938;14,461029;3490,257172
16.04.2022/12:00;8;352,469935;25,059856;11,947914;3389,986275
16.04.2022/13:00;5;375,563693;26,720887;17,419971;3315,646029
16.04.2022/14:00;0;352,912842;25,601353;12,780965;3260,714869
16.04.2022/15:00;-2;360,476421;21,777205;16,630989;3219,973806
16.04.2022/16:00;0,5;442,023807;15,838556;21,589529;3159,436303
16.04.2022/17:00;10;484,238601;9,137004;20,114352;3147,76
16.04.2022/18:00;20;460,248961;3,452689;20,6316;3176,529367
16.04.2022/19:00;160,5;429,72654;0,522728;17,269896;3202,231149
16.04.2022/20:00;174;393,315424;0,032988;22,376417;3260,347264
16.04.2022/21:00;173,5;374,256205;0,030319;20,02075;3304,778002
16.04.2022/22:00;137,5;365,95568;0,030073;19,52395;3308,208894
16.04.2022/23:00;30;334,429912;0,028123;9,8;3268,392425
17.04.2022/00:00;34;242,425945;0,035472;3,927;3215,614058
17.04.2022/01:00;33,64;226,048494;0,037859;1,348184;3155,953972
17.04.2022/02:00;33,81;208,413839;0,030656;9,933186;3131,799046
17.04.2022/03:00;144,25;183,562648;0,031052;6,913184;3142,38851
17.04.2022/04:00;144,55;203,448477;0,033102;1,628635;3140,97688
17.04.2022/05:00;134;213,075957;0,028859;0,073185;3170,515827
17.04.2022/06:00;36,09;191,207332;0,054439;0,344183;3199,559154
17.04.2022/07:00;36,1;198,843603;0,611386;0;3268,032837
17.04.2022/08:00;153,6;207,633648;2,624945;0,12685;3345,467648
17.04.2022/09:00;159,3;223,990884;6,42713;0,1861;3422,767233
17.04.2022/10:00;37,92;258,294372;12,647925;0,288;3450,020297
17.04.2022/11:00;5;241,936225;19,263187;1,872972;3395,945323
17.04.2022/12:00;150,01;310,602571;25,91111;3,744988;3318,78437
17.04.2022/13:00;127,22;284,288753;27,519019;3,940683;3244,312169
17.04.2022/14:00;97,25;259,505263;25,910534;6,066385;3208,374099
17.04.2022/15:00;70,03;249,595216;21,606112;7,275268;3189,807403
17.04.2022/16:00;93,64;267,1444;15,108612;12,052433;3182,24236
17.04.2022/17:00;107,47;302,91335;8,15725;16,314431;3197,879128
17.04.2022/18:00;166,74;286,973075;3,43471;14,400651;3227,92252
17.04.2022/19:00;147;329,696031;0,725171;13,286852;3272,598154
17.04.2022/20:00;167,5;305,067293;0,041115;22,151278;3380,335043
17.04.2022/21:00;169,5;279,726763;0,041076;33,583554;3462,75124
17.04.2022/22:00;151;273,648589;0,038365;39,147605;3404,146596
17.04.2022/23:00;57,28;266,879711;0,036579;32,452993;3330,148216
18.04.2022/00:00;35;172,172004;0,033841;24,532072;3261,009208
18.04.2022/01:00;22;170,528583;0,034532;15,40304;3202,060483
18.04.2022/02:00;22;209,659774;0,037155;9,695171;3166,202207
18.04.2022/03:00;22;173,941953;0,039603;5,678277;3166,403704
18.04.2022/04:00;41;175,515608;0,036459;2,528529;3189,491816
18.04.2022/05:00;44;186,788689;0,035564;0,289181;3233,186533
18.04.2022/06:00;44;219,06122;0,049149;0,073179;3318,77343
18.04.2022/07:00;44;182,639241;0,328107;0,610068;3442,556266
18.04.2022/08:00;63;94,559796;1,285993;0,792916;3593,727173
18.04.2022/09:00;63;63,893694;3,154274;0,288973;3744,043966
18.04.2022/10:00;41;41,588887;7,399987;0;3822,176424
18.04.2022/11:00;36,09;79,525283;16,740376;0,138821;3793,693039
18.04.2022/12:00;15;67,663693;23,614874;0,144;3707,935837
18.04.2022/13:00;11,5;81,650464;24,609654;0,591991;3595,384053
18.04.2022/14:00;4,72;95,466264;23,619692;3,698336;3548,573917
18.04.2022/15:00;4,72;67,186978;19,875627;6,851283;3498,813936
18.04.2022/16:00;25;63,43988;14,482859;9,164334;3439,525391
18.04.2022/17:00;114,26;50,199266;8,466649;8,90923;3421,861322
18.04.2022/18:00;163,5;67,137209;3,50997;3,287956;3419,733413
18.04.2022/19:00;190;103,702075;0,720534;3,0467;3453,119885
18.04.2022/20:00;194,31;142,794696;0,050668;4,45715;3536,03017
18.04.2022/21:00;202,31;102,08979;0,037356;4,18745;3616,984267
18.04.2022/22:00;201,25;110,92749;0,042899;6,97855;3539,61983
18.04.2022/23:00;195,54;122,52924;0,043595;6,57485;3399,765877
19.04.2022/00:00;192,99;199,912605;0,047253;11,198975;3254,318497
19.04.2022/01:00;187,38;160,652811;0,048141;10,153845;3203,951691
19.04.2022/02:00;185,6;163,942276;0,045595;4,78485;3184,628407
19.04.2022/03:00;185,41;179,815003;0,043814;4,29;3221,419129
19.04.2022/04:00;185,97;148,439689;0,050835;1,204;3298,214214
19.04.2022/05:00;192,53;156,005972;0,044694;0,144;3455,854252
19.04.2022/06:00;196,88;90,042257;0,106524;1,225028;3874,980943
19.04.2022/07:00;179;51,513005;0,96823;5,071568;4293,790767
19.04.2022/08:00;183;80,18619;3,892977;3,559495;4286,259693
19.04.2022/09:00;183;182,741765;8,751811;3,528977;4136,867182
19.04.2022/10:00;183;202,739679;14,276568;3,672976;3973,319854
19.04.2022/11:00;168,5;292,21132;18,917591;7,27299;3830,689147
19.04.2022/12:00;168,5;217,280764;21,992554;9,790017;3735,509049
19.04.2022/13:00;165;187,186344;22,947217;14,875411;3675,010818
19.04.2022/14:00;154;185,479341;21,5552;13,290197;3628,386014
19.04.2022/15:00;157;142,138491;18,223292;10,10399;3580,102586
19.04.2022/16:00;168;141,103592;13,243697;8,473029;3562,071271
19.04.2022/17:00;165;113,369541;7,768406;8,771989;3515,203565
19.04.2022/18:00;170;171,006325;3,169061;5,480976;3472,36768
19.04.2022/19:00;170;129,978357;0,627402;2,59896;3479,989956
19.04.2022/20:00;178;129,019937;0,070037;6,716975;3568,029555
19.04.2022/21:00;178;98,275886;0,052128;4,782973;3629,210973
19.04.2022/22:00;178;62,681731;0,052602;1,744976;3527,559844
19.04.2022/23:00;170,19;155,670696;0,057896;1,356;3317,355455
20.04.2022/00:00;178,5;96,56445;0,058575;3,065;3120,408952
20.04.2022/01:00;176;84,743655;0,058437;12,222;3021,20815
20.04.2022/02:00;167;62,007288;0,056112;10,746;2997,894631
20.04.2022/03:00;174;59,906681;0,055443;8,232;3004,665921
20.04.2022/04:00;178,5;65,004917;0,056068;7,4087;3053,350518
20.04.2022/05:00;180,5;116,501116;0,057301;7,6308;3178,620125
20.04.2022/06:00;181,5;151,230903;0,128597;6,4536;3554,360522
20.04.2022/07:00;200,76;48,206686;0,941502;6,317;3974,891463
20.04.2022/08:00;210,93;80,963334;3,759474;4,087;3981,447137
20.04.2022/09:00;180;78,707229;8,69704;1,043;3863,618361
20.04.2022/10:00;173,11;80,957861;14,206113;0,422;3749,272442
20.04.2022/11:00;173;111,277259;18,745996;3,371;3643,661517
20.04.2022/12:00;164;-5,438844;22,024415;4,978;3597,31053
20.04.2022/13:00;164;2,521347;22,846152;5,9252;3542,580919
20.04.2022/14:00;162,5;-4,358702;21,398074;7,238037;3492,669635
20.04.2022/15:00;166;-38,170215;17,939488;7,756928;3469,100489
20.04.2022/16:00;174,5;-19,029975;13,226269;10,871929;3458,879828
20.04.2022/17:00;176;27,246145;7,73862;10,679893;3402,258909
20.04.2022/18:00;178,5;75,689494;3,205154;9,35492;3317,815045
20.04.2022/19:00;178,5;80,233558;0,648783;8,875179;3320,357244
20.04.2022/20:00;180;50,123278;0,060085;15,729524;3383,105191
20.04.2022/21:00;180;50,621064;0,04546;26,533822;3445,749011
20.04.2022/22:00;179;99,345796;0,042197;33,855979;3334,046167
20.04.2022/23:00;178,5;154,310093;0,046985;51,098159;3130,66568
21.04.2022/00:00;179;205,508713;0,047322;58,615106;2923,864401
21.04.2022/01:00;172;206,403185;0,047923;46,747244;2832,253869
21.04.2022/02:00;160;169,873292;0,051263;34,200389;2820,004938
21.04.2022/03:00;157,5;189,76315;0,044854;19,099641;2810,904362
21.04.2022/04:00;155;203,659439;0,047617;18,766792;2837,228975
21.04.2022/05:00;160;284,717263;0,054378;32,14277;2931,570726
21.04.2022/06:00;177;396,260359;0,125924;47,03174;3291,270391
21.04.2022/07:00;179;282,833819;0,824709;45,694831;3721,489102
21.04.2022/08:00;203,32;173,256061;3,141014;34,417596;3803,367422
21.04.2022/09:00;182;200,534219;8,104252;21,578121;3713,689214
21.04.2022/10:00;177;79,766434;13,307881;21,157986;3616,042883
21.04.2022/11:00;164,5;64,045278;16,598156;30,730989;3542,392629
21.04.2022/12:00;144,58;35,444104;17,404928;33,133702;3513,006298
21.04.2022/13:00;142,27;2,828669;19,234973;29,9266;3487,674627
21.04.2022/14:00;155,5;13,080652;20,061219;31,655278;3439,814457
21.04.2022/15:00;160;32,443351;16,773743;30,847325;3425,907195
21.04.2022/16:00;160;27,288823;12,404464;41,78019;3425,90111
21.04.2022/17:00;178,52;41,115855;6,962121;50,456274;3378,689454
21.04.2022/18:00;178,52;99,838254;2,728555;56,390361;3317,431583
21.04.2022/19:00;183,5;136,940559;0,480754;60,887609;3319,198564
21.04.2022/20:00;179,5;188,707513;0,039994;49,401279;3372,967573
21.04.2022/21:00;179,5;124,951145;0,032953;56,372568;3418,454727
21.04.2022/22:00;163,5;128,671179;0,0376;62,11571;3306,202936
21.04.2022/23:00;141;133,834798;0,037482;69,069045;3101,86233
22.04.2022/00:00;156,5;188,531861;0,029461;66,09091;2886,751685
22.04.2022/01:00;146,5;224,938668;0,029343;82,281147;2769,770265
22.04.2022/02:00;146,5;265,771612;0,029706;114,601342;2735,618065
22.04.2022/03:00;146,5;252,265444;0,03149;117,317443;2747,48293
22.04.2022/04:00;121;261,168693;0,029501;113,694692;2783,921501
22.04.2022/05:00;143;257,271563;0,03254;139,309791;2891,202521
22.04.2022/06:00;143;291,945506;0,162186;138,694883;3260,37106
22.04.2022/07:00;157;269,764629;1,219542;146,158653;3653,381611
22.04.2022/08:00;168;273,676116;4,477636;121,233801;3674,938878
22.04.2022/09:00;160;209,547279;9,623608;91,746083;3627,415796
22.04.2022/10:00;154;115,068039;15,530305;70,548871;3557,97025
22.04.2022/11:00;142,5;66,828912;20,229591;63,297792;3493,915056
22.04.2022/12:00;20;77,805909;22,890647;69,763791;3436,448173
22.04.2022/13:00;6;187,16708;23,564123;81,516496;3371,393469
22.04.2022/14:00;6;169,797335;22,028134;88,221285;3328,520474
22.04.2022/15:00;6;81,236666;18,401191;89,621293;3308,075823
22.04.2022/16:00;7;-25,549618;13,838285;96,228192;3282,356561
22.04.2022/17:00;50;-19,123146;8,355487;96,015271;3248,85868
22.04.2022/18:00;178,98;40,184058;3,55618;87,254309;3200,942402
22.04.2022/19:00;168;108,947647;0,792172;77,971828;3152,906238
22.04.2022/20:00;168;180,55525;0,067484;74,734222;3133,230798
22.04.2022/21:00;168;134,53903;0,046071;85,259721;3141,829466
22.04.2022/22:00;156,5;197,482587;0,050127;134,333065;3047,18784
22.04.2022/23:00;121;204,139476;0,049234;134,031255;2943,074397
23.04.2022/00:00;125,28;119,496848;0,041019;94,928615;2774,31726
23.04.2022/01:00;125;157,978348;0,045313;89,021796;2663,846744
23.04.2022/02:00;125,28;203,548995;0,048733;71,971943;2589,687723
23.04.2022/03:00;80;214,794508;0,047989;59,513257;2577,518171
23.04.2022/04:00;80;236,169371;0,047363;47,719811;2592,332577
23.04.2022/05:00;0;270,184295;0,048272;47,609795;2618,377813
23.04.2022/06:00;0;306,531498;0,142703;62,673692;2707,348718
23.04.2022/07:00;1;276,606689;1,225653;54,331462;2840,631645
23.04.2022/08:00;15;220,809585;3,718961;45,814054;3022,684004
23.04.2022/09:00;120;309,421522;9,182055;42,965639;3167,566458
23.04.2022/10:00;145;305,06388;14,730753;63,418196;3249,006577
23.04.2022/11:00;5;304,541068;18,535222;109,034579;3243,090868
23.04.2022/12:00;120;261,494296;19,066297;135,189541;3213,934385
23.04.2022/13:00;80;228,096406;18,622271;125,824437;3175,878656
23.04.2022/14:00;0,52;207,250155;20,608152;130,193338;3123,528488
23.04.2022/15:00;-0,5;193,533711;18,793901;117,230376;3095,781119
23.04.2022/16:00;-0,5;188,019955;14,631482;108,020674;3096,96043
23.04.2022/17:00;12;135,908154;8,534916;109,716024;3133,272919
23.04.2022/18:00;143,67;175,264577;3,54649;107,590105;3180,717189
23.04.2022/19:00;173,21;142,535541;0,858503;102,661174;3203,240653
23.04.2022/20:00;176,47;197,575896;0,062095;108,136809;3205,660556
23.04.2022/21:00;174,93;286,555487;0,03047;109,486192;3211,736831
23.04.2022/22:00;172,22;249,420392;0,033354;83,31734;3141,782379
23.04.2022/23:00;168,44;269,746094;0,033089;84,52785;3040,18268
24.04.2022/00:00;142,2;-9,09176;0,032009;74,720801;2963,534674
24.04.2022/01:00;167;-14,744949;0,035994;64,455341;2904,652455
24.04.2022/02:00;155,84;2,840375;0,036602;73,385391;2863,596165
24.04.2022/03:00;90,7;0,85429;0,035637;79,571473;2887,961547
24.04.2022/04:00;86,75;2,372523;0,036937;96,665621;2931,058373
24.04.2022/05:00;90,66;82,39009;0,036295;101,709198;2894,79464
24.04.2022/06:00;90,62;156,01292;0,150165;107,826996;2882,91849
24.04.2022/07:00;98,15;169,377559;1,074492;89,763913;2897,21306
24.04.2022/08:00;99,6;133,567769;2,840711;69,964288;3020,431504
24.04.2022/09:00;36;145,460716;5,435018;90,778561;3195,145068
24.04.2022/10:00;28;101,109124;8,639015;75,448134;3259,957132
24.04.2022/11:00;28;39,856333;13,711376;42,524981;3277,682283
24.04.2022/12:00;9;38,591989;19,715257;36,241647;3226,70428
24.04.2022/13:00;9;29,675128;21,540336;24,632595;3186,665789
24.04.2022/14:00;14;27,471145;20,528289;26,269243;3152,452927
24.04.2022/15:00;14;21,812784;18,50917;31,574189;3122,115675
24.04.2022/16:00;111,21;1,522891;14,939258;30,383244;3128,329182
24.04.2022/17:00;153,91;-68,223176;9,25145;24,537273;3134,304654
24.04.2022/18:00;176,87;13,395556;4,135101;24,929361;3143,44572
24.04.2022/19:00;186,5;-6,898973;1,006891;15,532651;3178,093612
24.04.2022/20:00;192,11;4,034799;0,08214;5,108614;3259,567955
24.04.2022/21:00;200;-65,957584;0,030051;11,2153;3355,642259
24.04.2022/22:00;193,98;-25,681318;0,026005;20,63675;3313,284429
24.04.2022/23:00;186,56;26,353503;0,02753;24,18705;3169,812277
25.04.2022/00:00;185,73;98,953754;0,035629;21,293;3022,048579
25.04.2022/01:00;183,78;137,824764;0,033525;19,501384;2920,685655
25.04.2022/02:00;173;154,012248;0,033832;28,04239;2881,679571
25.04.2022/03:00;173;154,257111;0,039599;36,612452;2894,867468
25.04.2022/04:00;183;138,521023;0,037426;46,407657;2966,356167
25.04.2022/05:00;183;135,736694;0,035258;56,213962;3099,735054
25.04.2022/06:00;238,3;80,664104;0,204383;64,140856;3520,368731
25.04.2022/07:00;450;12,343823;1,411744;69,823324;3926,812154
25.04.2022/08:00;400;44,05258;4,65219;48,973648;3933,372433
25.04.2022/09:00;185;93,413397;9,520014;23,670922;3792,188308
25.04.2022/10:00;185;114,337258;14,881472;26,031587;3669,268888
25.04.2022/11:00;183;158,177207;18,539401;40,071549;3558,237741
25.04.2022/12:00;185;99,994585;21,513385;49,273776;3488,975646
25.04.2022/13:00;194,2;172,99048;21,717085;53,625421;3413,135006
25.04.2022/14:00;188,86;93,148218;20,515;66,79221;3366,546998
25.04.2022/15:00;186,81;95,8518;16,110831;91,375204;3347,171637
25.04.2022/16:00;188,41;128,968581;11,085513;126,168118;3367,436082
25.04.2022/17:00;207,78;169,954565;6,464051;133,071152;3328,971402
25.04.2022/18:00;210;213,541797;2,654522;128,262211;3277,773392
25.04.2022/19:00;210;229,186448;0,496374;128,719531;3269,161176
25.04.2022/20:00;210;173,489037;0,042679;135,907012;3321,773081
25.04.2022/21:00;210;143,588586;0,019882;142,848364;3362,794044
25.04.2022/22:00;224;158,601122;0,022119;145,549583;3247,805141
25.04.2022/23:00;224;216,277173;0,020998;159,652848;3020,898599
26.04.2022/00:00;208;243,652748;0,027491;167,003538;2812,267573
26.04.2022/01:00;190,01;258,838478;0,026139;185,014763;2696,912033
26.04.2022/02:00;188,89;268,175083;0,027015;184,989881;2642,940946
26.04.2022/03:00;188,78;297,646002;0,025889;192,002042;2640,494588
26.04.2022/04:00;190,3;316,485175;0,023453;199,757254;2663,924624
26.04.2022/05:00;192,23;386,440989;0,023831;185,734369;2790,997232
26.04.2022/06:00;181;415,692576;0,054928;168,490308;3204,959872
26.04.2022/07:00;182;339,656543;0,276976;115,402609;3698,371319
26.04.2022/08:00;182;312,499303;1,268904;76,704998;3855,055702
26.04.2022/09:00;182;212,937777;3,2897;63,286353;3837,177105
26.04.2022/10:00;182;197,527884;6,614778;51,229146;3763,486902
26.04.2022/11:00;182;159,912476;8,998149;40,234991;3698,993086
26.04.2022/12:00;220;139,875906;12,179966;52,030762;3645,654144
26.04.2022/13:00;212;138,996956;13,786187;76,900493;3582,313285
26.04.2022/14:00;211;52,048666;11,566827;71,289235;3558,843448
26.04.2022/15:00;211;31,475203;9,833155;97,422272;3549,43414
26.04.2022/16:00;208;25,902912;8,006977;107,129161;3575,51842
26.04.2022/17:00;209;49,118747;5,623378;98,401243;3539,932273
26.04.2022/18:00;228,56;10,295472;2,781857;98,856292;3484,795113
26.04.2022/19:00;260;-4,683121;0,610103;98,253653;3484,61384
26.04.2022/20:00;255,5;20,077168;0,04033;98,979158;3545,257599
26.04.2022/21:00;238,95;5,006153;0,02013;91,378699;3630,634019
26.04.2022/22:00;226;18,337554;0,020639;120,231029;3540,849006
26.04.2022/23:00;224;30,768135;0,020202;105,780286;3331,985132
27.04.2022/00:00;216;8,346911;0,020498;98,878969;3115,207586
27.04.2022/01:00;207,5;-17,158304;0,027189;72,244181;2995,412827
27.04.2022/02:00;201,5;-30,756616;0,021242;63,451287;2948,024849
27.04.2022/03:00;201,5;-27,726045;0,020112;49,513425;2939,960221
27.04.2022/04:00;200,5;11,926138;0,019707;44,786659;2966,990312
27.04.2022/05:00;200,5;56,576715;0,020902;37,347807;3079,810172
27.04.2022/06:00;204,11;13,678865;0,029634;33,276775;3502,779429
27.04.2022/07:00;214,67;-77,889044;0,156728;20,355875;4010,190461
27.04.2022/08:00;186;-99,487378;0,672633;7,782;4154,2556
27.04.2022/09:00;179;-87,4824;1,5621;5,837;4148,723476
27.04.2022/10:00;180,5;-104,838569;3,599274;6,36;4101,857674
27.04.2022/11:00;189;-121,683579;6,402809;5,932973;3992,071446
27.04.2022/12:00;207,92;-144,758188;8,331299;3,436983;3916,887421
27.04.2022/13:00;202,98;-145,144305;10,263911;5,242987;3839,865485
27.04.2022/14:00;200;-127,038328;12,086352;5,872968;3796,183368
27.04.2022/15:00;189,58;-94,09255;12,324674;5,544959;3750,551267
27.04.2022/16:00;189,51;-83,623259;10,98871;5,538124;3731,446815
27.04.2022/17:00;199,88;-50,296225;6,95716;4,967968;3665,653304
27.04.2022/18:00;205,75;-7,812876;3,086416;6,078969;3558,967351
27.04.2022/19:00;205,77;-23,174414;0,692716;10,926955;3581,352163
27.04.2022/20:00;226,76;-15,283757;0,050522;39,415122;3660,31623
27.04.2022/21:00;280;-102,098788;0,022801;67,027545;3753,117731
27.04.2022/22:00;280;-107,133467;0,01969;110,458046;3668,942243
27.04.2022/23:00;220,46;-56,3097;0,020014;138,148278;3490,983262
28.04.2022/00:00;218;-87,136243;0,021555;117,563236;3302,870684
28.04.2022/01:00;215;-29,436734;0,024011;99,651442;3183,744925
28.04.2022/02:00;191,66;-49,353265;0,020975;87,767521;3153,540982
28.04.2022/03:00;193,76;-65,784445;0,020086;81,405671;3151,534957
28.04.2022/04:00;194,58;-57,828071;0,023002;118,215904;3210,434522
28.04.2022/05:00;190;28,286233;0,02424;149,659079;3282,326606
28.04.2022/06:00;190;-43,803255;0,116443;148,575946;3669,687939
28.04.2022/07:00;283,37;-121,610231;0,715542;89,471916;4108,953005
28.04.2022/08:00;295,73;-150,820601;2,480825;41,270241;4162,769283
28.04.2022/09:00;251,58;-71,69473;5,360043;52,074529;4036,651805
28.04.2022/10:00;184;-29,37978;8,390686;84,79825;3932,574868
28.04.2022/11:00;184;-75,834209;10,31456;85,0802;3839,254528
28.04.2022/12:00;229,73;-109,054855;10,603268;74,292729;3773,126909
28.04.2022/13:00;215;-27,395999;13,481835;48,940447;3712,697598
28.04.2022/14:00;205;-14,730267;14,699867;33,777244;3645,645964
28.04.2022/15:00;191,17;-9,967014;10,22631;35,892985;3621,91335
28.04.2022/16:00;196,62;-28,544955;6,318122;31,575119;3636,610369
28.04.2022/17:00;205,28;-29,68701;3,573596;40,59819;3610,579465
28.04.2022/18:00;239;-34,054638;1,806396;49,646239;3557,416841
28.04.2022/19:00;239;30,924598;0,583035;42,46461;3538,053255
28.04.2022/20:00;237,89;69,652688;0,064591;64,975089;3563,981855
28.04.2022/21:00;265;67,845473;0,025351;97,663465;3623,797975
28.04.2022/22:00;265;-33,219192;0,027103;65,977884;3553,90983
28.04.2022/23:00;239;2,901488;0,022023;65,264204;3359,917047
29.04.2022/00:00;215,5;45,110879;0,021746;81,946494;3177,297156
29.04.2022/01:00;209;105,433452;0,023469;88,28504;3066,169467
29.04.2022/02:00;196,24;96,474909;0,023499;60,537984;3013,492067
29.04.2022/03:00;196,93;113,13396;0,023558;47,856331;3019,167135
29.04.2022/04:00;199,14;136,293351;0,022808;45,370783;3066,283324
29.04.2022/05:00;206,6;108,687791;0,028138;33,792478;3167,085943
29.04.2022/06:00;219,36;120,958337;0,070263;25,655;3531,231895
29.04.2022/07:00;271,93;100,316807;0,34249;19,405471;3991,459871
29.04.2022/08:00;282,19;92,104471;1,752883;9,887224;4096,101434
29.04.2022/09:00;248,4;107,646275;5,879178;3,774919;4003,316433
29.04.2022/10:00;197;119,831034;11,338911;1,846927;3857,680401
29.04.2022/11:00;197;129,585793;16,394322;3,456956;3756,993009
29.04.2022/12:00;197;130,05346;17,548052;5,870525;3667,097483
29.04.2022/13:00;197,25;134,805266;15,220669;2,970148;3598,970943
29.04.2022/14:00;195,24;126,643943;13,702091;4,217975;3553,095483
29.04.2022/15:00;192,99;122,102952;10,188509;5,857975;3511,290304
29.04.2022/16:00;199,41;5,273894;7,497096;4,055979;3524,214335
29.04.2022/17:00;209,38;-102,417418;4,503971;0,339972;3513,815626
29.04.2022/18:00;221,77;-136,605399;1,541571;1,169;3510,320934
29.04.2022/19:00;221,76;-123,850153;0,206312;2,327956;3496,310597
29.04.2022/20:00;225,78;-103,93988;0,029248;3,842959;3470,20775
29.04.2022/21:00;226,81;11,219747;0,020009;10,634962;3457,351737
29.04.2022/22:00;223,81;51,453646;0,018983;17,665945;3361,894191
29.04.2022/23:00;209,19;116,94564;0,021868;13,645398;3222,347381
30.04.2022/00:00;201,79;-3,661899;0,020606;19,612927;3076,286726
30.04.2022/01:00;193,15;84,816602;0,02135;27,980245;2957,414484
30.04.2022/02:00;189,91;85,321234;0,025444;25,744994;2889,124181
30.04.2022/03:00;187,47;120,639186;0,020088;12,03485;2859,964891
30.04.2022/04:00;189,96;154,862463;0,021181;6,155287;2840,405227
30.04.2022/05:00;171;204,471659;0,021323;1,9283;2815,897709
30.04.2022/06:00;171;214,483508;0,155971;3,78275;2876,658465
30.04.2022/07:00;187,5;178,247275;1,321219;7,53903;2982,550735
30.04.2022/08:00;190;152,515476;5,095053;4,126379;3110,367842
30.04.2022/09:00;190;173,579876;10,44036;6,028297;3265,041666
30.04.2022/10:00;188;176,119035;14,841041;15,892957;3341,034232
30.04.2022/11:00;174,5;129,799041;15,582142;14,730931;3329,763345
30.04.2022/12:00;185,8;108,252242;10,701999;8,19376;3299,003179
30.04.2022/13:00;178,66;89,267473;8,940487;3,787823;3255,587503
30.04.2022/14:00;171,94;86,048459;7,42755;4,590894;3218,928383
30.04.2022/15:00;181,14;17,008209;7,008442;4,262919;3180,058139
30.04.2022/16:00;187,68;-16,454664;5,768499;3,090833;3167,247215
30.04.2022/17:00;196,13;25,392273;3,231057;2,849873;3197,048646
30.04.2022/18:00;190;1,143401;1,533774;1,860971;3214,306085
30.04.2022/19:00;195,5;25,771398;0,357655;1,82;3188,703779
30.04.2022/20:00;200;58,133999;0,047084;4,395;3169,864516
30.04.2022/21:00;200;-5,875576;0,019943;15,532961;3206,990694
30.04.2022/22:00;217,19;3,648791;0,020523;21,956946;3157,077278
30.04.2022/23:00;211,17;3,800125;0,021208;22,614945;3060,82322
01.05.2022/00:00;201,58;-53,688218;0,022401;25,151947;2948,086941
01.05.2022/01:00;200,03;-6,844887;0,021709;22,159947;2850,817759
01.05.2022/02:00;160,5;37,799555;0,023408;16,812545;2799,836914
01.05.2022/03:00;154;71,949521;0,022334;9,753723;2776,581477
01.05.2022/04:00;154;38,924713;0,02559;4,981151;2776,658694
01.05.2022/05:00;157;81,590447;0,022072;4,41785;2747,652333
01.05.2022/06:00;157;109,391019;0,170551;14,66855;2768,396863
01.05.2022/07:00;167;117,459252;1,105862;14,5394;2835,766452
01.05.2022/08:00;189,9;143,268752;3,636943;7,9289;2906,408826
01.05.2022/09:00;158;193,573663;8,190653;12,747005;3033,420935
01.05.2022/10:00;128,5;211,152507;14,583542;20,418768;3133,544406
01.05.2022/11:00;125,22;275,486288;20,991847;21,343191;3124,573627
01.05.2022/12:00;107,66;264,409379;19,683713;20,991421;3089,660169
01.05.2022/13:00;117,92;241,685179;14,515975;25,586094;3071,608217
01.05.2022/14:00;20;174,213464;12,346362;34,3634;3069,360358
01.05.2022/15:00;24;74,174787;12,540617;32,824252;3082,947062
01.05.2022/16:00;150,5;80,907883;12,446246;53,236376;3086,718203
01.05.2022/17:00;170;68,329379;6,966311;60,067236;3081,153021
01.05.2022/18:00;199,96;51,623784;2,917583;62,370319;3124,987926
01.05.2022/19:00;211,99;-5,073197;0,833402;76,98967;3178,734029
01.05.2022/20:00;219,06;10,95943;0,090737;85,460023;3224,927442
01.05.2022/21:00;219,88;-1,198621;0,020014;153,618557;3301,422426
01.05.2022/22:00;217,73;-16,688251;0,020565;175,724658;3280,478348
01.05.2022/23:00;192,5;4,472255;0,021256;146,468143;3120,115611
02.05.2022/00:00;189,5;-15,096965;0,021344;143,163865;2955,596031
02.05.2022/01:00;186,5;13,863227;0,020677;145,878646;2861,925097
02.05.2022/02:00;194,69;26,890861;0,020746;133,007043;2831,420318
02.05.2022/03:00;193,8;33,053095;0,021881;135,569174;2844,140014
02.05.2022/04:00;186,5;28,37142;0,025494;108,812497;2885,560096
02.05.2022/05:00;186,5;11,949942;0,023907;117,274727;3001,425998
