Date/Hour CET/CEST;Date/Hour UTC;MBA;Consumption Total;Metered;Profiled;Flex
26.05.2023/08:30;26.05.2023/06:30;NO1;-804,207976;-800,083445;-4,124531;
26.05.2023/08:45;26.05.2023/06:45;NO1;-804,207976;-800,083445;-4,124531;
26.05.2023/09:00;26.05.2023/07:00;NO1;-799,705245;-795,594504;-4,110741;
26.05.2023/09:15;26.05.2023/07:15;NO1;-799,705245;-795,594504;-4,110741;
26.05.2023/09:30;26.05.2023/07:30;NO1;-799,705245;-795,594504;-4,110741;
26.05.2023/09:45;26.05.2023/07:45;NO1;-799,705245;-795,594504;-4,110741;
26.05.2023/10:00;26.05.2023/08:00;NO1;-791,965405;-788,081147;-3,884258;
26.05.2023/10:15;26.05.2023/08:15;NO1;-791,965405;-788,081147;-3,884258;
26.05.2023/10:30;26.05.2023/08:30;NO1;-791,965405;-788,081147;-3,884258;
26.05.2023/10:45;26.05.2023/08:45;NO1;-791,965405;-788,081147;-3,884258;
26.05.2023/11:00;26.05.2023/09:00;NO1;-785,064581;-780,911719;-4,152862;
26.05.2023/11:15;26.05.2023/09:15;NO1;-785,064581;-780,911719;-4,152862;
26.05.2023/11:30;26.05.2023/09:30;NO1;-785,064581;-780,911719;-4,152862;
26.05.2023/11:45;26.05.2023/09:45;NO1;-785,064581;-780,911719;-4,152862;
26.05.2023/12:00;26.05.2023/10:00;NO1;-773,034623;-769,076679;-3,957944;
26.05.2023/12:15;26.05.2023/10:15;NO1;-773,034623;-769,076679;-3,957944;
26.05.2023/12:30;26.05.2023/10:30;NO1;-773,034623;-769,076679;-3,957944;
26.05.2023/12:45;26.05.2023/10:45;NO1;-773,034623;-769,076679;-3,957944;
26.05.2023/13:00;26.05.2023/11:00;NO1;-768,130553;-764,292706;-3,837847;
26.05.2023/13:15;26.05.2023/11:15;NO1;-768,130553;-764,292706;-3,837847;
26.05.2023/13:30;26.05.2023/11:30;NO1;-768,130553;-764,292706;-3,837847;
26.05.2023/13:45;26.05.2023/11:45;NO1;-768,130553;-764,292706;-3,837847;
26.05.2023/14:00;26.05.2023/12:00;NO1;-760,515463;-756,724115;-3,791348;
26.05.2023/14:15;26.05.2023/12:15;NO1;-760,515463;-756,724115;-3,791348;
26.05.2023/14:30;26.05.2023/12:30;NO1;-760,515463;-756,724115;-3,791348;
26.05.2023/14:45;26.05.2023/12:45;NO1;-760,515463;-756,724115;-3,791348;
26.05.2023/15:00;26.05.2023/13:00;NO1;-745,365161;-741,617133;-3,748028;
26.05.2023/15:15;26.05.2023/13:15;NO1;-745,365161;-741,617133;-3,748028;
26.05.2023/15:30;26.05.2023/13:30;NO1;-745,365161;-741,617133;-3,748028;
26.05.2023/15:45;26.05.2023/13:45;NO1;-745,365161;-741,617133;-3,748028;
26.05.2023/16:00;26.05.2023/14:00;NO1;-739,978699;-736,177699;-3,801;
26.05.2023/16:15;26.05.2023/14:15;NO1;-739,978699;-736,177699;-3,801;
26.05.2023/16:30;26.05.2023/14:30;NO1;-739,978699;-736,177699;-3,801;
26.05.2023/16:45;26.05.2023/14:45;NO1;-739,978699;-736,177699;-3,801;
26.05.2023/17:00;26.05.2023/15:00;NO1;-728,680042;-724,908063;-3,771979;
26.05.2023/17:15;26.05.2023/15:15;NO1;-728,680042;-724,908063;-3,771979;
26.05.2023/17:30;26.05.2023/15:30;NO1;-728,680042;-724,908063;-3,771979;
26.05.2023/17:45;26.05.2023/15:45;NO1;-728,680042;-724,908063;-3,771979;
26.05.2023/18:00;26.05.2023/16:00;NO1;-720,493382;-716,74335;-3,750032;
26.05.2023/18:15;26.05.2023/16:15;NO1;-720,493382;-716,74335;-3,750032;
26.05.2023/18:30;26.05.2023/16:30;NO1;-720,493382;-716,74335;-3,750032;
26.05.2023/18:45;26.05.2023/16:45;NO1;-720,493382;-716,74335;-3,750032;
26.05.2023/19:00;26.05.2023/17:00;NO1;-709,208432;-705,478096;-3,730336;
26.05.2023/19:15;26.05.2023/17:15;NO1;-709,208432;-705,478096;-3,730336;
26.05.2023/19:30;26.05.2023/17:30;NO1;-709,208432;-705,478096;-3,730336;
26.05.2023/19:45;26.05.2023/17:45;NO1;-709,208432;-705,478096;-3,730336;
26.05.2023/20:00;26.05.2023/18:00;NO1;-695,701086;-692,041913;-3,659173;
26.05.2023/20:15;26.05.2023/18:15;NO1;-695,701086;-692,041913;-3,659173;
26.05.2023/20:30;26.05.2023/18:30;NO1;-695,701086;-692,041913;-3,659173;
26.05.2023/20:45;26.05.2023/18:45;NO1;-695,701086;-692,041913;-3,659173;
26.05.2023/21:00;26.05.2023/19:00;NO1;-682,152639;-678,506972;-3,645667;
26.05.2023/21:15;26.05.2023/19:15;NO1;-682,152639;-678,506972;-3,645667;
26.05.2023/21:30;26.05.2023/19:30;NO1;-682,152639;-678,506972;-3,645667;
26.05.2023/21:45;26.05.2023/19:45;NO1;-682,152639;-678,506972;-3,645667;
26.05.2023/22:00;26.05.2023/20:00;NO1;-680,359842;-676,694635;-3,665207;
26.05.2023/22:15;26.05.2023/20:15;NO1;-680,359842;-676,694635;-3,665207;
26.05.2023/22:30;26.05.2023/20:30;NO1;-680,359842;-676,694635;-3,665207;
26.05.2023/22:45;26.05.2023/20:45;NO1;-680,359842;-676,694635;-3,665207;
26.05.2023/23:00;26.05.2023/21:00;NO1;-662,248694;-658,619155;-3,629539;
26.05.2023/23:15;26.05.2023/21:15;NO1;-662,248694;-658,619155;-3,629539;
26.05.2023/23:30;26.05.2023/21:30;NO1;-662,248694;-658,619155;-3,629539;
26.05.2023/23:45;26.05.2023/21:45;NO1;-662,248694;-658,619155;-3,629539;
27.05.2023/00:00;26.05.2023/22:00;NO1;-625,452892;-621,865843;-3,587049;
27.05.2023/00:15;26.05.2023/22:15;NO1;-625,452892;-621,865843;-3,587049;
27.05.2023/00:30;26.05.2023/22:30;NO1;-625,452892;-621,865843;-3,587049;
27.05.2023/00:45;26.05.2023/22:45;NO1;-625,452892;-621,865843;-3,587049;
27.05.2023/01:00;26.05.2023/23:00;NO1;-594,51378;-591,112022;-3,401758;
27.05.2023/01:15;26.05.2023/23:15;NO1;-594,51378;-591,112022;-3,401758;
27.05.2023/01:30;26.05.2023/23:30;NO1;-594,51378;-591,112022;-3,401758;
27.05.2023/01:45;26.05.2023/23:45;NO1;-594,51378;-591,112022;-3,401758;
27.05.2023/02:00;27.05.2023/00:00;NO1;-576,460565;-573,134787;-3,325778;
27.05.2023/02:15;27.05.2023/00:15;NO1;-576,460565;-573,134787;-3,325778;
27.05.2023/02:30;27.05.2023/00:30;NO1;-576,460565;-573,134787;-3,325778;
27.05.2023/02:45;27.05.2023/00:45;NO1;-576,460565;-573,134787;-3,325778;
27.05.2023/03:00;27.05.2023/01:00;NO1;-566,374985;-563,105122;-3,269863;
27.05.2023/03:15;27.05.2023/01:15;NO1;-566,374985;-563,105122;-3,269863;
27.05.2023/03:30;27.05.2023/01:30;NO1;-566,374985;-563,105122;-3,269863;
27.05.2023/03:45;27.05.2023/01:45;NO1;-566,374985;-563,105122;-3,269863;
27.05.2023/04:00;27.05.2023/02:00;NO1;-554,024208;-550,880456;-3,143752;
27.05.2023/04:15;27.05.2023/02:15;NO1;-554,024208;-550,880456;-3,143752;
27.05.2023/04:30;27.05.2023/02:30;NO1;-554,024208;-550,880456;-3,143752;
27.05.2023/04:45;27.05.2023/02:45;NO1;-554,024208;-550,880456;-3,143752;
27.05.2023/05:00;27.05.2023/03:00;NO1;-552,988549;-549,833153;-3,155396;
27.05.2023/05:15;27.05.2023/03:15;NO1;-552,988549;-549,833153;-3,155396;
27.05.2023/05:30;27.05.2023/03:30;NO1;-552,988549;-549,833153;-3,155396;
27.05.2023/05:45;27.05.2023/03:45;NO1;-552,988549;-549,833153;-3,155396;
27.05.2023/06:00;27.05.2023/04:00;NO1;-565,829145;-562,619128;-3,210017;
27.05.2023/06:15;27.05.2023/04:15;NO1;-565,829145;-562,619128;-3,210017;
27.05.2023/06:30;27.05.2023/04:30;NO1;-565,829145;-562,619128;-3,210017;
27.05.2023/06:45;27.05.2023/04:45;NO1;-565,829145;-562,619128;-3,210017;
27.05.2023/07:00;27.05.2023/05:00;NO1;-588,169835;-584,872859;-3,296976;
27.05.2023/07:15;27.05.2023/05:15;NO1;-588,169835;-584,872859;-3,296976;
27.05.2023/07:30;27.05.2023/05:30;NO1;-588,169835;-584,872859;-3,296976;
27.05.2023/07:45;27.05.2023/05:45;NO1;-588,169835;-584,872859;-3,296976;
27.05.2023/08:00;27.05.2023/06:00;NO1;-624,260295;-620,789221;-3,471074;
27.05.2023/08:15;27.05.2023/06:15;NO1;-624,260295;-620,789221;-3,471074;
27.05.2023/08:30;27.05.2023/06:30;NO1;-624,260295;-620,789221;-3,471074;
27.05.2023/08:45;27.05.2023/06:45;NO1;-624,260295;-620,789221;-3,471074;
27.05.2023/09:00;27.05.2023/07:00;NO1;-662,531954;-658,794183;-3,737771;
27.05.2023/09:15;27.05.2023/07:15;NO1;-662,531954;-658,794183;-3,737771;
27.05.2023/09:30;27.05.2023/07:30;NO1;-662,531954;-658,794183;-3,737771;
27.05.2023/09:45;27.05.2023/07:45;NO1;-662,531954;-658,794183;-3,737771;
27.05.2023/10:00;27.05.2023/08:00;NO1;-688,629494;-684,810058;-3,819436;
27.05.2023/10:15;27.05.2023/08:15;NO1;-688,629494;-684,810058;-3,819436;
27.05.2023/10:30;27.05.2023/08:30;NO1;-688,629494;-684,810058;-3,819436;
27.05.2023/10:45;27.05.2023/08:45;NO1;-688,629494;-684,810058;-3,819436;
27.05.2023/11:00;27.05.2023/09:00;NO1;-695,798685;-691,993465;-3,80522;
27.05.2023/11:15;27.05.2023/09:15;NO1;-695,798685;-691,993465;-3,80522;
27.05.2023/11:30;27.05.2023/09:30;NO1;-695,798685;-691,993465;-3,80522;
27.05.2023/11:45;27.05.2023/09:45;NO1;-695,798685;-691,993465;-3,80522;
27.05.2023/12:00;27.05.2023/10:00;NO1;-689,778442;-686,121603;-3,656839;
27.05.2023/12:15;27.05.2023/10:15;NO1;-689,778442;-686,121603;-3,656839;
27.05.2023/12:30;27.05.2023/10:30;NO1;-689,778442;-686,121603;-3,656839;
27.05.2023/12:45;27.05.2023/10:45;NO1;-689,778442;-686,121603;-3,656839;
27.05.2023/13:00;27.05.2023/11:00;NO1;-681,310874;-677,706172;-3,604702;
27.05.2023/13:15;27.05.2023/11:15;NO1;-681,310874;-677,706172;-3,604702;
27.05.2023/13:30;27.05.2023/11:30;NO1;-681,310874;-677,706172;-3,604702;
27.05.2023/13:45;27.05.2023/11:45;NO1;-681,310874;-677,706172;-3,604702;
27.05.2023/14:00;27.05.2023/12:00;NO1;-673,429865;-669,820516;-3,609349;
27.05.2023/14:15;27.05.2023/12:15;NO1;-673,429865;-669,820516;-3,609349;
27.05.2023/14:30;27.05.2023/12:30;NO1;-673,429865;-669,820516;-3,609349;
27.05.2023/14:45;27.05.2023/12:45;NO1;-673,429865;-669,820516;-3,609349;
27.05.2023/15:00;27.05.2023/13:00;NO1;-664,403846;-660,902633;-3,501213;
27.05.2023/15:15;27.05.2023/13:15;NO1;-664,403846;-660,902633;-3,501213;
27.05.2023/15:30;27.05.2023/13:30;NO1;-664,403846;-660,902633;-3,501213;
27.05.2023/15:45;27.05.2023/13:45;NO1;-664,403846;-660,902633;-3,501213;
27.05.2023/16:00;27.05.2023/14:00;NO1;-662,658582;-659,037518;-3,621064;
27.05.2023/16:15;27.05.2023/14:15;NO1;-662,658582;-659,037518;-3,621064;
27.05.2023/16:30;27.05.2023/14:30;NO1;-662,658582;-659,037518;-3,621064;
27.05.2023/16:45;27.05.2023/14:45;NO1;-662,658582;-659,037518;-3,621064;
27.05.2023/17:00;27.05.2023/15:00;NO1;-670,877136;-667,148216;-3,72892;
27.05.2023/17:15;27.05.2023/15:15;NO1;-670,877136;-667,148216;-3,72892;
27.05.2023/17:30;27.05.2023/15:30;NO1;-670,877136;-667,148216;-3,72892;
27.05.2023/17:45;27.05.2023/15:45;NO1;-670,877136;-667,148216;-3,72892;
27.05.2023/18:00;27.05.2023/16:00;NO1;-675,242082;-671,438652;-3,80343;
27.05.2023/18:15;27.05.2023/16:15;NO1;-675,242082;-671,438652;-3,80343;
27.05.2023/18:30;27.05.2023/16:30;NO1;-675,242082;-671,438652;-3,80343;
27.05.2023/18:45;27.05.2023/16:45;NO1;-675,242082;-671,438652;-3,80343;
27.05.2023/19:00;27.05.2023/17:00;NO1;-674,219099;-670,467629;-3,75147;
27.05.2023/19:15;27.05.2023/17:15;NO1;-674,219099;-670,467629;-3,75147;
27.05.2023/19:30;27.05.2023/17:30;NO1;-674,219099;-670,467629;-3,75147;
27.05.2023/19:45;27.05.2023/17:45;NO1;-674,219099;-670,467629;-3,75147;
27.05.2023/20:00;27.05.2023/18:00;NO1;-662,124668;-658,434116;-3,690552;
27.05.2023/20:15;27.05.2023/18:15;NO1;-662,124668;-658,434116;-3,690552;
27.05.2023/20:30;27.05.2023/18:30;NO1;-662,124668;-658,434116;-3,690552;
27.05.2023/20:45;27.05.2023/18:45;NO1;-662,124668;-658,434116;-3,690552;
27.05.2023/21:00;27.05.2023/19:00;NO1;-646,339698;-642,72893;-3,610768;
27.05.2023/21:15;27.05.2023/19:15;NO1;-646,339698;-642,72893;-3,610768;
27.05.2023/21:30;27.05.2023/19:30;NO1;-646,339698;-642,72893;-3,610768;
27.05.2023/21:45;27.05.2023/19:45;NO1;-646,339698;-642,72893;-3,610768;
27.05.2023/22:00;27.05.2023/20:00;NO1;-633,583934;-629,981258;-3,602676;
27.05.2023/22:15;27.05.2023/20:15;NO1;-633,583934;-629,981258;-3,602676;
27.05.2023/22:30;27.05.2023/20:30;NO1;-633,583934;-629,981258;-3,602676;
27.05.2023/22:45;27.05.2023/20:45;NO1;-633,583934;-629,981258;-3,602676;
27.05.2023/23:00;27.05.2023/21:00;NO1;-611,306366;-607,756421;-3,549945;
27.05.2023/23:15;27.05.2023/21:15;NO1;-611,306366;-607,756421;-3,549945;
27.05.2023/23:30;27.05.2023/21:30;NO1;-611,306366;-607,756421;-3,549945;
27.05.2023/23:45;27.05.2023/21:45;NO1;-611,306366;-607,756421;-3,549945;
28.05.2023/00:00;27.05.2023/22:00;NO1;-585,401153;-581,741264;-3,659889;
28.05.2023/00:15;27.05.2023/22:15;NO1;-585,401153;-581,741264;-3,659889;
28.05.2023/00:30;27.05.2023/22:30;NO1;-585,401153;-581,741264;-3,659889;
28.05.2023/00:45;27.05.2023/22:45;NO1;-585,401153;-581,741264;-3,659889;
28.05.2023/01:00;27.05.2023/23:00;NO1;-558,886604;-555,391196;-3,495408;
28.05.2023/01:15;27.05.2023/23:15;NO1;-558,886604;-555,391196;-3,495408;
28.05.2023/01:30;27.05.2023/23:30;NO1;-558,886604;-555,391196;-3,495408;
28.05.2023/01:45;27.05.2023/23:45;NO1;-558,886604;-555,391196;-3,495408;
28.05.2023/02:00;28.05.2023/00:00;NO1;-544,391719;-540,932585;-3,459134;
28.05.2023/02:15;28.05.2023/00:15;NO1;-544,391719;-540,932585;-3,459134;
28.05.2023/02:30;28.05.2023/00:30;NO1;-544,391719;-540,932585;-3,459134;
28.05.2023/02:45;28.05.2023/00:45;NO1;-544,391719;-540,932585;-3,459134;
28.05.2023/03:00;28.05.2023/01:00;NO1;-537,491396;-534,129874;-3,361522;
28.05.2023/03:15;28.05.2023/01:15;NO1;-537,491396;-534,129874;-3,361522;
28.05.2023/03:30;28.05.2023/01:30;NO1;-537,491396;-534,129874;-3,361522;
28.05.2023/03:45;28.05.2023/01:45;NO1;-537,491396;-534,129874;-3,361522;
28.05.2023/04:00;28.05.2023/02:00;NO1;-523,799092;-520,542691;-3,256401;
28.05.2023/04:15;28.05.2023/02:15;NO1;-523,799092;-520,542691;-3,256401;
28.05.2023/04:30;28.05.2023/02:30;NO1;-523,799092;-520,542691;-3,256401;
28.05.2023/04:45;28.05.2023/02:45;NO1;-523,799092;-520,542691;-3,256401;
28.05.2023/05:00;28.05.2023/03:00;NO1;-522,421196;-519,266599;-3,154597;
28.05.2023/05:15;28.05.2023/03:15;NO1;-522,421196;-519,266599;-3,154597;
28.05.2023/05:30;28.05.2023/03:30;NO1;-522,421196;-519,266599;-3,154597;
28.05.2023/05:45;28.05.2023/03:45;NO1;-522,421196;-519,266599;-3,154597;
28.05.2023/06:00;28.05.2023/04:00;NO1;-523,340126;-520,119397;-3,220729;
28.05.2023/06:15;28.05.2023/04:15;NO1;-523,340126;-520,119397;-3,220729;
28.05.2023/06:30;28.05.2023/04:30;NO1;-523,340126;-520,119397;-3,220729;
28.05.2023/06:45;28.05.2023/04:45;NO1;-523,340126;-520,119397;-3,220729;
28.05.2023/07:00;28.05.2023/05:00;NO1;-532,878236;-529,630856;-3,24738;
28.05.2023/07:15;28.05.2023/05:15;NO1;-532,878236;-529,630856;-3,24738;
28.05.2023/07:30;28.05.2023/05:30;NO1;-532,878236;-529,630856;-3,24738;
28.05.2023/07:45;28.05.2023/05:45;NO1;-532,878236;-529,630856;-3,24738;
28.05.2023/08:00;28.05.2023/06:00;NO1;-562,625262;-559,209819;-3,415443;
28.05.2023/08:15;28.05.2023/06:15;NO1;-562,625262;-559,209819;-3,415443;
28.05.2023/08:30;28.05.2023/06:30;NO1;-562,625262;-559,209819;-3,415443;
28.05.2023/08:45;28.05.2023/06:45;NO1;-562,625262;-559,209819;-3,415443;
28.05.2023/09:00;28.05.2023/07:00;NO1;-604,00659;-600,373646;-3,632944;
28.05.2023/09:15;28.05.2023/07:15;NO1;-604,00659;-600,373646;-3,632944;
28.05.2023/09:30;28.05.2023/07:30;NO1;-604,00659;-600,373646;-3,632944;
28.05.2023/09:45;28.05.2023/07:45;NO1;-604,00659;-600,373646;-3,632944;
28.05.2023/10:00;28.05.2023/08:00;NO1;-643,983651;-640,232904;-3,750747;
28.05.2023/10:15;28.05.2023/08:15;NO1;-643,983651;-640,232904;-3,750747;
28.05.2023/10:30;28.05.2023/08:30;NO1;-643,983651;-640,232904;-3,750747;
28.05.2023/10:45;28.05.2023/08:45;NO1;-643,983651;-640,232904;-3,750747;
28.05.2023/11:00;28.05.2023/09:00;NO1;-659,035477;-655,20859;-3,826887;
28.05.2023/11:15;28.05.2023/09:15;NO1;-659,035477;-655,20859;-3,826887;
28.05.2023/11:30;28.05.2023/09:30;NO1;-659,035477;-655,20859;-3,826887;
28.05.2023/11:45;28.05.2023/09:45;NO1;-659,035477;-655,20859;-3,826887;
28.05.2023/12:00;28.05.2023/10:00;NO1;-656,515211;-652,810462;-3,704749;
28.05.2023/12:15;28.05.2023/10:15;NO1;-656,515211;-652,810462;-3,704749;
28.05.2023/12:30;28.05.2023/10:30;NO1;-656,515211;-652,810462;-3,704749;
28.05.2023/12:45;28.05.2023/10:45;NO1;-656,515211;-652,810462;-3,704749;
28.05.2023/13:00;28.05.2023/11:00;NO1;-652,484441;-648,734311;-3,75013;
28.05.2023/13:15;28.05.2023/11:15;NO1;-652,484441;-648,734311;-3,75013;
28.05.2023/13:30;28.05.2023/11:30;NO1;-652,484441;-648,734311;-3,75013;
28.05.2023/13:45;28.05.2023/11:45;NO1;-652,484441;-648,734311;-3,75013;
28.05.2023/14:00;28.05.2023/12:00;NO1;-644,165704;-640,520319;-3,645385;
28.05.2023/14:15;28.05.2023/12:15;NO1;-644,165704;-640,520319;-3,645385;
28.05.2023/14:30;28.05.2023/12:30;NO1;-644,165704;-640,520319;-3,645385;
28.05.2023/14:45;28.05.2023/12:45;NO1;-644,165704;-640,520319;-3,645385;
28.05.2023/15:00;28.05.2023/13:00;NO1;-637,779035;-634,106214;-3,672821;
28.05.2023/15:15;28.05.2023/13:15;NO1;-637,779035;-634,106214;-3,672821;
28.05.2023/15:30;28.05.2023/13:30;NO1;-637,779035;-634,106214;-3,672821;
28.05.2023/15:45;28.05.2023/13:45;NO1;-637,779035;-634,106214;-3,672821;
28.05.2023/16:00;28.05.2023/14:00;NO1;-642,767498;-639,10638;-3,661118;
28.05.2023/16:15;28.05.2023/14:15;NO1;-642,767498;-639,10638;-3,661118;
28.05.2023/16:30;28.05.2023/14:30;NO1;-642,767498;-639,10638;-3,661118;
28.05.2023/16:45;28.05.2023/14:45;NO1;-642,767498;-639,10638;-3,661118;
28.05.2023/17:00;28.05.2023/15:00;NO1;-651,494868;-647,690504;-3,804364;
28.05.2023/17:15;28.05.2023/15:15;NO1;-651,494868;-647,690504;-3,804364;
28.05.2023/17:30;28.05.2023/15:30;NO1;-651,494868;-647,690504;-3,804364;
28.05.2023/17:45;28.05.2023/15:45;NO1;-651,494868;-647,690504;-3,804364;
28.05.2023/18:00;28.05.2023/16:00;NO1;-655,136767;-651,271346;-3,865421;
28.05.2023/18:15;28.05.2023/16:15;NO1;-655,136767;-651,271346;-3,865421;
28.05.2023/18:30;28.05.2023/16:30;NO1;-655,136767;-651,271346;-3,865421;
28.05.2023/18:45;28.05.2023/16:45;NO1;-655,136767;-651,271346;-3,865421;
28.05.2023/19:00;28.05.2023/17:00;NO1;-644,0662;-640,223217;-3,842983;
28.05.2023/19:15;28.05.2023/17:15;NO1;-644,0662;-640,223217;-3,842983;
28.05.2023/19:30;28.05.2023/17:30;NO1;-644,0662;-640,223217;-3,842983;
28.05.2023/19:45;28.05.2023/17:45;NO1;-644,0662;-640,223217;-3,842983;
28.05.2023/20:00;28.05.2023/18:00;NO1;-638,092272;-634,291961;-3,800311;
28.05.2023/20:15;28.05.2023/18:15;NO1;-638,092272;-634,291961;-3,800311;
28.05.2023/20:30;28.05.2023/18:30;NO1;-638,092272;-634,291961;-3,800311;
28.05.2023/20:45;28.05.2023/18:45;NO1;-638,092272;-634,291961;-3,800311;
28.05.2023/21:00;28.05.2023/19:00;NO1;-634,566806;-630,751837;-3,814969;
28.05.2023/21:15;28.05.2023/19:15;NO1;-634,566806;-630,751837;-3,814969;
28.05.2023/21:30;28.05.2023/19:30;NO1;-634,566806;-630,751837;-3,814969;
28.05.2023/21:45;28.05.2023/19:45;NO1;-634,566806;-630,751837;-3,814969;
28.05.2023/22:00;28.05.2023/20:00;NO1;-640,687196;-636,804223;-3,882973;
28.05.2023/22:15;28.05.2023/20:15;NO1;-640,687196;-636,804223;-3,882973;
28.05.2023/22:30;28.05.2023/20:30;NO1;-640,687196;-636,804223;-3,882973;
28.05.2023/22:45;28.05.2023/20:45;NO1;-640,687196;-636,804223;-3,882973;
28.05.2023/23:00;28.05.2023/21:00;NO1;-630,932544;-627,103459;-3,829085;
28.05.2023/23:15;28.05.2023/21:15;NO1;-630,932544;-627,103459;-3,829085;
28.05.2023/23:30;28.05.2023/21:30;NO1;-630,932544;-627,103459;-3,829085;
28.05.2023/23:45;28.05.2023/21:45;NO1;-630,932544;-627,103459;-3,829085;
29.05.2023/00:00;28.05.2023/22:00;NO1;-604,337619;-600,899743;-3,437876;
29.05.2023/00:15;28.05.2023/22:15;NO1;-604,337619;-600,899743;-3,437876;
29.05.2023/00:30;28.05.2023/22:30;NO1;-604,337619;-600,899743;-3,437876;
29.05.2023/00:45;28.05.2023/22:45;NO1;-604,337619;-600,899743;-3,437876;
29.05.2023/01:00;28.05.2023/23:00;NO1;-579,042961;-575,709397;-3,333564;
29.05.2023/01:15;28.05.2023/23:15;NO1;-579,042961;-575,709397;-3,333564;
29.05.2023/01:30;28.05.2023/23:30;NO1;-579,042961;-575,709397;-3,333564;
29.05.2023/01:45;28.05.2023/23:45;NO1;-579,042961;-575,709397;-3,333564;
29.05.2023/02:00;29.05.2023/00:00;NO1;-569,082655;-565,777319;-3,305336;
29.05.2023/02:15;29.05.2023/00:15;NO1;-569,082655;-565,777319;-3,305336;
29.05.2023/02:30;29.05.2023/00:30;NO1;-569,082655;-565,777319;-3,305336;
29.05.2023/02:45;29.05.2023/00:45;NO1;-569,082655;-565,777319;-3,305336;
29.05.2023/03:00;29.05.2023/01:00;NO1;-563,718697;-560,448684;-3,270013;
29.05.2023/03:15;29.05.2023/01:15;NO1;-563,718697;-560,448684;-3,270013;
29.05.2023/03:30;29.05.2023/01:30;NO1;-563,718697;-560,448684;-3,270013;
29.05.2023/03:45;29.05.2023/01:45;NO1;-563,718697;-560,448684;-3,270013;
29.05.2023/04:00;29.05.2023/02:00;NO1;-554,560248;-551,341514;-3,218734;
29.05.2023/04:15;29.05.2023/02:15;NO1;-554,560248;-551,341514;-3,218734;
29.05.2023/04:30;29.05.2023/02:30;NO1;-554,560248;-551,341514;-3,218734;
29.05.2023/04:45;29.05.2023/02:45;NO1;-554,560248;-551,341514;-3,218734;
29.05.2023/05:00;29.05.2023/03:00;NO1;-561,193076;-558,009622;-3,183454;
29.05.2023/05:15;29.05.2023/03:15;NO1;-561,193076;-558,009622;-3,183454;
29.05.2023/05:30;29.05.2023/03:30;NO1;-561,193076;-558,009622;-3,183454;
29.05.2023/05:45;29.05.2023/03:45;NO1;-561,193076;-558,009622;-3,183454;
29.05.2023/06:00;29.05.2023/04:00;NO1;-583,680841;-580,40328;-3,277561;
29.05.2023/06:15;29.05.2023/04:15;NO1;-583,680841;-580,40328;-3,277561;
29.05.2023/06:30;29.05.2023/04:30;NO1;-583,680841;-580,40328;-3,277561;
29.05.2023/06:45;29.05.2023/04:45;NO1;-583,680841;-580,40328;-3,277561;
29.05.2023/07:00;29.05.2023/05:00;NO1;-599,663175;-596,343511;-3,319664;
29.05.2023/07:15;29.05.2023/05:15;NO1;-599,663175;-596,343511;-3,319664;
29.05.2023/07:30;29.05.2023/05:30;NO1;-599,663175;-596,343511;-3,319664;
29.05.2023/07:45;29.05.2023/05:45;NO1;-599,663175;-596,343511;-3,319664;
29.05.2023/08:00;29.05.2023/06:00;NO1;-631,774789;-628,277197;-3,497592;
29.05.2023/08:15;29.05.2023/06:15;NO1;-631,774789;-628,277197;-3,497592;
29.05.2023/08:30;29.05.2023/06:30;NO1;-631,774789;-628,277197;-3,497592;
29.05.2023/08:45;29.05.2023/06:45;NO1;-631,774789;-628,277197;-3,497592;
29.05.2023/09:00;29.05.2023/07:00;NO1;-674,457419;-670,815423;-3,641996;
29.05.2023/09:15;29.05.2023/07:15;NO1;-674,457419;-670,815423;-3,641996;
29.05.2023/09:30;29.05.2023/07:30;NO1;-674,457419;-670,815423;-3,641996;
29.05.2023/09:45;29.05.2023/07:45;NO1;-674,457419;-670,815423;-3,641996;
29.05.2023/10:00;29.05.2023/08:00;NO1;-707,432127;-703,585774;-3,846353;
29.05.2023/10:15;29.05.2023/08:15;NO1;-707,432127;-703,585774;-3,846353;
29.05.2023/10:30;29.05.2023/08:30;NO1;-707,432127;-703,585774;-3,846353;
29.05.2023/10:45;29.05.2023/08:45;NO1;-707,432127;-703,585774;-3,846353;
29.05.2023/11:00;29.05.2023/09:00;NO1;-719,935131;-716,088382;-3,846749;
29.05.2023/11:15;29.05.2023/09:15;NO1;-719,935131;-716,088382;-3,846749;
29.05.2023/11:30;29.05.2023/09:30;NO1;-719,935131;-716,088382;-3,846749;
29.05.2023/11:45;29.05.2023/09:45;NO1;-719,935131;-716,088382;-3,846749;
29.05.2023/12:00;29.05.2023/10:00;NO1;-724,623213;-720,754341;-3,868872;
29.05.2023/12:15;29.05.2023/10:15;NO1;-724,623213;-720,754341;-3,868872;
29.05.2023/12:30;29.05.2023/10:30;NO1;-724,623213;-720,754341;-3,868872;
29.05.2023/12:45;29.05.2023/10:45;NO1;-724,623213;-720,754341;-3,868872;
29.05.2023/13:00;29.05.2023/11:00;NO1;-723,699066;-719,835109;-3,863957;
29.05.2023/13:15;29.05.2023/11:15;NO1;-723,699066;-719,835109;-3,863957;
29.05.2023/13:30;29.05.2023/11:30;NO1;-723,699066;-719,835109;-3,863957;
29.05.2023/13:45;29.05.2023/11:45;NO1;-723,699066;-719,835109;-3,863957;
