Date/Hour CET/CEST;Date/Hour UTC;MBA;Consumption Total;Metered;Profiled;Flex
01.01.2022/00:00;31.12.2021/23:00;NO1;4792,869828;4760,08144;32,788388;
01.01.2022/01:00;01.01.2022/00:00;NO1;4758,08574;4725,561588;32,524152;
01.01.2022/02:00;01.01.2022/01:00;NO1;4699,710585;4668,080522;31,630063;
01.01.2022/03:00;01.01.2022/02:00;NO1;4660,590629;4628,715111;31,875518;
01.01.2022/04:00;01.01.2022/03:00;NO1;4673,579369;4642,202275;31,377094;
01.01.2022/05:00;01.01.2022/04:00;NO1;4726,909882;4694,139102;32,77078;
01.01.2022/06:00;01.01.2022/05:00;NO1;4857,030848;4822,831116;34,199732;
01.01.2022/07:00;01.01.2022/06:00;NO1;4932,794613;4899,439144;33,355469;
01.01.2022/08:00;01.01.2022/07:00;NO1;5067,692675;5033,527215;34,16546;
01.01.2022/09:00;01.01.2022/08:00;NO1;5178,555808;5145,049408;33,5064;
01.01.2022/10:00;01.01.2022/09:00;NO1;5344,532619;5309,314019;35,2186;
01.01.2022/11:00;01.01.2022/10:00;NO1;5443,009105;5406,646331;36,362774;
01.01.2022/12:00;01.01.2022/11:00;NO1;5461,777621;5425,524965;36,252656;
01.01.2022/13:00;01.01.2022/12:00;NO1;5432,608459;5396,000336;36,608123;
01.01.2022/14:00;01.01.2022/13:00;NO1;5520,141749;5482,443706;37,698043;
01.01.2022/15:00;01.01.2022/14:00;NO1;5592,657353;5553,553825;39,103528;
01.01.2022/16:00;01.01.2022/15:00;NO1;5723,608623;5683,241484;40,367139;
01.01.2022/17:00;01.01.2022/16:00;NO1;5764,442332;5723,302249;41,140083;
01.01.2022/18:00;01.01.2022/17:00;NO1;5666,743174;5625,562458;41,180716;
01.01.2022/19:00;01.01.2022/18:00;NO1;5539,533323;5499,265637;40,267686;
01.01.2022/20:00;01.01.2022/19:00;NO1;5406,236231;5368,434556;37,801675;
01.01.2022/21:00;01.01.2022/20:00;NO1;5265,106133;5228,40259;36,703543;
01.01.2022/22:00;01.01.2022/21:00;NO1;5077,110645;5042,076026;35,034619;
01.01.2022/23:00;01.01.2022/22:00;NO1;4933,082405;4899,48174;33,600665;
02.01.2022/00:00;01.01.2022/23:00;NO1;4759,141913;4725,884691;33,257222;
02.01.2022/01:00;02.01.2022/00:00;NO1;4576,572465;4543,861892;32,710573;
02.01.2022/02:00;02.01.2022/01:00;NO1;4483,517701;4451,841366;31,676335;
02.01.2022/03:00;02.01.2022/02:00;NO1;4464,900629;4434,379923;30,520706;
02.01.2022/04:00;02.01.2022/03:00;NO1;4409,555695;4379,272012;30,283683;
02.01.2022/05:00;02.01.2022/04:00;NO1;4419,316034;4389,656046;29,659988;
02.01.2022/06:00;02.01.2022/05:00;NO1;4493,40703;4462,768255;30,638775;
02.01.2022/07:00;02.01.2022/06:00;NO1;4580,526131;4550,004326;30,521805;
02.01.2022/08:00;02.01.2022/07:00;NO1;4702,290387;4671,631455;30,658932;
02.01.2022/09:00;02.01.2022/08:00;NO1;4848,878085;4818,446159;30,431926;
02.01.2022/10:00;02.01.2022/09:00;NO1;4974,353688;4942,928487;31,425201;
02.01.2022/11:00;02.01.2022/10:00;NO1;5093,477204;5062,117163;31,360041;
02.01.2022/12:00;02.01.2022/11:00;NO1;5148,657176;5117,083954;31,573222;
02.01.2022/13:00;02.01.2022/12:00;NO1;5158,720295;5127,218444;31,501851;
02.01.2022/14:00;02.01.2022/13:00;NO1;5189,408249;5157,825394;31,582855;
02.01.2022/15:00;02.01.2022/14:00;NO1;5301,057149;5268,072044;32,985105;
02.01.2022/16:00;02.01.2022/15:00;NO1;5421,750681;5386,407898;35,342783;
02.01.2022/17:00;02.01.2022/16:00;NO1;5397,062737;5361,445062;35,617675;
02.01.2022/18:00;02.01.2022/17:00;NO1;5290,845745;5255,583641;35,262104;
02.01.2022/19:00;02.01.2022/18:00;NO1;5181,635913;5146,785756;34,850157;
02.01.2022/20:00;02.01.2022/19:00;NO1;5161,200101;5125,829516;35,370585;
02.01.2022/21:00;02.01.2022/20:00;NO1;5079,907323;5044,956421;34,950902;
02.01.2022/22:00;02.01.2022/21:00;NO1;4932,426194;4899,085398;33,340796;
02.01.2022/23:00;02.01.2022/22:00;NO1;4747,048809;4714,99765;32,051159;
03.01.2022/00:00;02.01.2022/23:00;NO1;4538,806232;4512,148773;26,657459;
03.01.2022/01:00;03.01.2022/00:00;NO1;4408,369566;4382,508141;25,861425;
03.01.2022/02:00;03.01.2022/01:00;NO1;4328,057524;4302,684337;25,373187;
03.01.2022/03:00;03.01.2022/02:00;NO1;4295,678776;4270,725079;24,953697;
03.01.2022/04:00;03.01.2022/03:00;NO1;4349,336037;4323,686708;25,649329;
03.01.2022/05:00;03.01.2022/04:00;NO1;4510,314044;4483,376989;26,937055;
03.01.2022/06:00;03.01.2022/05:00;NO1;4985,711767;4954,447889;31,263878;
03.01.2022/07:00;03.01.2022/06:00;NO1;5491,249286;5457,145436;34,10385;
03.01.2022/08:00;03.01.2022/07:00;NO1;5750,12365;5714,655471;35,468179;
03.01.2022/09:00;03.01.2022/08:00;NO1;5783,826052;5749,121486;34,704566;
03.01.2022/10:00;03.01.2022/09:00;NO1;5777,549338;5743,331592;34,217746;
03.01.2022/11:00;03.01.2022/10:00;NO1;5751,433694;5716,995549;34,438145;
03.01.2022/12:00;03.01.2022/11:00;NO1;5732,823005;5699,890373;32,932632;
03.01.2022/13:00;03.01.2022/12:00;NO1;5672,768194;5640,22256;32,545634;
03.01.2022/14:00;03.01.2022/13:00;NO1;5660,516051;5628,609315;31,906736;
03.01.2022/15:00;03.01.2022/14:00;NO1;5671,699221;5638,288283;33,410938;
03.01.2022/16:00;03.01.2022/15:00;NO1;5702,428705;5668,265509;34,163196;
03.01.2022/17:00;03.01.2022/16:00;NO1;5598,097435;5564,28395;33,813485;
03.01.2022/18:00;03.01.2022/17:00;NO1;5461,655443;5428,959474;32,695969;
03.01.2022/19:00;03.01.2022/18:00;NO1;5364,69931;5332,509511;32,189799;
03.01.2022/20:00;03.01.2022/19:00;NO1;5313,135992;5280,331499;32,804493;
03.01.2022/21:00;03.01.2022/20:00;NO1;5212,275894;5179,774867;32,501027;
03.01.2022/22:00;03.01.2022/21:00;NO1;5060,912962;5030,32573;30,587232;
03.01.2022/23:00;03.01.2022/22:00;NO1;4920,481291;4891,289787;29,191504;
04.01.2022/00:00;03.01.2022/23:00;NO1;4735,742525;4709,156;26,586525;
04.01.2022/01:00;04.01.2022/00:00;NO1;4620,019759;4594,22517;25,794589;
04.01.2022/02:00;04.01.2022/01:00;NO1;4588,990886;4563,043684;25,947202;
04.01.2022/03:00;04.01.2022/02:00;NO1;4614,205935;4588,364386;25,841549;
04.01.2022/04:00;04.01.2022/03:00;NO1;4672,512797;4646,249936;26,262861;
04.01.2022/05:00;04.01.2022/04:00;NO1;4855,93964;4829,551168;26,388472;
04.01.2022/06:00;04.01.2022/05:00;NO1;5376,073055;5345,20878;30,864275;
04.01.2022/07:00;04.01.2022/06:00;NO1;5935,04706;5900,506233;34,540827;
04.01.2022/08:00;04.01.2022/07:00;NO1;6187,330053;6151,976546;35,353507;
04.01.2022/09:00;04.01.2022/08:00;NO1;6187,407372;6153,190483;34,216889;
04.01.2022/10:00;04.01.2022/09:00;NO1;6114,911149;6082,280863;32,630286;
04.01.2022/11:00;04.01.2022/10:00;NO1;6017,501516;5986,795574;30,705942;
04.01.2022/12:00;04.01.2022/11:00;NO1;5933,962557;5902,963428;30,999129;
04.01.2022/13:00;04.01.2022/12:00;NO1;5897,541792;5866,309961;31,231831;
04.01.2022/14:00;04.01.2022/13:00;NO1;5919,300277;5887,609989;31,690288;
04.01.2022/15:00;04.01.2022/14:00;NO1;6058,450935;6023,972683;34,478252;
04.01.2022/16:00;04.01.2022/15:00;NO1;6192,574303;6155,444755;37,129548;
04.01.2022/17:00;04.01.2022/16:00;NO1;6116,141055;6079,640225;36,50083;
04.01.2022/18:00;04.01.2022/17:00;NO1;6013,502185;5977,650677;35,851508;
04.01.2022/19:00;04.01.2022/18:00;NO1;5915,576206;5880,196337;35,379869;
04.01.2022/20:00;04.01.2022/19:00;NO1;5835,945104;5800,549635;35,395469;
04.01.2022/21:00;04.01.2022/20:00;NO1;5692,029287;5657,315791;34,713496;
04.01.2022/22:00;04.01.2022/21:00;NO1;5456,584904;5423,48255;33,102354;
04.01.2022/23:00;04.01.2022/22:00;NO1;5203,618573;5172,170951;31,447622;
05.01.2022/00:00;04.01.2022/23:00;NO1;4965,484655;4937,104872;28,379783;
05.01.2022/01:00;05.01.2022/00:00;NO1;4838,95444;4811,485941;27,468499;
05.01.2022/02:00;05.01.2022/01:00;NO1;4764,263836;4737,121541;27,142295;
05.01.2022/03:00;05.01.2022/02:00;NO1;4775,547229;4748,984742;26,562487;
05.01.2022/04:00;05.01.2022/03:00;NO1;4769,799447;4743,052705;26,746742;
05.01.2022/05:00;05.01.2022/04:00;NO1;4923,643133;4895,90612;27,737013;
05.01.2022/06:00;05.01.2022/05:00;NO1;5446,649608;5414,501911;32,147697;
05.01.2022/07:00;05.01.2022/06:00;NO1;6035,080078;5999,485426;35,594652;
05.01.2022/08:00;05.01.2022/07:00;NO1;6275,872121;6239,201609;36,670512;
05.01.2022/09:00;05.01.2022/08:00;NO1;6275,851528;6240,367637;35,483891;
05.01.2022/10:00;05.01.2022/09:00;NO1;6227,026689;6192,491398;34,535291;
05.01.2022/11:00;05.01.2022/10:00;NO1;6144,276572;6110,235256;34,041316;
05.01.2022/12:00;05.01.2022/11:00;NO1;6048,393686;6014,664274;33,729412;
05.01.2022/13:00;05.01.2022/12:00;NO1;5967,958141;5935,103056;32,855085;
05.01.2022/14:00;05.01.2022/13:00;NO1;5952,90472;5920,606719;32,298001;
05.01.2022/15:00;05.01.2022/14:00;NO1;6060,166352;6026,281618;33,884734;
05.01.2022/16:00;05.01.2022/15:00;NO1;6234,200717;6197,818417;36,3823;
05.01.2022/17:00;05.01.2022/16:00;NO1;6176,156386;6139,556575;36,599811;
05.01.2022/18:00;05.01.2022/17:00;NO1;6080,155151;6044,247914;35,907237;
05.01.2022/19:00;05.01.2022/18:00;NO1;6000,854698;5965,161035;35,693663;
05.01.2022/20:00;05.01.2022/19:00;NO1;5911,063332;5876,598772;34,46456;
05.01.2022/21:00;05.01.2022/20:00;NO1;5779,757924;5746,584458;33,173466;
05.01.2022/22:00;05.01.2022/21:00;NO1;5596,731072;5564,585455;32,145617;
05.01.2022/23:00;05.01.2022/22:00;NO1;5364,266175;5333,233168;31,033007;
06.01.2022/00:00;05.01.2022/23:00;NO1;5205,754913;5177,847843;27,90707;
06.01.2022/01:00;06.01.2022/00:00;NO1;5102,091047;5074,538948;27,552099;
06.01.2022/02:00;06.01.2022/01:00;NO1;5027,335923;4999,576859;27,759064;
06.01.2022/03:00;06.01.2022/02:00;NO1;5052,606349;5024,259775;28,346574;
06.01.2022/04:00;06.01.2022/03:00;NO1;5116,905954;5088,480041;28,425913;
06.01.2022/05:00;06.01.2022/04:00;NO1;5315,19221;5286,610041;28,582169;
06.01.2022/06:00;06.01.2022/05:00;NO1;5881,607214;5849,817209;31,790005;
06.01.2022/07:00;06.01.2022/06:00;NO1;6430,927194;6396,600839;34,326355;
06.01.2022/08:00;06.01.2022/07:00;NO1;6498,732206;6465,239423;33,492783;
06.01.2022/09:00;06.01.2022/08:00;NO1;6481,353005;6449,532989;31,820016;
06.01.2022/10:00;06.01.2022/09:00;NO1;6424,574974;6393,375818;31,199156;
06.01.2022/11:00;06.01.2022/10:00;NO1;6341,709122;6310,876217;30,832905;
06.01.2022/12:00;06.01.2022/11:00;NO1;6240,796006;6210,782287;30,013719;
06.01.2022/13:00;06.01.2022/12:00;NO1;6146,729917;6118,175756;28,554161;
06.01.2022/14:00;06.01.2022/13:00;NO1;6220,144278;6183,81207;36,332208;
06.01.2022/15:00;06.01.2022/14:00;NO1;6292,421442;6260,907598;31,513844;
06.01.2022/16:00;06.01.2022/15:00;NO1;6492,203554;6457,711922;34,491632;
06.01.2022/17:00;06.01.2022/16:00;NO1;6484,444971;6449,731164;34,713807;
06.01.2022/18:00;06.01.2022/17:00;NO1;6396,728442;6362,297101;34,431341;
06.01.2022/19:00;06.01.2022/18:00;NO1;6318,753292;6284,332077;34,421215;
06.01.2022/20:00;06.01.2022/19:00;NO1;6244,849842;6210,685101;34,164741;
06.01.2022/21:00;06.01.2022/20:00;NO1;6192,806318;6158,875973;33,930345;
06.01.2022/22:00;06.01.2022/21:00;NO1;6154,569628;6119,834904;34,734724;
06.01.2022/23:00;06.01.2022/22:00;NO1;5957,833979;5923,181196;34,652783;
07.01.2022/00:00;06.01.2022/23:00;NO1;5737,980322;5704,480391;33,499931;
07.01.2022/01:00;07.01.2022/00:00;NO1;5595,170546;5562,183411;32,987135;
07.01.2022/02:00;07.01.2022/01:00;NO1;5528,146873;5496,220485;31,926388;
07.01.2022/03:00;07.01.2022/02:00;NO1;5491,435344;5459,638964;31,79638;
07.01.2022/04:00;07.01.2022/03:00;NO1;5510,070393;5478,618329;31,452064;
07.01.2022/05:00;07.01.2022/04:00;NO1;5676,513899;5644,145678;32,368221;
07.01.2022/06:00;07.01.2022/05:00;NO1;6165,317407;6131,365463;33,951944;
07.01.2022/07:00;07.01.2022/06:00;NO1;6729,976822;6694,35087;35,625952;
07.01.2022/08:00;07.01.2022/07:00;NO1;6968,990364;6931,861285;37,129079;
07.01.2022/09:00;07.01.2022/08:00;NO1;6958,035818;6922,166435;35,869383;
07.01.2022/10:00;07.01.2022/09:00;NO1;6909,8456;6874,576395;35,269205;
07.01.2022/11:00;07.01.2022/10:00;NO1;6842,235108;6807,431535;34,803573;
07.01.2022/12:00;07.01.2022/11:00;NO1;6770,837857;6736,79389;34,043967;
07.01.2022/13:00;07.01.2022/12:00;NO1;6713,597301;6679,964654;33,632647;
07.01.2022/14:00;07.01.2022/13:00;NO1;6651,076757;6617,67339;33,403367;
07.01.2022/15:00;07.01.2022/14:00;NO1;6559,751247;6526,605155;33,146092;
07.01.2022/16:00;07.01.2022/15:00;NO1;6467,53558;6434,799879;32,735701;
07.01.2022/17:00;07.01.2022/16:00;NO1;6354,753219;6321,826927;32,926292;
07.01.2022/18:00;07.01.2022/17:00;NO1;6217,179304;6184,209966;32,969338;
07.01.2022/19:00;07.01.2022/18:00;NO1;6159,309987;6126,531991;32,777996;
07.01.2022/20:00;07.01.2022/19:00;NO1;6076,84548;6042,347925;34,497555;
07.01.2022/21:00;07.01.2022/20:00;NO1;5866,717792;5833,488386;33,229406;
07.01.2022/22:00;07.01.2022/21:00;NO1;5649,520587;5617,637963;31,882624;
07.01.2022/23:00;07.01.2022/22:00;NO1;5472,922852;5441,962307;30,960545;
08.01.2022/00:00;07.01.2022/23:00;NO1;5310,088885;5274,426183;35,662702;
08.01.2022/01:00;08.01.2022/00:00;NO1;5167,484462;5133,249144;34,235318;
08.01.2022/02:00;08.01.2022/01:00;NO1;5069,673772;5035,737353;33,936419;
08.01.2022/03:00;08.01.2022/02:00;NO1;5030,210366;4996,388623;33,821743;
08.01.2022/04:00;08.01.2022/03:00;NO1;5000,77211;4967,424934;33,347176;
08.01.2022/05:00;08.01.2022/04:00;NO1;5035,49891;5002,245669;33,253241;
08.01.2022/06:00;08.01.2022/05:00;NO1;5164,146261;5130,308248;33,838013;
08.01.2022/07:00;08.01.2022/06:00;NO1;5305,102301;5269,924874;35,177427;
08.01.2022/08:00;08.01.2022/07:00;NO1;5522,439889;5487,213015;35,226874;
08.01.2022/09:00;08.01.2022/08:00;NO1;5743,267165;5708,193338;35,073827;
08.01.2022/10:00;08.01.2022/09:00;NO1;5938,188984;5902,422291;35,766693;
08.01.2022/11:00;08.01.2022/10:00;NO1;5977,576771;5941,376503;36,200268;
08.01.2022/12:00;08.01.2022/11:00;NO1;5930,929092;5895,127612;35,80148;
08.01.2022/13:00;08.01.2022/12:00;NO1;5893,770553;5858,66146;35,109093;
08.01.2022/14:00;08.01.2022/13:00;NO1;5880,284285;5845,015471;35,268814;
08.01.2022/15:00;08.01.2022/14:00;NO1;5953,887189;5916,82233;37,064859;
08.01.2022/16:00;08.01.2022/15:00;NO1;6064,616071;6025,939296;38,676775;
08.01.2022/17:00;08.01.2022/16:00;NO1;6095,265803;6055,145178;40,120625;
08.01.2022/18:00;08.01.2022/17:00;NO1;6028,438002;5988,214464;40,223538;
08.01.2022/19:00;08.01.2022/18:00;NO1;5851,128659;5811,535404;39,593255;
08.01.2022/20:00;08.01.2022/19:00;NO1;5643,717713;5605,381872;38,335841;
08.01.2022/21:00;08.01.2022/20:00;NO1;5475,125266;5438,829486;36,29578;
08.01.2022/22:00;08.01.2022/21:00;NO1;5285,791806;5252,160868;33,630938;
08.01.2022/23:00;08.01.2022/22:00;NO1;5149,616809;5116,706915;32,909894;
09.01.2022/00:00;08.01.2022/23:00;NO1;5006,416263;4971,823986;34,592277;
09.01.2022/01:00;09.01.2022/00:00;NO1;4894,28972;4861,412937;32,876783;
09.01.2022/02:00;09.01.2022/01:00;NO1;4778,481486;4746,11829;32,363196;
09.01.2022/03:00;09.01.2022/02:00;NO1;4726,225117;4694,050281;32,174836;
09.01.2022/04:00;09.01.2022/03:00;NO1;4714,568389;4682,41095;32,157439;
09.01.2022/05:00;09.01.2022/04:00;NO1;4732,309387;4700,47236;31,837027;
09.01.2022/06:00;09.01.2022/05:00;NO1;4808,121408;4776,000375;32,121033;
09.01.2022/07:00;09.01.2022/06:00;NO1;4923,546058;4890,29273;33,253328;
09.01.2022/08:00;09.01.2022/07:00;NO1;5100,546827;5066,567553;33,979274;
09.01.2022/09:00;09.01.2022/08:00;NO1;5274,805761;5240,264424;34,541337;
09.01.2022/10:00;09.01.2022/09:00;NO1;5434,243143;5398,243246;35,999897;
09.01.2022/11:00;09.01.2022/10:00;NO1;5521,536143;5485,453063;36,08308;
09.01.2022/12:00;09.01.2022/11:00;NO1;5556,096078;5519,991753;36,104325;
09.01.2022/13:00;09.01.2022/12:00;NO1;5558,209522;5522,48131;35,728212;
09.01.2022/14:00;09.01.2022/13:00;NO1;5596,505269;5560,929312;35,575957;
09.01.2022/15:00;09.01.2022/14:00;NO1;5676,057092;5638,852657;37,204435;
09.01.2022/16:00;09.01.2022/15:00;NO1;5676,60079;5640,627561;35,973229;
09.01.2022/17:00;09.01.2022/16:00;NO1;5652,197587;5615,354489;36,843098;
09.01.2022/18:00;09.01.2022/17:00;NO1;5591,843874;5554,819616;37,024258;
09.01.2022/19:00;09.01.2022/18:00;NO1;5495,059913;5458,656529;36,403384;
09.01.2022/20:00;09.01.2022/19:00;NO1;5543,429701;5506,833791;36,59591;
09.01.2022/21:00;09.01.2022/20:00;NO1;5426,682274;5390,120215;36,562059;
09.01.2022/22:00;09.01.2022/21:00;NO1;5270,519184;5235,686069;34,833115;
09.01.2022/23:00;09.01.2022/22:00;NO1;5054,385965;5020,783554;33,602411;
10.01.2022/00:00;09.01.2022/23:00;NO1;4858,010297;4828,662064;29,348233;
10.01.2022/01:00;10.01.2022/00:00;NO1;4705,698051;4677,402494;28,295557;
10.01.2022/02:00;10.01.2022/01:00;NO1;4623,47956;4595,922804;27,556756;
10.01.2022/03:00;10.01.2022/02:00;NO1;4596,580038;4568,862515;27,717523;
10.01.2022/04:00;10.01.2022/03:00;NO1;4651,700679;4623,907416;27,793263;
10.01.2022/05:00;10.01.2022/04:00;NO1;4830,902429;4802,661519;28,24091;
10.01.2022/06:00;10.01.2022/05:00;NO1;5313,451627;5282,791821;30,659806;
10.01.2022/07:00;10.01.2022/06:00;NO1;5774,866458;5742,945589;31,920869;
10.01.2022/08:00;10.01.2022/07:00;NO1;5984,388691;5951,526661;32,86203;
10.01.2022/09:00;10.01.2022/08:00;NO1;5955,424058;5924,004541;31,419517;
10.01.2022/10:00;10.01.2022/09:00;NO1;5927,866563;5896,710775;31,155788;
10.01.2022/11:00;10.01.2022/10:00;NO1;5901,778576;5870,732373;31,046203;
10.01.2022/12:00;10.01.2022/11:00;NO1;5892,925949;5862,24353;30,682419;
10.01.2022/13:00;10.01.2022/12:00;NO1;5827,130937;5796,833888;30,297049;
10.01.2022/14:00;10.01.2022/13:00;NO1;5861,20063;5830,438364;30,762266;
10.01.2022/15:00;10.01.2022/14:00;NO1;6003,342566;5970,784308;32,558258;
10.01.2022/16:00;10.01.2022/15:00;NO1;6217,567485;6181,777513;35,789972;
10.01.2022/17:00;10.01.2022/16:00;NO1;6164,386899;6126,974601;37,412298;
10.01.2022/18:00;10.01.2022/17:00;NO1;6003,834034;5967,122353;36,711681;
10.01.2022/19:00;10.01.2022/18:00;NO1;5880,826605;5845,084603;35,742002;
10.01.2022/20:00;10.01.2022/19:00;NO1;5764,031118;5728,691582;35,339536;
10.01.2022/21:00;10.01.2022/20:00;NO1;5597,844285;5563,766888;34,077397;
10.01.2022/22:00;10.01.2022/21:00;NO1;5349,657395;5318,102814;31,554581;
10.01.2022/23:00;10.01.2022/22:00;NO1;5084,955322;5054,839299;30,116023;
11.01.2022/00:00;10.01.2022/23:00;NO1;4874,22235;4844,307057;29,915293;
11.01.2022/01:00;11.01.2022/00:00;NO1;4713,304677;4684,248584;29,056093;
11.01.2022/02:00;11.01.2022/01:00;NO1;4646,775363;4618,412476;28,362887;
11.01.2022/03:00;11.01.2022/02:00;NO1;4607,37548;4579,331334;28,044146;
11.01.2022/04:00;11.01.2022/03:00;NO1;4621,97871;4594,413433;27,565277;
11.01.2022/05:00;11.01.2022/04:00;NO1;4771,384072;4743,162434;28,221638;
11.01.2022/06:00;11.01.2022/05:00;NO1;5240,953287;5210,172539;30,780748;
11.01.2022/07:00;11.01.2022/06:00;NO1;5753,475627;5719,756427;33,7192;
11.01.2022/08:00;11.01.2022/07:00;NO1;5941,895234;5907,144424;34,75081;
11.01.2022/09:00;11.01.2022/08:00;NO1;5904,157122;5871,490452;32,66667;
11.01.2022/10:00;11.01.2022/09:00;NO1;5873,342968;5841,203118;32,13985;
11.01.2022/11:00;11.01.2022/10:00;NO1;5850,683271;5818,51783;32,165441;
11.01.2022/12:00;11.01.2022/11:00;NO1;5855,909908;5824,392424;31,517484;
11.01.2022/13:00;11.01.2022/12:00;NO1;5845,400534;5813,472214;31,92832;
11.01.2022/14:00;11.01.2022/13:00;NO1;5808,963211;5777,084681;31,87853;
11.01.2022/15:00;11.01.2022/14:00;NO1;5826,390286;5793,573713;32,816573;
11.01.2022/16:00;11.01.2022/15:00;NO1;5898,06993;5863,780906;34,289024;
11.01.2022/17:00;11.01.2022/16:00;NO1;5818,16625;5783,766259;34,399991;
11.01.2022/18:00;11.01.2022/17:00;NO1;5695,162086;5661,215494;33,946592;
11.01.2022/19:00;11.01.2022/18:00;NO1;5543,852156;5510,942957;32,909199;
11.01.2022/20:00;11.01.2022/19:00;NO1;5471,762533;5438,879064;32,883469;
11.01.2022/21:00;11.01.2022/20:00;NO1;5325,727712;5293,803803;31,923909;
11.01.2022/22:00;11.01.2022/21:00;NO1;5103,505594;5072,634668;30,870926;
11.01.2022/23:00;11.01.2022/22:00;NO1;4882,862573;4853,29976;29,562813;
12.01.2022/00:00;11.01.2022/23:00;NO1;4678,479864;4649,83625;28,643614;
12.01.2022/01:00;12.01.2022/00:00;NO1;4582,971163;4555,129249;27,841914;
12.01.2022/02:00;12.01.2022/01:00;NO1;4525,424573;4498,512133;26,91244;
12.01.2022/03:00;12.01.2022/02:00;NO1;4482,295396;4455,337771;26,957625;
12.01.2022/04:00;12.01.2022/03:00;NO1;4521,583882;4493,751221;27,832661;
12.01.2022/05:00;12.01.2022/04:00;NO1;4675,865112;4647,069724;28,795388;
12.01.2022/06:00;12.01.2022/05:00;NO1;5173,017126;5140,672728;32,344398;
12.01.2022/07:00;12.01.2022/06:00;NO1;5725,231282;5689,847614;35,383668;
12.01.2022/08:00;12.01.2022/07:00;NO1;5940,2428;5903,709245;36,533555;
12.01.2022/09:00;12.01.2022/08:00;NO1;5868,616524;5833,804593;34,811931;
12.01.2022/10:00;12.01.2022/09:00;NO1;5812,538049;5779,165258;33,372791;
12.01.2022/11:00;12.01.2022/10:00;NO1;5749,797616;5717,424132;32,373484;
12.01.2022/12:00;12.01.2022/11:00;NO1;5673,996616;5642,773373;31,223243;
12.01.2022/13:00;12.01.2022/12:00;NO1;5569,140646;5538,781528;30,359118;
12.01.2022/14:00;12.01.2022/13:00;NO1;5547,937103;5518,252825;29,684278;
12.01.2022/15:00;12.01.2022/14:00;NO1;5614,202427;5583,99824;30,204187;
12.01.2022/16:00;12.01.2022/15:00;NO1;5771,60031;5738,884987;32,715323;
12.01.2022/17:00;12.01.2022/16:00;NO1;5705,574029;5672,288721;33,285308;
12.01.2022/18:00;12.01.2022/17:00;NO1;5586,765085;5554,040189;32,724896;
12.01.2022/19:00;12.01.2022/18:00;NO1;5514,532106;5482,557592;31,974514;
12.01.2022/20:00;12.01.2022/19:00;NO1;5388,868484;5357,48268;31,385804;
12.01.2022/21:00;12.01.2022/20:00;NO1;5245,988997;5214,928161;31,060836;
12.01.2022/22:00;12.01.2022/21:00;NO1;5015,390495;4985,446781;29,943714;
12.01.2022/23:00;12.01.2022/22:00;NO1;4767,726768;4739,018077;28,708691;
13.01.2022/00:00;12.01.2022/23:00;NO1;4523,997762;4495,932851;28,064911;
13.01.2022/01:00;13.01.2022/00:00;NO1;4367,378332;4340,447286;26,931046;
13.01.2022/02:00;13.01.2022/01:00;NO1;4277,165673;4250,920102;26,245571;
13.01.2022/03:00;13.01.2022/02:00;NO1;4250,763441;4224,786091;25,97735;
13.01.2022/04:00;13.01.2022/03:00;NO1;4269,918305;4243,848026;26,070279;
13.01.2022/05:00;13.01.2022/04:00;NO1;4426,201185;4399,167621;27,033564;
13.01.2022/06:00;13.01.2022/05:00;NO1;4858,309302;4828,451376;29,857926;
13.01.2022/07:00;13.01.2022/06:00;NO1;5421,56316;5388,244685;33,318475;
13.01.2022/08:00;13.01.2022/07:00;NO1;5623,489316;5588,439748;35,049568;
13.01.2022/09:00;13.01.2022/08:00;NO1;5593,814477;5559,659713;34,154764;
13.01.2022/10:00;13.01.2022/09:00;NO1;5510,441928;5477,162606;33,279322;
13.01.2022/11:00;13.01.2022/10:00;NO1;5381,998319;5349,985527;32,012792;
13.01.2022/12:00;13.01.2022/11:00;NO1;5275,104786;5246,057281;29,047505;
13.01.2022/13:00;13.01.2022/12:00;NO1;5214,408114;5185,563001;28,845113;
13.01.2022/14:00;13.01.2022/13:00;NO1;5190,228072;5162,654261;27,573811;
13.01.2022/15:00;13.01.2022/14:00;NO1;5241,090154;5211,387787;29,702367;
13.01.2022/16:00;13.01.2022/15:00;NO1;5382,551127;5350,946733;31,604394;
13.01.2022/17:00;13.01.2022/16:00;NO1;5362,305816;5330,143812;32,162004;
13.01.2022/18:00;13.01.2022/17:00;NO1;5256,302981;5224,468053;31,834928;
13.01.2022/19:00;13.01.2022/18:00;NO1;5070,481206;5039,404162;31,077044;
13.01.2022/20:00;13.01.2022/19:00;NO1;4906,424135;4876,374995;30,04914;
13.01.2022/21:00;13.01.2022/20:00;NO1;4719,917184;4691,37682;28,540364;
13.01.2022/22:00;13.01.2022/21:00;NO1;4541,249362;4513,268649;27,980713;
13.01.2022/23:00;13.01.2022/22:00;NO1;4313,321164;4285,740448;27,580716;
14.01.2022/00:00;13.01.2022/23:00;NO1;4068,552485;4042,694165;25,85832;
14.01.2022/01:00;14.01.2022/00:00;NO1;3944,979907;3919,116464;25,863443;
14.01.2022/02:00;14.01.2022/01:00;NO1;3914,788363;3890,132172;24,656191;
14.01.2022/03:00;14.01.2022/02:00;NO1;3943,172214;3918,423127;24,749087;
14.01.2022/04:00;14.01.2022/03:00;NO1;3997,819745;3972,368406;25,451339;
